attendance_id,student_id,date,subject,status,present_flag
ATT028377,STU0568,2026-04-23,Surveying,Present,1
ATT028378,STU0568,2026-06-16,Structures,Present,1
ATT028379,STU0568,2026-02-02,Geotechnical,Present,1
ATT028380,STU0568,2026-06-02,Concrete,Present,1
ATT028381,STU0568,2026-05-23,Geotechnical,Present,1
ATT028382,STU0568,2026-04-07,Geotechnical,Absent,0
ATT028383,STU0568,2026-06-12,Concrete,Present,1
ATT028384,STU0568,2026-02-08,Surveying,Present,1
ATT028385,STU0568,2026-07-06,Structures,Absent,0
ATT028386,STU0568,2026-07-02,Surveying,Absent,0
ATT028387,STU0568,2026-08-27,Structures,Absent,0
ATT028388,STU0568,2026-03-17,Concrete,Present,1
ATT028389,STU0568,2026-03-03,Geotechnical,Present,1
ATT028390,STU0568,2026-07-11,Concrete,Present,1
ATT028391,STU0568,2026-05-03,Structures,Present,1
ATT028392,STU0568,2026-01-29,Geotechnical,Present,1
ATT028393,STU0568,2026-02-26,Surveying,Present,1
ATT028394,STU0568,2026-08-12,Surveying,Present,1
ATT028395,STU0568,2026-07-28,Structures,Present,1
ATT028396,STU0568,2026-05-30,Geotechnical,Absent,0
ATT028397,STU0568,2026-07-04,Structures,Present,1
ATT028398,STU0568,2026-05-13,Structures,Absent,0
ATT028399,STU0568,2026-08-16,Surveying,Absent,0
ATT028400,STU0568,2026-04-08,Geotechnical,Present,1
ATT028401,STU0569,2026-01-15,OS,Absent,0
ATT028402,STU0569,2026-06-03,Python,Present,1
ATT028403,STU0569,2026-01-26,Python,Present,1
ATT028404,STU0569,2026-02-11,Python,Present,1
ATT028405,STU0569,2026-02-18,DSA,Present,1
ATT028406,STU0569,2026-07-09,Python,Present,1
ATT028407,STU0569,2026-07-31,Python,Present,1
ATT028408,STU0569,2026-08-24,Python,Present,1
ATT028409,STU0569,2026-06-08,DBMS,Present,1
ATT028410,STU0569,2026-07-06,Python,Present,1
ATT028411,STU0569,2026-05-31,Python,Absent,0
ATT028412,STU0569,2026-06-29,DBMS,Absent,0
ATT028413,STU0569,2026-06-11,DBMS,Present,1
ATT028414,STU0569,2026-06-21,OS,Present,1
ATT028415,STU0569,2026-08-30,DSA,Present,1
ATT028416,STU0569,2026-02-21,OS,Present,1
ATT028417,STU0569,2026-03-23,OS,Present,1
ATT028418,STU0569,2026-08-03,DBMS,Present,1
ATT028419,STU0569,2026-02-22,OS,Absent,0
ATT028420,STU0569,2026-07-22,DBMS,Absent,0
ATT028421,STU0569,2026-08-09,OS,Present,1
ATT028422,STU0569,2026-06-12,Python,Present,1
ATT028423,STU0569,2026-07-30,DBMS,Present,1
ATT028424,STU0569,2026-01-24,Python,Present,1
ATT028425,STU0569,2026-04-20,DBMS,Present,1
ATT028426,STU0569,2026-05-07,OS,Present,1
ATT028427,STU0569,2026-02-10,OS,Absent,0
ATT028428,STU0569,2026-06-13,OS,Present,1
ATT028429,STU0569,2026-01-05,DBMS,Present,1
ATT028430,STU0569,2026-08-27,Python,Present,1
ATT028431,STU0569,2026-02-06,OS,Present,1
ATT028432,STU0569,2026-03-18,Python,Present,1
ATT028433,STU0569,2026-07-04,OS,Present,1
ATT028434,STU0569,2026-07-16,DSA,Present,1
ATT028435,STU0569,2026-04-26,DSA,Absent,0
ATT028436,STU0569,2026-01-28,DSA,Absent,0
ATT028437,STU0569,2026-04-13,OS,Present,1
ATT028438,STU0569,2026-05-27,DBMS,Present,1
ATT028439,STU0569,2026-03-15,Python,Present,1
ATT028440,STU0569,2026-01-02,DSA,Absent,0
ATT028441,STU0569,2026-03-29,Python,Present,1
ATT028442,STU0569,2026-01-20,OS,Present,1
ATT028443,STU0569,2026-08-29,OS,Present,1
ATT028444,STU0569,2026-04-17,DSA,Present,1
ATT028445,STU0569,2026-07-18,DSA,Present,1
ATT028446,STU0569,2026-07-11,OS,Absent,0
ATT028447,STU0569,2026-02-24,Python,Present,1
ATT028448,STU0569,2026-05-06,OS,Present,1
ATT028449,STU0569,2026-05-30,DSA,Present,1
ATT028450,STU0569,2026-08-05,OS,Present,1
ATT028451,STU0570,2026-07-05,Mechanics,Present,1
ATT028452,STU0570,2026-08-07,Thermodynamics,Present,1
ATT028453,STU0570,2026-03-26,Manufacturing,Absent,0
ATT028454,STU0570,2026-04-04,Mechanics,Present,1
ATT028455,STU0570,2026-08-13,Mechanics,Present,1
ATT028456,STU0570,2026-03-20,Manufacturing,Absent,0
ATT028457,STU0570,2026-08-05,Thermodynamics,Present,1
ATT028458,STU0570,2026-03-17,CAD,Present,1
ATT028459,STU0570,2026-07-13,Thermodynamics,Present,1
ATT028460,STU0570,2026-06-28,Thermodynamics,Present,1
ATT028461,STU0570,2026-06-25,Manufacturing,Present,1
ATT028462,STU0570,2026-04-09,Mechanics,Absent,0
ATT028463,STU0570,2026-08-22,Thermodynamics,Present,1
ATT028464,STU0570,2026-05-24,Manufacturing,Present,1
ATT028465,STU0570,2026-07-08,CAD,Present,1
ATT028466,STU0570,2026-02-04,Manufacturing,Absent,0
ATT028467,STU0570,2026-02-15,Manufacturing,Present,1
ATT028468,STU0570,2026-07-27,Manufacturing,Present,1
ATT028469,STU0570,2026-02-08,Thermodynamics,Present,1
ATT028470,STU0570,2026-04-29,Thermodynamics,Present,1
ATT028471,STU0570,2026-03-28,Mechanics,Present,1
ATT028472,STU0570,2026-01-23,CAD,Absent,0
ATT028473,STU0570,2026-01-28,Mechanics,Absent,0
ATT028474,STU0570,2026-05-10,CAD,Absent,0
ATT028475,STU0570,2026-01-01,CAD,Present,1
ATT028476,STU0570,2026-06-11,Manufacturing,Absent,0
ATT028477,STU0570,2026-05-07,CAD,Present,1
ATT028478,STU0570,2026-08-14,Mechanics,Absent,0
ATT028479,STU0570,2026-04-12,Mechanics,Present,1
ATT028480,STU0570,2026-07-21,CAD,Present,1
ATT028481,STU0570,2026-08-19,Mechanics,Absent,0
ATT028482,STU0570,2026-05-27,Mechanics,Present,1
ATT028483,STU0570,2026-04-01,Mechanics,Present,1
ATT028484,STU0570,2026-03-24,CAD,Absent,0
ATT028485,STU0570,2026-08-16,Manufacturing,Present,1
ATT028486,STU0570,2026-01-26,Mechanics,Present,1
ATT028487,STU0570,2026-08-18,Mechanics,Absent,0
ATT028488,STU0570,2026-04-15,Thermodynamics,Present,1
ATT028489,STU0570,2026-01-25,Manufacturing,Present,1
ATT028490,STU0570,2026-04-18,Manufacturing,Present,1
ATT028491,STU0570,2026-08-23,Mechanics,Present,1
ATT028492,STU0570,2026-07-10,Thermodynamics,Present,1
ATT028493,STU0570,2026-06-07,Mechanics,Present,1
ATT028494,STU0570,2026-01-29,Thermodynamics,Present,1
ATT028495,STU0570,2026-02-19,Manufacturing,Absent,0
ATT028496,STU0570,2026-04-27,Manufacturing,Present,1
ATT028497,STU0570,2026-03-18,Thermodynamics,Present,1
ATT028498,STU0570,2026-02-18,CAD,Present,1
ATT028499,STU0570,2026-01-15,Mechanics,Present,1
ATT028500,STU0570,2026-08-04,Mechanics,Present,1
ATT028501,STU0571,2026-03-04,Geotechnical,Present,1
ATT028502,STU0571,2026-06-30,Structures,Present,1
ATT028503,STU0571,2026-08-12,Structures,Present,1
ATT028504,STU0571,2026-03-08,Structures,Present,1
ATT028505,STU0571,2026-04-28,Geotechnical,Present,1
ATT028506,STU0571,2026-04-19,Structures,Present,1
ATT028507,STU0571,2026-01-06,Geotechnical,Present,1
ATT028508,STU0571,2026-05-30,Surveying,Present,1
ATT028509,STU0571,2026-06-05,Structures,Present,1
ATT028510,STU0571,2026-03-27,Surveying,Absent,0
ATT028511,STU0571,2026-02-12,Surveying,Absent,0
ATT028512,STU0571,2026-07-29,Concrete,Absent,0
ATT028513,STU0571,2026-06-12,Structures,Present,1
ATT028514,STU0571,2026-05-25,Surveying,Present,1
ATT028515,STU0571,2026-04-14,Geotechnical,Absent,0
ATT028516,STU0571,2026-07-09,Structures,Absent,0
ATT028517,STU0571,2026-01-16,Surveying,Present,1
ATT028518,STU0571,2026-01-22,Structures,Present,1
ATT028519,STU0571,2026-07-06,Surveying,Present,1
ATT028520,STU0571,2026-04-24,Structures,Absent,0
ATT028521,STU0571,2026-03-03,Geotechnical,Present,1
ATT028522,STU0571,2026-05-09,Geotechnical,Present,1
ATT028523,STU0571,2026-04-01,Structures,Absent,0
ATT028524,STU0571,2026-04-23,Geotechnical,Present,1
ATT028525,STU0571,2026-02-21,Structures,Present,1
ATT028526,STU0571,2026-08-17,Structures,Present,1
ATT028527,STU0571,2026-04-15,Surveying,Absent,0
ATT028528,STU0571,2026-06-25,Geotechnical,Present,1
ATT028529,STU0571,2026-08-05,Concrete,Present,1
ATT028530,STU0571,2026-08-08,Surveying,Present,1
ATT028531,STU0571,2026-07-11,Structures,Present,1
ATT028532,STU0571,2026-02-09,Surveying,Absent,0
ATT028533,STU0571,2026-03-18,Structures,Present,1
ATT028534,STU0571,2026-05-24,Structures,Present,1
ATT028535,STU0571,2026-01-12,Surveying,Present,1
ATT028536,STU0571,2026-08-03,Surveying,Present,1
ATT028537,STU0571,2026-02-16,Surveying,Present,1
ATT028538,STU0571,2026-01-01,Surveying,Present,1
ATT028539,STU0571,2026-02-13,Geotechnical,Present,1
ATT028540,STU0571,2026-01-27,Concrete,Absent,0
ATT028541,STU0571,2026-04-26,Structures,Present,1
ATT028542,STU0571,2026-07-05,Concrete,Present,1
ATT028543,STU0571,2026-08-07,Structures,Present,1
ATT028544,STU0571,2026-01-18,Structures,Present,1
ATT028545,STU0571,2026-02-02,Structures,Present,1
ATT028546,STU0571,2026-06-20,Geotechnical,Present,1
ATT028547,STU0571,2026-06-15,Concrete,Present,1
ATT028548,STU0571,2026-01-07,Concrete,Present,1
ATT028549,STU0571,2026-03-22,Geotechnical,Absent,0
ATT028550,STU0571,2026-05-23,Geotechnical,Absent,0
ATT028551,STU0572,2026-05-11,Power Systems,Present,1
ATT028552,STU0572,2026-06-21,Power Systems,Present,1
ATT028553,STU0572,2026-08-16,Machines,Present,1
ATT028554,STU0572,2026-07-28,Control Systems,Present,1
ATT028555,STU0572,2026-04-27,Control Systems,Present,1
ATT028556,STU0572,2026-06-01,Machines,Present,1
ATT028557,STU0572,2026-05-13,Circuits,Present,1
ATT028558,STU0572,2026-03-02,Control Systems,Absent,0
ATT028559,STU0572,2026-01-01,Circuits,Present,1
ATT028560,STU0572,2026-01-05,Machines,Present,1
ATT028561,STU0572,2026-02-25,Control Systems,Present,1
ATT028562,STU0572,2026-04-24,Circuits,Absent,0
ATT028563,STU0572,2026-03-03,Machines,Present,1
ATT028564,STU0572,2026-07-18,Power Systems,Present,1
ATT028565,STU0572,2026-04-28,Power Systems,Absent,0
ATT028566,STU0572,2026-08-27,Circuits,Absent,0
ATT028567,STU0572,2026-03-15,Power Systems,Present,1
ATT028568,STU0572,2026-06-24,Machines,Present,1
ATT028569,STU0572,2026-03-06,Circuits,Present,1
ATT028570,STU0572,2026-08-05,Power Systems,Present,1
ATT028571,STU0572,2026-07-01,Machines,Present,1
ATT028572,STU0572,2026-01-07,Circuits,Present,1
ATT028573,STU0572,2026-05-12,Control Systems,Present,1
ATT028574,STU0572,2026-01-20,Circuits,Present,1
ATT028575,STU0572,2026-08-09,Machines,Present,1
ATT028576,STU0572,2026-05-24,Machines,Present,1
ATT028577,STU0572,2026-03-30,Circuits,Present,1
ATT028578,STU0572,2026-04-29,Power Systems,Present,1
ATT028579,STU0572,2026-02-05,Control Systems,Present,1
ATT028580,STU0572,2026-06-25,Control Systems,Present,1
ATT028581,STU0572,2026-07-14,Power Systems,Present,1
ATT028582,STU0572,2026-07-11,Power Systems,Present,1
ATT028583,STU0572,2026-05-02,Power Systems,Present,1
ATT028584,STU0572,2026-04-04,Machines,Present,1
ATT028585,STU0572,2026-02-23,Circuits,Present,1
ATT028586,STU0572,2026-06-11,Control Systems,Present,1
ATT028587,STU0572,2026-01-17,Control Systems,Absent,0
ATT028588,STU0572,2026-08-01,Control Systems,Present,1
ATT028589,STU0572,2026-02-10,Machines,Present,1
ATT028590,STU0572,2026-01-30,Machines,Present,1
ATT028591,STU0572,2026-06-15,Machines,Present,1
ATT028592,STU0572,2026-06-19,Power Systems,Absent,0
ATT028593,STU0572,2026-01-03,Control Systems,Present,1
ATT028594,STU0572,2026-06-26,Machines,Absent,0
ATT028595,STU0572,2026-03-21,Machines,Present,1
ATT028596,STU0572,2026-08-24,Machines,Present,1
ATT028597,STU0572,2026-05-07,Control Systems,Present,1
ATT028598,STU0572,2026-01-25,Power Systems,Present,1
ATT028599,STU0572,2026-07-02,Circuits,Present,1
ATT028600,STU0572,2026-01-28,Control Systems,Present,1
ATT028601,STU0573,2026-06-18,Manufacturing,Absent,0
ATT028602,STU0573,2026-07-25,CAD,Present,1
ATT028603,STU0573,2026-07-19,CAD,Absent,0
ATT028604,STU0573,2026-05-15,Manufacturing,Present,1
ATT028605,STU0573,2026-08-18,Thermodynamics,Absent,0
ATT028606,STU0573,2026-07-09,CAD,Present,1
ATT028607,STU0573,2026-08-29,Manufacturing,Absent,0
ATT028608,STU0573,2026-04-17,Mechanics,Absent,0
ATT028609,STU0573,2026-02-09,CAD,Absent,0
ATT028610,STU0573,2026-03-25,Mechanics,Present,1
ATT028611,STU0573,2026-03-12,Thermodynamics,Present,1
ATT028612,STU0573,2026-08-15,CAD,Present,1
ATT028613,STU0573,2026-05-13,Thermodynamics,Present,1
ATT028614,STU0573,2026-03-11,Manufacturing,Present,1
ATT028615,STU0573,2026-01-29,Thermodynamics,Present,1
ATT028616,STU0573,2026-08-11,Thermodynamics,Present,1
ATT028617,STU0573,2026-08-20,Mechanics,Absent,0
ATT028618,STU0573,2026-05-16,Manufacturing,Absent,0
ATT028619,STU0573,2026-07-24,CAD,Present,1
ATT028620,STU0573,2026-01-30,Manufacturing,Absent,0
ATT028621,STU0573,2026-05-24,Thermodynamics,Absent,0
ATT028622,STU0573,2026-06-14,Manufacturing,Absent,0
ATT028623,STU0573,2026-02-14,CAD,Present,1
ATT028624,STU0573,2026-02-24,Mechanics,Present,1
ATT028625,STU0573,2026-07-04,Manufacturing,Present,1
ATT028626,STU0573,2026-04-19,Manufacturing,Absent,0
ATT028627,STU0573,2026-07-05,CAD,Absent,0
ATT028628,STU0573,2026-01-10,CAD,Present,1
ATT028629,STU0573,2026-05-10,Mechanics,Present,1
ATT028630,STU0573,2026-01-21,CAD,Present,1
ATT028631,STU0573,2026-06-04,CAD,Present,1
ATT028632,STU0573,2026-04-06,Manufacturing,Present,1
ATT028633,STU0573,2026-05-28,Mechanics,Present,1
ATT028634,STU0573,2026-01-02,Manufacturing,Present,1
ATT028635,STU0573,2026-01-27,Mechanics,Present,1
ATT028636,STU0573,2026-05-23,Manufacturing,Present,1
ATT028637,STU0573,2026-04-24,CAD,Present,1
ATT028638,STU0573,2026-05-17,CAD,Present,1
ATT028639,STU0573,2026-04-01,Thermodynamics,Present,1
ATT028640,STU0573,2026-07-23,Manufacturing,Present,1
ATT028641,STU0573,2026-06-27,CAD,Present,1
ATT028642,STU0573,2026-06-20,Mechanics,Present,1
ATT028643,STU0573,2026-07-01,Thermodynamics,Absent,0
ATT028644,STU0573,2026-08-25,CAD,Absent,0
ATT028645,STU0573,2026-02-04,Manufacturing,Present,1
ATT028646,STU0573,2026-03-31,Manufacturing,Present,1
ATT028647,STU0573,2026-07-30,Mechanics,Present,1
ATT028648,STU0573,2026-08-26,Manufacturing,Present,1
ATT028649,STU0573,2026-03-27,CAD,Present,1
ATT028650,STU0573,2026-04-20,Manufacturing,Present,1
ATT028651,STU0574,2026-08-01,Python,Absent,0
ATT028652,STU0574,2026-08-18,Python,Present,1
ATT028653,STU0574,2026-06-20,Python,Present,1
ATT028654,STU0574,2026-07-27,Web Development,Present,1
ATT028655,STU0574,2026-05-06,Web Development,Present,1
ATT028656,STU0574,2026-07-07,Python,Present,1
ATT028657,STU0574,2026-04-13,Web Development,Absent,0
ATT028658,STU0574,2026-08-06,Python,Present,1
ATT028659,STU0574,2026-03-13,Networks,Present,1
ATT028660,STU0574,2026-04-06,Web Development,Present,1
ATT028661,STU0574,2026-04-29,Python,Present,1
ATT028662,STU0574,2026-04-05,DBMS,Present,1
ATT028663,STU0574,2026-01-17,Python,Present,1
ATT028664,STU0574,2026-01-10,DBMS,Present,1
ATT028665,STU0574,2026-04-12,Python,Present,1
ATT028666,STU0574,2026-01-16,DBMS,Present,1
ATT028667,STU0574,2026-06-06,DBMS,Present,1
ATT028668,STU0574,2026-02-24,DBMS,Present,1
ATT028669,STU0574,2026-06-15,Python,Present,1
ATT028670,STU0574,2026-03-22,Python,Absent,0
ATT028671,STU0574,2026-05-05,Networks,Absent,0
ATT028672,STU0574,2026-05-08,DBMS,Present,1
ATT028673,STU0574,2026-03-19,Web Development,Present,1
ATT028674,STU0574,2026-08-13,Python,Absent,0
ATT028675,STU0574,2026-02-04,Web Development,Present,1
ATT028676,STU0574,2026-06-12,Python,Present,1
ATT028677,STU0574,2026-07-08,Python,Present,1
ATT028678,STU0574,2026-06-11,Web Development,Present,1
ATT028679,STU0574,2026-06-30,Networks,Present,1
ATT028680,STU0574,2026-01-14,Networks,Present,1
ATT028681,STU0574,2026-05-15,Networks,Present,1
ATT028682,STU0574,2026-06-21,Web Development,Present,1
ATT028683,STU0574,2026-03-01,DBMS,Present,1
ATT028684,STU0574,2026-02-14,DBMS,Present,1
ATT028685,STU0574,2026-04-03,DBMS,Present,1
ATT028686,STU0574,2026-01-15,DBMS,Absent,0
ATT028687,STU0574,2026-04-11,DBMS,Present,1
ATT028688,STU0574,2026-01-23,Python,Present,1
ATT028689,STU0574,2026-04-23,Networks,Present,1
ATT028690,STU0574,2026-06-22,Web Development,Absent,0
ATT028691,STU0574,2026-07-30,Web Development,Present,1
ATT028692,STU0574,2026-01-31,Networks,Present,1
ATT028693,STU0574,2026-04-04,Python,Present,1
ATT028694,STU0574,2026-08-25,DBMS,Present,1
ATT028695,STU0574,2026-06-05,DBMS,Present,1
ATT028696,STU0574,2026-01-24,Web Development,Present,1
ATT028697,STU0574,2026-04-21,DBMS,Present,1
ATT028698,STU0574,2026-07-14,Python,Present,1
ATT028699,STU0574,2026-08-28,Python,Present,1
ATT028700,STU0574,2026-05-20,Python,Present,1
ATT028701,STU0575,2026-07-19,OS,Present,1
ATT028702,STU0575,2026-06-12,DSA,Present,1
ATT028703,STU0575,2026-02-19,DBMS,Present,1
ATT028704,STU0575,2026-01-15,DSA,Absent,0
ATT028705,STU0575,2026-02-03,Python,Absent,0
ATT028706,STU0575,2026-08-23,Python,Present,1
ATT028707,STU0575,2026-02-25,DSA,Present,1
ATT028708,STU0575,2026-05-23,DBMS,Present,1
ATT028709,STU0575,2026-05-10,DBMS,Absent,0
ATT028710,STU0575,2026-08-16,DSA,Present,1
ATT028711,STU0575,2026-07-28,DSA,Absent,0
ATT028712,STU0575,2026-02-28,Python,Absent,0
ATT028713,STU0575,2026-05-26,DBMS,Present,1
ATT028714,STU0575,2026-02-10,OS,Absent,0
ATT028715,STU0575,2026-02-06,DBMS,Absent,0
ATT028716,STU0575,2026-02-08,OS,Present,1
ATT028717,STU0575,2026-03-26,OS,Present,1
ATT028718,STU0575,2026-06-22,DSA,Present,1
ATT028719,STU0575,2026-01-26,OS,Present,1
ATT028720,STU0575,2026-03-03,OS,Present,1
ATT028721,STU0575,2026-01-04,OS,Present,1
ATT028722,STU0575,2026-08-19,OS,Present,1
ATT028723,STU0575,2026-04-11,OS,Absent,0
ATT028724,STU0575,2026-06-24,Python,Present,1
ATT028725,STU0575,2026-04-29,DSA,Present,1
ATT028726,STU0575,2026-08-28,Python,Present,1
ATT028727,STU0575,2026-03-11,DBMS,Present,1
ATT028728,STU0575,2026-03-04,Python,Present,1
ATT028729,STU0575,2026-01-10,DSA,Present,1
ATT028730,STU0575,2026-04-07,OS,Present,1
ATT028731,STU0575,2026-05-18,OS,Present,1
ATT028732,STU0575,2026-08-01,OS,Present,1
ATT028733,STU0575,2026-02-12,OS,Present,1
ATT028734,STU0575,2026-02-26,DSA,Present,1
ATT028735,STU0575,2026-01-27,OS,Absent,0
ATT028736,STU0575,2026-04-04,OS,Present,1
ATT028737,STU0575,2026-08-20,OS,Present,1
ATT028738,STU0575,2026-07-13,OS,Present,1
ATT028739,STU0575,2026-03-10,DBMS,Present,1
ATT028740,STU0575,2026-06-19,Python,Present,1
ATT028741,STU0575,2026-06-13,DBMS,Absent,0
ATT028742,STU0575,2026-06-26,DSA,Present,1
ATT028743,STU0575,2026-05-20,DSA,Present,1
ATT028744,STU0575,2026-05-01,DSA,Present,1
ATT028745,STU0575,2026-08-10,DSA,Present,1
ATT028746,STU0575,2026-04-18,DSA,Present,1
ATT028747,STU0575,2026-03-24,DSA,Present,1
ATT028748,STU0575,2026-07-17,DBMS,Present,1
ATT028749,STU0575,2026-08-03,DSA,Present,1
ATT028750,STU0575,2026-02-24,DBMS,Present,1
ATT028751,STU0576,2026-05-09,Geotechnical,Present,1
ATT028752,STU0576,2026-04-22,Structures,Present,1
ATT028753,STU0576,2026-01-17,Structures,Present,1
ATT028754,STU0576,2026-05-28,Concrete,Absent,0
ATT028755,STU0576,2026-02-04,Surveying,Absent,0
ATT028756,STU0576,2026-03-23,Geotechnical,Present,1
ATT028757,STU0576,2026-04-12,Geotechnical,Present,1
ATT028758,STU0576,2026-06-21,Structures,Present,1
ATT028759,STU0576,2026-07-13,Structures,Present,1
ATT028760,STU0576,2026-01-10,Concrete,Present,1
ATT028761,STU0576,2026-03-24,Geotechnical,Absent,0
ATT028762,STU0576,2026-06-23,Geotechnical,Present,1
ATT028763,STU0576,2026-08-28,Structures,Present,1
ATT028764,STU0576,2026-04-30,Concrete,Absent,0
ATT028765,STU0576,2026-08-10,Structures,Present,1
ATT028766,STU0576,2026-04-05,Concrete,Present,1
ATT028767,STU0576,2026-07-06,Surveying,Present,1
ATT028768,STU0576,2026-06-12,Structures,Present,1
ATT028769,STU0576,2026-05-01,Surveying,Present,1
ATT028770,STU0576,2026-07-10,Surveying,Absent,0
ATT028771,STU0576,2026-07-03,Surveying,Present,1
ATT028772,STU0576,2026-02-11,Concrete,Present,1
ATT028773,STU0576,2026-06-16,Concrete,Present,1
ATT028774,STU0576,2026-08-17,Surveying,Present,1
ATT028775,STU0576,2026-07-24,Surveying,Present,1
ATT028776,STU0576,2026-01-05,Structures,Present,1
ATT028777,STU0576,2026-08-08,Geotechnical,Present,1
ATT028778,STU0576,2026-02-10,Structures,Present,1
ATT028779,STU0576,2026-03-21,Surveying,Present,1
ATT028780,STU0576,2026-06-22,Surveying,Present,1
ATT028781,STU0576,2026-01-03,Structures,Present,1
ATT028782,STU0576,2026-07-14,Surveying,Present,1
ATT028783,STU0576,2026-03-25,Concrete,Present,1
ATT028784,STU0576,2026-03-02,Geotechnical,Present,1
ATT028785,STU0576,2026-01-08,Geotechnical,Present,1
ATT028786,STU0576,2026-01-04,Structures,Present,1
ATT028787,STU0576,2026-08-18,Concrete,Present,1
ATT028788,STU0576,2026-04-25,Structures,Present,1
ATT028789,STU0576,2026-07-16,Surveying,Present,1
ATT028790,STU0576,2026-01-30,Surveying,Absent,0
ATT028791,STU0576,2026-08-02,Structures,Present,1
ATT028792,STU0576,2026-08-05,Concrete,Present,1
ATT028793,STU0576,2026-08-09,Structures,Present,1
ATT028794,STU0576,2026-05-31,Concrete,Present,1
ATT028795,STU0576,2026-06-29,Structures,Present,1
ATT028796,STU0576,2026-02-08,Structures,Present,1
ATT028797,STU0576,2026-06-18,Concrete,Present,1
ATT028798,STU0576,2026-05-08,Geotechnical,Present,1
ATT028799,STU0576,2026-04-15,Structures,Present,1
ATT028800,STU0576,2026-06-24,Geotechnical,Present,1
ATT028801,STU0577,2026-08-02,Concrete,Present,1
ATT028802,STU0577,2026-05-15,Structures,Absent,0
ATT028803,STU0577,2026-06-21,Concrete,Present,1
ATT028804,STU0577,2026-05-12,Geotechnical,Present,1
ATT028805,STU0577,2026-02-04,Surveying,Present,1
ATT028806,STU0577,2026-06-23,Surveying,Present,1
ATT028807,STU0577,2026-06-05,Surveying,Present,1
ATT028808,STU0577,2026-02-17,Surveying,Present,1
ATT028809,STU0577,2026-01-06,Geotechnical,Present,1
ATT028810,STU0577,2026-03-20,Concrete,Present,1
ATT028811,STU0577,2026-01-27,Structures,Present,1
ATT028812,STU0577,2026-06-09,Concrete,Present,1
ATT028813,STU0577,2026-08-31,Concrete,Present,1
ATT028814,STU0577,2026-02-25,Structures,Present,1
ATT028815,STU0577,2026-06-26,Structures,Present,1
ATT028816,STU0577,2026-03-28,Structures,Present,1
ATT028817,STU0577,2026-05-02,Geotechnical,Present,1
ATT028818,STU0577,2026-05-06,Structures,Absent,0
ATT028819,STU0577,2026-01-10,Geotechnical,Present,1
ATT028820,STU0577,2026-05-23,Concrete,Present,1
ATT028821,STU0577,2026-07-09,Surveying,Absent,0
ATT028822,STU0577,2026-01-02,Geotechnical,Absent,0
ATT028823,STU0577,2026-06-29,Surveying,Present,1
ATT028824,STU0577,2026-04-16,Surveying,Present,1
ATT028825,STU0577,2026-03-31,Geotechnical,Present,1
ATT028826,STU0577,2026-01-25,Surveying,Present,1
ATT028827,STU0577,2026-07-05,Geotechnical,Present,1
ATT028828,STU0577,2026-05-07,Structures,Absent,0
ATT028829,STU0577,2026-02-02,Structures,Absent,0
ATT028830,STU0577,2026-07-17,Concrete,Present,1
ATT028831,STU0577,2026-02-14,Surveying,Absent,0
ATT028832,STU0577,2026-08-25,Surveying,Present,1
ATT028833,STU0577,2026-01-30,Concrete,Absent,0
ATT028834,STU0577,2026-07-07,Structures,Present,1
ATT028835,STU0577,2026-04-12,Surveying,Present,1
ATT028836,STU0577,2026-04-13,Surveying,Present,1
ATT028837,STU0577,2026-04-01,Geotechnical,Absent,0
ATT028838,STU0577,2026-05-05,Geotechnical,Present,1
ATT028839,STU0577,2026-02-20,Concrete,Present,1
ATT028840,STU0577,2026-06-03,Surveying,Present,1
ATT028841,STU0577,2026-03-07,Geotechnical,Present,1
ATT028842,STU0577,2026-08-16,Structures,Present,1
ATT028843,STU0577,2026-06-19,Geotechnical,Present,1
ATT028844,STU0577,2026-01-16,Geotechnical,Present,1
ATT028845,STU0577,2026-01-23,Structures,Present,1
ATT028846,STU0577,2026-04-27,Geotechnical,Present,1
ATT028847,STU0577,2026-01-29,Surveying,Present,1
ATT028848,STU0577,2026-05-22,Concrete,Present,1
ATT028849,STU0577,2026-08-21,Structures,Present,1
ATT028850,STU0577,2026-05-09,Structures,Present,1
ATT028851,STU0578,2026-03-29,Geotechnical,Present,1
ATT028852,STU0578,2026-06-30,Concrete,Present,1
ATT028853,STU0578,2026-08-29,Geotechnical,Present,1
ATT028854,STU0578,2026-01-24,Concrete,Absent,0
ATT028855,STU0578,2026-07-11,Geotechnical,Present,1
ATT028856,STU0578,2026-07-24,Structures,Present,1
ATT028857,STU0578,2026-06-07,Surveying,Present,1
ATT028858,STU0578,2026-05-30,Structures,Present,1
ATT028859,STU0578,2026-08-26,Geotechnical,Present,1
ATT028860,STU0578,2026-04-29,Structures,Present,1
ATT028861,STU0578,2026-07-09,Surveying,Present,1
ATT028862,STU0578,2026-08-14,Surveying,Present,1
ATT028863,STU0578,2026-02-09,Concrete,Present,1
ATT028864,STU0578,2026-07-13,Geotechnical,Absent,0
ATT028865,STU0578,2026-02-05,Geotechnical,Present,1
ATT028866,STU0578,2026-03-22,Geotechnical,Present,1
ATT028867,STU0578,2026-05-29,Structures,Present,1
ATT028868,STU0578,2026-04-02,Structures,Present,1
ATT028869,STU0578,2026-03-05,Geotechnical,Present,1
ATT028870,STU0578,2026-08-10,Structures,Absent,0
ATT028871,STU0578,2026-06-20,Concrete,Absent,0
ATT028872,STU0578,2026-02-03,Surveying,Present,1
