cost_id,date,department,expense_category,amount,cost_month
COST000451,2026-02-07,Academic,Cleaning,4399.61,2026-02
COST000452,2026-02-07,Academic,Internet,2874.79,2026-02
COST000453,2026-02-07,Maintenance,Internet,2599.75,2026-02
COST000454,2026-02-07,Maintenance,Water,4657.21,2026-02
COST000455,2026-02-07,Transport,Maintenance,8669.89,2026-02
COST000456,2026-02-07,Transport,Other,2491.23,2026-02
COST000457,2026-02-08,Administration,Electricity,16070.29,2026-02
COST000458,2026-02-08,Administration,Water,3539.65,2026-02
COST000459,2026-02-08,Hostel,Other,2555.51,2026-02
COST000460,2026-02-08,Hostel,Cleaning,4812.66,2026-02
COST000461,2026-02-08,Canteen,Food,13366.86,2026-02
COST000462,2026-02-08,Canteen,Electricity,13158.62,2026-02
COST000463,2026-02-08,Academic,Food,7352.28,2026-02
COST000464,2026-02-08,Academic,Electricity,16769.32,2026-02
COST000465,2026-02-08,Maintenance,Maintenance,9934.24,2026-02
COST000466,2026-02-08,Maintenance,Internet,2641.07,2026-02
COST000467,2026-02-08,Transport,Food,12871.47,2026-02
COST000468,2026-02-08,Transport,Water,5214.98,2026-02
COST000469,2026-02-09,Administration,Cleaning,3691.8,2026-02
COST000470,2026-02-09,Administration,Maintenance,9233.1,2026-02
COST000471,2026-02-09,Hostel,Water,5572.76,2026-02
COST000472,2026-02-09,Hostel,Electricity,14584.4,2026-02
COST000473,2026-02-09,Canteen,Maintenance,8845.54,2026-02
COST000474,2026-02-09,Canteen,Food,10389.48,2026-02
COST000475,2026-02-09,Academic,Water,4530.67,2026-02
COST000476,2026-02-09,Academic,Transport,11409.51,2026-02
COST000477,2026-02-09,Maintenance,Internet,2818.46,2026-02
COST000478,2026-02-09,Maintenance,Other,3225.74,2026-02
COST000479,2026-02-09,Transport,Water,5076.5,2026-02
COST000480,2026-02-09,Transport,Electricity,14137.65,2026-02
COST000481,2026-02-10,Administration,Food,7369.91,2026-02
COST000482,2026-02-10,Administration,Other,2996.3,2026-02
COST000483,2026-02-10,Hostel,Cleaning,4211.35,2026-02
COST000484,2026-02-10,Hostel,Internet,2391.93,2026-02
COST000485,2026-02-10,Canteen,Water,3893.44,2026-02
COST000486,2026-02-10,Canteen,Cleaning,4286.3,2026-02
COST000487,2026-02-10,Academic,Transport,4840.3,2026-02
COST000488,2026-02-10,Academic,Maintenance,5928.4,2026-02
COST000489,2026-02-10,Maintenance,Transport,6569.27,2026-02
COST000490,2026-02-10,Maintenance,Cleaning,4674.85,2026-02
COST000491,2026-02-10,Transport,Internet,2758.78,2026-02
COST000492,2026-02-10,Transport,Water,3561.42,2026-02
COST000493,2026-02-11,Administration,Cleaning,2330.32,2026-02
COST000494,2026-02-11,Administration,Internet,3364.5,2026-02
COST000495,2026-02-11,Hostel,Maintenance,9142.3,2026-02
COST000496,2026-02-11,Hostel,Transport,8628.7,2026-02
COST000497,2026-02-11,Canteen,Maintenance,6897.02,2026-02
COST000498,2026-02-11,Canteen,Cleaning,4631.49,2026-02
COST000499,2026-02-11,Academic,Water,4944.97,2026-02
COST000500,2026-02-11,Academic,Internet,3733.71,2026-02
COST000501,2026-02-11,Maintenance,Internet,2156.09,2026-02
COST000502,2026-02-11,Maintenance,Other,2660.46,2026-02
COST000503,2026-02-11,Transport,Water,5224.47,2026-02
COST000504,2026-02-11,Transport,Transport,5485.36,2026-02
COST000505,2026-02-12,Administration,Water,6426.02,2026-02
COST000506,2026-02-12,Administration,Internet,2415.94,2026-02
COST000507,2026-02-12,Hostel,Other,3936.32,2026-02
COST000508,2026-02-12,Hostel,Food,10239.84,2026-02
COST000509,2026-02-12,Canteen,Transport,7043.84,2026-02
COST000510,2026-02-12,Canteen,Electricity,17760.73,2026-02
COST000511,2026-02-12,Academic,Maintenance,8650.39,2026-02
COST000512,2026-02-12,Academic,Electricity,10269.06,2026-02
COST000513,2026-02-12,Maintenance,Electricity,18459.13,2026-02
COST000514,2026-02-12,Maintenance,Internet,2634.0,2026-02
COST000515,2026-02-12,Transport,Electricity,15307.9,2026-02
COST000516,2026-02-12,Transport,Other,1999.15,2026-02
COST000517,2026-02-13,Administration,Water,3586.11,2026-02
COST000518,2026-02-13,Administration,Internet,2366.36,2026-02
COST000519,2026-02-13,Hostel,Other,3860.96,2026-02
COST000520,2026-02-13,Hostel,Water,4639.34,2026-02
COST000521,2026-02-13,Canteen,Transport,7652.7,2026-02
COST000522,2026-02-13,Canteen,Food,11013.46,2026-02
COST000523,2026-02-13,Academic,Cleaning,2841.64,2026-02
COST000524,2026-02-13,Academic,Transport,9676.07,2026-02
COST000525,2026-02-13,Maintenance,Electricity,16230.93,2026-02
COST000526,2026-02-13,Maintenance,Transport,7583.7,2026-02
COST000527,2026-02-13,Transport,Water,4094.19,2026-02
COST000528,2026-02-13,Transport,Transport,11090.74,2026-02
COST000529,2026-02-14,Administration,Maintenance,9740.13,2026-02
COST000530,2026-02-14,Administration,Electricity,17709.56,2026-02
COST000531,2026-02-14,Hostel,Water,4863.75,2026-02
COST000532,2026-02-14,Hostel,Other,3029.41,2026-02
COST000533,2026-02-14,Canteen,Food,16360.96,2026-02
COST000534,2026-02-14,Canteen,Maintenance,7185.22,2026-02
COST000535,2026-02-14,Academic,Electricity,12369.35,2026-02
COST000536,2026-02-14,Academic,Food,15000.45,2026-02
COST000537,2026-02-14,Maintenance,Internet,2202.98,2026-02
COST000538,2026-02-14,Maintenance,Food,10691.87,2026-02
COST000539,2026-02-14,Transport,Electricity,15081.5,2026-02
COST000540,2026-02-14,Transport,Internet,3527.91,2026-02
COST000541,2026-02-15,Administration,Cleaning,3303.52,2026-02
COST000542,2026-02-15,Administration,Food,10646.33,2026-02
COST000543,2026-02-15,Hostel,Water,5352.54,2026-02
COST000544,2026-02-15,Hostel,Food,10042.6,2026-02
COST000545,2026-02-15,Canteen,Internet,1738.62,2026-02
COST000546,2026-02-15,Canteen,Cleaning,2530.57,2026-02
COST000547,2026-02-15,Academic,Electricity,14592.63,2026-02
COST000548,2026-02-15,Academic,Cleaning,3070.52,2026-02
COST000549,2026-02-15,Maintenance,Electricity,11837.82,2026-02
COST000550,2026-02-15,Maintenance,Internet,2679.39,2026-02
COST000551,2026-02-15,Transport,Food,14628.75,2026-02
COST000552,2026-02-15,Transport,Internet,1642.16,2026-02
COST000553,2026-02-16,Administration,Internet,2323.6,2026-02
COST000554,2026-02-16,Administration,Transport,7199.79,2026-02
COST000555,2026-02-16,Hostel,Other,2449.47,2026-02
COST000556,2026-02-16,Hostel,Transport,8992.02,2026-02
COST000557,2026-02-16,Canteen,Internet,2763.26,2026-02
COST000558,2026-02-16,Canteen,Transport,8929.07,2026-02
COST000559,2026-02-16,Academic,Cleaning,3432.35,2026-02
COST000560,2026-02-16,Academic,Food,15445.79,2026-02
COST000561,2026-02-16,Maintenance,Internet,2534.99,2026-02
COST000562,2026-02-16,Maintenance,Cleaning,5644.18,2026-02
COST000563,2026-02-16,Transport,Cleaning,3721.92,2026-02
COST000564,2026-02-16,Transport,Internet,2237.55,2026-02
COST000565,2026-02-17,Administration,Other,2937.32,2026-02
COST000566,2026-02-17,Administration,Maintenance,8306.19,2026-02
COST000567,2026-02-17,Hostel,Maintenance,9224.67,2026-02
COST000568,2026-02-17,Hostel,Electricity,13438.77,2026-02
COST000569,2026-02-17,Canteen,Other,3210.83,2026-02
COST000570,2026-02-17,Canteen,Food,10449.95,2026-02
COST000571,2026-02-17,Academic,Internet,3002.13,2026-02
COST000572,2026-02-17,Academic,Cleaning,3200.36,2026-02
COST000573,2026-02-17,Maintenance,Other,2957.68,2026-02
COST000574,2026-02-17,Maintenance,Maintenance,7124.86,2026-02
COST000575,2026-02-17,Transport,Internet,2069.1,2026-02
COST000576,2026-02-17,Transport,Other,2888.66,2026-02
COST000577,2026-02-18,Administration,Electricity,10162.74,2026-02
COST000578,2026-02-18,Administration,Maintenance,6765.83,2026-02
COST000579,2026-02-18,Hostel,Maintenance,7752.31,2026-02
COST000580,2026-02-18,Hostel,Internet,1515.63,2026-02
COST000581,2026-02-18,Canteen,Internet,2036.1,2026-02
COST000582,2026-02-18,Canteen,Electricity,8850.44,2026-02
COST000583,2026-02-18,Academic,Food,10289.65,2026-02
COST000584,2026-02-18,Academic,Water,7406.4,2026-02
COST000585,2026-02-18,Maintenance,Food,14553.78,2026-02
COST000586,2026-02-18,Maintenance,Cleaning,3284.67,2026-02
COST000587,2026-02-18,Transport,Transport,8773.5,2026-02
COST000588,2026-02-18,Transport,Electricity,16297.28,2026-02
COST000589,2026-02-19,Administration,Internet,2961.57,2026-02
COST000590,2026-02-19,Administration,Water,4502.94,2026-02
COST000591,2026-02-19,Hostel,Food,11739.03,2026-02
COST000592,2026-02-19,Hostel,Other,2450.47,2026-02
COST000593,2026-02-19,Canteen,Internet,2985.76,2026-02
COST000594,2026-02-19,Canteen,Other,1614.53,2026-02
COST000595,2026-02-19,Academic,Water,4849.22,2026-02
COST000596,2026-02-19,Academic,Cleaning,3267.52,2026-02
COST000597,2026-02-19,Maintenance,Maintenance,8728.85,2026-02
COST000598,2026-02-19,Maintenance,Water,4480.82,2026-02
COST000599,2026-02-19,Transport,Cleaning,3907.71,2026-02
COST000600,2026-02-19,Transport,Electricity,17639.66,2026-02
COST000601,2026-02-20,Administration,Electricity,16559.45,2026-02
COST000602,2026-02-20,Administration,Cleaning,5211.32,2026-02
COST000603,2026-02-20,Hostel,Other,3236.67,2026-02
COST000604,2026-02-20,Hostel,Internet,2738.86,2026-02
COST000605,2026-02-20,Canteen,Transport,8114.3,2026-02
COST000606,2026-02-20,Canteen,Food,8803.48,2026-02
COST000607,2026-02-20,Academic,Other,2619.88,2026-02
COST000608,2026-02-20,Academic,Water,4371.35,2026-02
COST000609,2026-02-20,Maintenance,Cleaning,4541.15,2026-02
COST000610,2026-02-20,Maintenance,Maintenance,9691.95,2026-02
COST000611,2026-02-20,Transport,Transport,7600.77,2026-02
COST000612,2026-02-20,Transport,Water,5949.18,2026-02
COST000613,2026-02-21,Administration,Transport,5603.18,2026-02
COST000614,2026-02-21,Administration,Other,1977.11,2026-02
COST000615,2026-02-21,Hostel,Water,6598.7,2026-02
COST000616,2026-02-21,Hostel,Other,4013.04,2026-02
COST000617,2026-02-21,Canteen,Other,2880.7,2026-02
COST000618,2026-02-21,Canteen,Water,6564.16,2026-02
COST000619,2026-02-21,Academic,Food,15113.58,2026-02
COST000620,2026-02-21,Academic,Cleaning,2803.5,2026-02
COST000621,2026-02-21,Maintenance,Water,4267.98,2026-02
COST000622,2026-02-21,Maintenance,Transport,5009.52,2026-02
COST000623,2026-02-21,Transport,Internet,2329.27,2026-02
COST000624,2026-02-21,Transport,Other,2335.3,2026-02
COST000625,2026-02-22,Administration,Electricity,13761.67,2026-02
COST000626,2026-02-22,Administration,Transport,6897.2,2026-02
COST000627,2026-02-22,Hostel,Transport,5910.08,2026-02
COST000628,2026-02-22,Hostel,Internet,2301.29,2026-02
COST000629,2026-02-22,Canteen,Cleaning,3666.72,2026-02
COST000630,2026-02-22,Canteen,Other,2456.82,2026-02
COST000631,2026-02-22,Academic,Other,3171.15,2026-02
COST000632,2026-02-22,Academic,Water,5107.6,2026-02
COST000633,2026-02-22,Maintenance,Food,15316.64,2026-02
COST000634,2026-02-22,Maintenance,Electricity,16434.77,2026-02
COST000635,2026-02-22,Transport,Food,14566.8,2026-02
COST000636,2026-02-22,Transport,Other,2507.08,2026-02
COST000637,2026-02-23,Administration,Internet,2123.16,2026-02
COST000638,2026-02-23,Administration,Maintenance,7615.44,2026-02
COST000639,2026-02-23,Hostel,Water,6665.31,2026-02
COST000640,2026-02-23,Hostel,Internet,2456.72,2026-02
COST000641,2026-02-23,Canteen,Food,10712.41,2026-02
COST000642,2026-02-23,Canteen,Transport,7364.03,2026-02
COST000643,2026-02-23,Academic,Food,13275.61,2026-02
COST000644,2026-02-23,Academic,Transport,4487.37,2026-02
COST000645,2026-02-23,Maintenance,Food,15319.77,2026-02
COST000646,2026-02-23,Maintenance,Electricity,16879.44,2026-02
COST000647,2026-02-23,Transport,Food,14155.95,2026-02
COST000648,2026-02-23,Transport,Transport,7642.07,2026-02
COST000649,2026-02-24,Administration,Internet,2124.93,2026-02
COST000650,2026-02-24,Administration,Other,4025.15,2026-02
COST000651,2026-02-24,Hostel,Internet,2177.9,2026-02
COST000652,2026-02-24,Hostel,Maintenance,6067.46,2026-02
COST000653,2026-02-24,Canteen,Water,6315.68,2026-02
COST000654,2026-02-24,Canteen,Maintenance,9590.55,2026-02
COST000655,2026-02-24,Academic,Food,13549.48,2026-02
COST000656,2026-02-24,Academic,Cleaning,4796.48,2026-02
COST000657,2026-02-24,Maintenance,Cleaning,4093.34,2026-02
COST000658,2026-02-24,Maintenance,Water,5334.85,2026-02
COST000659,2026-02-24,Transport,Water,6419.64,2026-02
COST000660,2026-02-24,Transport,Food,10686.13,2026-02
COST000661,2026-02-25,Administration,Maintenance,6918.98,2026-02
COST000662,2026-02-25,Administration,Cleaning,4339.75,2026-02
COST000663,2026-02-25,Hostel,Maintenance,6222.25,2026-02
COST000664,2026-02-25,Hostel,Electricity,11565.76,2026-02
COST000665,2026-02-25,Canteen,Electricity,10148.83,2026-02
COST000666,2026-02-25,Canteen,Cleaning,3430.12,2026-02
COST000667,2026-02-25,Academic,Maintenance,9448.31,2026-02
COST000668,2026-02-25,Academic,Cleaning,4585.09,2026-02
COST000669,2026-02-25,Maintenance,Internet,2282.01,2026-02
COST000670,2026-02-25,Maintenance,Transport,3973.85,2026-02
COST000671,2026-02-25,Transport,Cleaning,2636.01,2026-02
COST000672,2026-02-25,Transport,Electricity,18893.83,2026-02
COST000673,2026-02-26,Administration,Food,9944.57,2026-02
COST000674,2026-02-26,Administration,Internet,2000.72,2026-02
COST000675,2026-02-26,Hostel,Internet,3214.43,2026-02
COST000676,2026-02-26,Hostel,Food,11052.81,2026-02
COST000677,2026-02-26,Canteen,Transport,8535.07,2026-02
COST000678,2026-02-26,Canteen,Food,14792.85,2026-02
COST000679,2026-02-26,Academic,Transport,8574.85,2026-02
COST000680,2026-02-26,Academic,Internet,1830.81,2026-02
COST000681,2026-02-26,Maintenance,Transport,9181.25,2026-02
COST000682,2026-02-26,Maintenance,Cleaning,4505.54,2026-02
COST000683,2026-02-26,Transport,Food,13528.55,2026-02
COST000684,2026-02-26,Transport,Water,4810.13,2026-02
COST000685,2026-02-27,Administration,Water,5306.8,2026-02
COST000686,2026-02-27,Administration,Food,10776.06,2026-02
COST000687,2026-02-27,Hostel,Transport,6897.49,2026-02
COST000688,2026-02-27,Hostel,Maintenance,8451.36,2026-02
COST000689,2026-02-27,Canteen,Internet,2552.71,2026-02
COST000690,2026-02-27,Canteen,Food,9682.34,2026-02
COST000691,2026-02-27,Academic,Internet,2701.2,2026-02
COST000692,2026-02-27,Academic,Food,13179.34,2026-02
COST000693,2026-02-27,Maintenance,Water,5195.87,2026-02
COST000694,2026-02-27,Maintenance,Electricity,16876.28,2026-02
COST000695,2026-02-27,Transport,Cleaning,5351.71,2026-02
COST000696,2026-02-27,Transport,Internet,1818.29,2026-02
COST000697,2026-02-28,Administration,Other,2178.13,2026-02
COST000698,2026-02-28,Administration,Cleaning,3856.71,2026-02
COST000699,2026-02-28,Hostel,Maintenance,7154.15,2026-02
COST000700,2026-02-28,Hostel,Cleaning,3653.79,2026-02
COST000701,2026-02-28,Canteen,Cleaning,5622.02,2026-02
COST000702,2026-02-28,Canteen,Internet,1934.46,2026-02
COST000703,2026-02-28,Academic,Cleaning,4253.67,2026-02
COST000704,2026-02-28,Academic,Maintenance,10699.77,2026-02
COST000705,2026-02-28,Maintenance,Food,12219.24,2026-02
COST000706,2026-02-28,Maintenance,Other,3205.33,2026-02
COST000707,2026-02-28,Transport,Internet,3027.93,2026-02
COST000708,2026-02-28,Transport,Electricity,19053.43,2026-02
COST000709,2026-03-01,Administration,Transport,9038.94,2026-03
COST000710,2026-03-01,Administration,Food,10486.11,2026-03
COST000711,2026-03-01,Hostel,Food,15081.83,2026-03
COST000712,2026-03-01,Hostel,Cleaning,4926.56,2026-03
COST000713,2026-03-01,Canteen,Cleaning,4499.56,2026-03
COST000714,2026-03-01,Canteen,Internet,1611.58,2026-03
COST000715,2026-03-01,Academic,Water,4322.19,2026-03
COST000716,2026-03-01,Academic,Cleaning,3225.01,2026-03
COST000717,2026-03-01,Maintenance,Internet,2628.89,2026-03
COST000718,2026-03-01,Maintenance,Transport,5729.16,2026-03
COST000719,2026-03-01,Transport,Cleaning,3414.48,2026-03
COST000720,2026-03-01,Transport,Food,10868.66,2026-03
COST000721,2026-03-02,Administration,Food,9736.17,2026-03
COST000722,2026-03-02,Administration,Maintenance,8164.11,2026-03
COST000723,2026-03-02,Hostel,Electricity,16119.25,2026-03
COST000724,2026-03-02,Hostel,Internet,2084.6,2026-03
COST000725,2026-03-02,Canteen,Other,2894.56,2026-03
COST000726,2026-03-02,Canteen,Food,13902.49,2026-03
COST000727,2026-03-02,Academic,Electricity,11448.05,2026-03
COST000728,2026-03-02,Academic,Maintenance,7592.42,2026-03
COST000729,2026-03-02,Maintenance,Internet,2833.38,2026-03
COST000730,2026-03-02,Maintenance,Maintenance,8369.75,2026-03
COST000731,2026-03-02,Transport,Maintenance,8120.16,2026-03
COST000732,2026-03-02,Transport,Electricity,15376.87,2026-03
COST000733,2026-03-03,Administration,Maintenance,11198.67,2026-03
COST000734,2026-03-03,Administration,Transport,7111.55,2026-03
COST000735,2026-03-03,Hostel,Maintenance,6797.42,2026-03
COST000736,2026-03-03,Hostel,Cleaning,5478.49,2026-03
COST000737,2026-03-03,Canteen,Water,5884.64,2026-03
COST000738,2026-03-03,Canteen,Cleaning,4658.77,2026-03
COST000739,2026-03-03,Academic,Electricity,21031.08,2026-03
COST000740,2026-03-03,Academic,Food,11972.71,2026-03
COST000741,2026-03-03,Maintenance,Other,2757.82,2026-03
COST000742,2026-03-03,Maintenance,Water,5584.18,2026-03
COST000743,2026-03-03,Transport,Cleaning,5190.26,2026-03
COST000744,2026-03-03,Transport,Water,5379.04,2026-03
COST000745,2026-03-04,Administration,Food,11056.14,2026-03
COST000746,2026-03-04,Administration,Cleaning,5014.69,2026-03
COST000747,2026-03-04,Hostel,Food,12002.06,2026-03
COST000748,2026-03-04,Hostel,Internet,2653.47,2026-03
COST000749,2026-03-04,Canteen,Food,13539.09,2026-03
COST000750,2026-03-04,Canteen,Maintenance,6811.14,2026-03
COST000751,2026-03-04,Academic,Maintenance,6194.81,2026-03
COST000752,2026-03-04,Academic,Cleaning,5255.39,2026-03
COST000753,2026-03-04,Maintenance,Food,13076.25,2026-03
COST000754,2026-03-04,Maintenance,Water,5814.23,2026-03
COST000755,2026-03-04,Transport,Maintenance,5673.09,2026-03
COST000756,2026-03-04,Transport,Internet,2640.79,2026-03
COST000757,2026-03-05,Administration,Transport,6772.43,2026-03
COST000758,2026-03-05,Administration,Water,3613.78,2026-03
COST000759,2026-03-05,Hostel,Other,2865.35,2026-03
COST000760,2026-03-05,Hostel,Food,10818.03,2026-03
COST000761,2026-03-05,Canteen,Electricity,15525.49,2026-03
COST000762,2026-03-05,Canteen,Cleaning,4257.97,2026-03
COST000763,2026-03-05,Academic,Water,4708.48,2026-03
COST000764,2026-03-05,Academic,Transport,4319.98,2026-03
COST000765,2026-03-05,Maintenance,Food,14941.33,2026-03
COST000766,2026-03-05,Maintenance,Water,5373.14,2026-03
COST000767,2026-03-05,Transport,Other,2697.25,2026-03
COST000768,2026-03-05,Transport,Cleaning,4891.88,2026-03
COST000769,2026-03-06,Administration,Electricity,19295.54,2026-03
COST000770,2026-03-06,Administration,Cleaning,2588.21,2026-03
COST000771,2026-03-06,Hostel,Cleaning,3652.13,2026-03
COST000772,2026-03-06,Hostel,Food,10150.41,2026-03
COST000773,2026-03-06,Canteen,Cleaning,4485.78,2026-03
COST000774,2026-03-06,Canteen,Internet,3382.12,2026-03
COST000775,2026-03-06,Academic,Water,4598.39,2026-03
COST000776,2026-03-06,Academic,Maintenance,11368.11,2026-03
COST000777,2026-03-06,Maintenance,Cleaning,5734.83,2026-03
COST000778,2026-03-06,Maintenance,Water,4038.96,2026-03
COST000779,2026-03-06,Transport,Maintenance,9444.97,2026-03
COST000780,2026-03-06,Transport,Other,3692.39,2026-03
COST000781,2026-03-07,Administration,Electricity,22408.29,2026-03
COST000782,2026-03-07,Administration,Water,5430.26,2026-03
COST000783,2026-03-07,Hostel,Maintenance,6460.1,2026-03
COST000784,2026-03-07,Hostel,Transport,6192.21,2026-03
COST000785,2026-03-07,Canteen,Transport,7044.53,2026-03
COST000786,2026-03-07,Canteen,Food,11078.66,2026-03
COST000787,2026-03-07,Academic,Internet,2759.69,2026-03
COST000788,2026-03-07,Academic,Maintenance,6838.18,2026-03
COST000789,2026-03-07,Maintenance,Cleaning,4903.82,2026-03
COST000790,2026-03-07,Maintenance,Maintenance,7375.66,2026-03
COST000791,2026-03-07,Transport,Other,3580.57,2026-03
COST000792,2026-03-07,Transport,Transport,5909.58,2026-03
COST000793,2026-03-08,Administration,Internet,4099.01,2026-03
COST000794,2026-03-08,Administration,Maintenance,7341.51,2026-03
COST000795,2026-03-08,Hostel,Internet,2982.4,2026-03
COST000796,2026-03-08,Hostel,Cleaning,4416.23,2026-03
COST000797,2026-03-08,Canteen,Electricity,15851.38,2026-03
COST000798,2026-03-08,Canteen,Transport,6757.01,2026-03
COST000799,2026-03-08,Academic,Other,3574.97,2026-03
COST000800,2026-03-08,Academic,Food,11567.26,2026-03
COST000801,2026-03-08,Maintenance,Cleaning,2673.43,2026-03
COST000802,2026-03-08,Maintenance,Electricity,16519.77,2026-03
COST000803,2026-03-08,Transport,Electricity,12555.29,2026-03
COST000804,2026-03-08,Transport,Other,2943.26,2026-03
COST000805,2026-03-09,Administration,Food,9990.42,2026-03
COST000806,2026-03-09,Administration,Cleaning,2495.31,2026-03
COST000807,2026-03-09,Hostel,Water,6136.61,2026-03
COST000808,2026-03-09,Hostel,Maintenance,6854.15,2026-03
COST000809,2026-03-09,Canteen,Transport,6493.69,2026-03
COST000810,2026-03-09,Canteen,Electricity,20433.47,2026-03
COST000811,2026-03-09,Academic,Water,6536.49,2026-03
COST000812,2026-03-09,Academic,Transport,10020.94,2026-03
COST000813,2026-03-09,Maintenance,Maintenance,10342.55,2026-03
COST000814,2026-03-09,Maintenance,Transport,5878.05,2026-03
COST000815,2026-03-09,Transport,Cleaning,4106.73,2026-03
COST000816,2026-03-09,Transport,Other,2349.43,2026-03
COST000817,2026-03-10,Administration,Cleaning,5081.79,2026-03
COST000818,2026-03-10,Administration,Other,4725.99,2026-03
COST000819,2026-03-10,Hostel,Maintenance,10659.62,2026-03
COST000820,2026-03-10,Hostel,Internet,2056.04,2026-03
COST000821,2026-03-10,Canteen,Food,11073.92,2026-03
COST000822,2026-03-10,Canteen,Transport,7187.37,2026-03
COST000823,2026-03-10,Academic,Cleaning,5133.47,2026-03
COST000824,2026-03-10,Academic,Internet,2894.36,2026-03
COST000825,2026-03-10,Maintenance,Other,4155.64,2026-03
COST000826,2026-03-10,Maintenance,Cleaning,5501.29,2026-03
COST000827,2026-03-10,Transport,Food,15411.3,2026-03
COST000828,2026-03-10,Transport,Internet,2626.75,2026-03
COST000829,2026-03-11,Administration,Cleaning,4559.32,2026-03
COST000830,2026-03-11,Administration,Other,3108.73,2026-03
COST000831,2026-03-11,Hostel,Electricity,13987.75,2026-03
COST000832,2026-03-11,Hostel,Food,10798.18,2026-03
COST000833,2026-03-11,Canteen,Electricity,18134.72,2026-03
COST000834,2026-03-11,Canteen,Transport,8142.02,2026-03
COST000835,2026-03-11,Academic,Cleaning,4214.99,2026-03
COST000836,2026-03-11,Academic,Internet,2493.07,2026-03
COST000837,2026-03-11,Maintenance,Food,16094.95,2026-03
COST000838,2026-03-11,Maintenance,Cleaning,4746.88,2026-03
COST000839,2026-03-11,Transport,Internet,2626.97,2026-03
COST000840,2026-03-11,Transport,Electricity,21624.82,2026-03
COST000841,2026-03-12,Administration,Electricity,12022.44,2026-03
COST000842,2026-03-12,Administration,Cleaning,4058.63,2026-03
COST000843,2026-03-12,Hostel,Electricity,20346.51,2026-03
COST000844,2026-03-12,Hostel,Maintenance,5419.93,2026-03
COST000845,2026-03-12,Canteen,Internet,2324.95,2026-03
COST000846,2026-03-12,Canteen,Water,5425.51,2026-03
COST000847,2026-03-12,Academic,Internet,2758.36,2026-03
COST000848,2026-03-12,Academic,Food,10352.92,2026-03
COST000849,2026-03-12,Maintenance,Food,13664.69,2026-03
COST000850,2026-03-12,Maintenance,Maintenance,5702.99,2026-03
COST000851,2026-03-12,Transport,Maintenance,6125.05,2026-03
COST000852,2026-03-12,Transport,Other,2955.25,2026-03
COST000853,2026-03-13,Administration,Transport,6714.24,2026-03
COST000854,2026-03-13,Administration,Cleaning,2598.25,2026-03
COST000855,2026-03-13,Hostel,Internet,2453.31,2026-03
COST000856,2026-03-13,Hostel,Maintenance,6746.12,2026-03
COST000857,2026-03-13,Canteen,Other,3135.45,2026-03
COST000858,2026-03-13,Canteen,Transport,8329.8,2026-03
COST000859,2026-03-13,Academic,Internet,2876.84,2026-03
COST000860,2026-03-13,Academic,Electricity,15590.1,2026-03
COST000861,2026-03-13,Maintenance,Transport,7381.77,2026-03
COST000862,2026-03-13,Maintenance,Water,5465.85,2026-03
COST000863,2026-03-13,Transport,Water,4402.76,2026-03
COST000864,2026-03-13,Transport,Cleaning,4249.98,2026-03
COST000865,2026-03-14,Administration,Maintenance,8980.51,2026-03
COST000866,2026-03-14,Administration,Transport,7374.4,2026-03
COST000867,2026-03-14,Hostel,Internet,2713.47,2026-03
COST000868,2026-03-14,Hostel,Electricity,14587.17,2026-03
COST000869,2026-03-14,Canteen,Internet,2916.51,2026-03
COST000870,2026-03-14,Canteen,Transport,7379.08,2026-03
COST000871,2026-03-14,Academic,Electricity,12893.58,2026-03
COST000872,2026-03-14,Academic,Maintenance,9519.81,2026-03
COST000873,2026-03-14,Maintenance,Transport,6208.84,2026-03
COST000874,2026-03-14,Maintenance,Food,10816.62,2026-03
COST000875,2026-03-14,Transport,Electricity,15884.83,2026-03
COST000876,2026-03-14,Transport,Water,4527.92,2026-03
COST000877,2026-03-15,Administration,Cleaning,4466.07,2026-03
COST000878,2026-03-15,Administration,Electricity,12707.34,2026-03
COST000879,2026-03-15,Hostel,Transport,7453.89,2026-03
COST000880,2026-03-15,Hostel,Maintenance,8453.63,2026-03
COST000881,2026-03-15,Canteen,Electricity,10212.03,2026-03
COST000882,2026-03-15,Canteen,Food,11753.32,2026-03
COST000883,2026-03-15,Academic,Maintenance,7962.64,2026-03
COST000884,2026-03-15,Academic,Transport,5656.55,2026-03
COST000885,2026-03-15,Maintenance,Internet,2687.76,2026-03
COST000886,2026-03-15,Maintenance,Electricity,15247.06,2026-03
COST000887,2026-03-15,Transport,Maintenance,5365.29,2026-03
COST000888,2026-03-15,Transport,Cleaning,4108.69,2026-03
COST000889,2026-03-16,Administration,Electricity,14924.42,2026-03
COST000890,2026-03-16,Administration,Other,2316.29,2026-03
COST000891,2026-03-16,Hostel,Food,15286.52,2026-03
COST000892,2026-03-16,Hostel,Maintenance,8949.71,2026-03
COST000893,2026-03-16,Canteen,Electricity,10064.13,2026-03
COST000894,2026-03-16,Canteen,Internet,2101.71,2026-03
COST000895,2026-03-16,Academic,Transport,4295.56,2026-03
COST000896,2026-03-16,Academic,Food,11000.06,2026-03
COST000897,2026-03-16,Maintenance,Maintenance,6458.19,2026-03
COST000898,2026-03-16,Maintenance,Cleaning,2897.32,2026-03
COST000899,2026-03-16,Transport,Cleaning,4343.65,2026-03
COST000900,2026-03-16,Transport,Transport,6662.48,2026-03
COST000901,2026-03-17,Administration,Food,12792.8,2026-03
