cost_id,date,department,expense_category,amount
COST000539,2026-02-14,Transport,Electricity,15081.5
COST000540,2026-02-14,Transport,Internet,3527.91
COST000541,2026-02-15,Administration,Cleaning,3303.52
COST000542,2026-02-15,Administration,Food,10646.33
COST000543,2026-02-15,Hostel,Water,5352.54
COST000544,2026-02-15,Hostel,Food,10042.6
COST000545,2026-02-15,Canteen,Internet,1738.62
COST000546,2026-02-15,Canteen,Cleaning,2530.57
COST000547,2026-02-15,Academic,Electricity,14592.63
COST000548,2026-02-15,Academic,Cleaning,3070.52
COST000549,2026-02-15,Maintenance,Electricity,11837.82
COST000550,2026-02-15,Maintenance,Internet,2679.39
COST000551,2026-02-15,Transport,Food,14628.75
COST000552,2026-02-15,Transport,Internet,1642.16
COST000553,2026-02-16,Administration,Internet,2323.6
COST000554,2026-02-16,Administration,Transport,7199.79
COST000555,2026-02-16,Hostel,Other,2449.47
COST000556,2026-02-16,Hostel,Transport,8992.02
COST000557,2026-02-16,Canteen,Internet,2763.26
COST000558,2026-02-16,Canteen,Transport,8929.07
COST000559,2026-02-16,Academic,Cleaning,3432.35
COST000560,2026-02-16,Academic,Food,15445.79
COST000561,2026-02-16,Maintenance,Internet,2534.99
COST000562,2026-02-16,Maintenance,Cleaning,5644.18
COST000563,2026-02-16,Transport,Cleaning,3721.92
COST000564,2026-02-16,Transport,Internet,2237.55
COST000565,2026-02-17,Administration,Other,2937.32
COST000566,2026-02-17,Administration,Maintenance,8306.19
COST000567,2026-02-17,Hostel,Maintenance,9224.67
COST000568,2026-02-17,Hostel,Electricity,13438.77
COST000569,2026-02-17,Canteen,Other,3210.83
COST000570,2026-02-17,Canteen,Food,10449.95
COST000571,2026-02-17,Academic,Internet,3002.13
COST000572,2026-02-17,Academic,Cleaning,3200.36
COST000573,2026-02-17,Maintenance,Other,2957.68
COST000574,2026-02-17,Maintenance,Maintenance,7124.86
COST000575,2026-02-17,Transport,Internet,2069.1
COST000576,2026-02-17,Transport,Other,2888.66
COST000577,2026-02-18,Administration,Electricity,10162.74
COST000578,2026-02-18,Administration,Maintenance,6765.83
COST000579,2026-02-18,Hostel,Maintenance,7752.31
COST000580,2026-02-18,Hostel,Internet,1515.63
COST000581,2026-02-18,Canteen,Internet,2036.1
COST000582,2026-02-18,Canteen,Electricity,8850.44
COST000583,2026-02-18,Academic,Food,10289.65
COST000584,2026-02-18,Academic,Water,7406.4
COST000585,2026-02-18,Maintenance,Food,14553.78
COST000586,2026-02-18,Maintenance,Cleaning,3284.67
COST000587,2026-02-18,Transport,Transport,8773.5
COST000588,2026-02-18,Transport,Electricity,16297.28
COST000589,2026-02-19,Administration,Internet,2961.57
COST000590,2026-02-19,Administration,Water,4502.94
COST000591,2026-02-19,Hostel,Food,11739.03
COST000592,2026-02-19,Hostel,Other,2450.47
COST000593,2026-02-19,Canteen,Internet,2985.76
COST000594,2026-02-19,Canteen,Other,1614.53
COST000595,2026-02-19,Academic,Water,4849.22
COST000596,2026-02-19,Academic,Cleaning,3267.52
COST000597,2026-02-19,Maintenance,Maintenance,8728.85
COST000598,2026-02-19,Maintenance,Water,4480.82
COST000599,2026-02-19,Transport,Cleaning,3907.71
COST000600,2026-02-19,Transport,Electricity,17639.66
COST000601,2026-02-20,Administration,Electricity,16559.45
COST000602,2026-02-20,Administration,Cleaning,5211.32
COST000603,2026-02-20,Hostel,Other,3236.67
COST000604,2026-02-20,Hostel,Internet,2738.86
COST000605,2026-02-20,Canteen,Transport,8114.3
COST000606,2026-02-20,Canteen,Food,8803.48
COST000607,2026-02-20,Academic,Other,2619.88
COST000608,2026-02-20,Academic,Water,4371.35
COST000609,2026-02-20,Maintenance,Cleaning,4541.15
COST000610,2026-02-20,Maintenance,Maintenance,9691.95
COST000611,2026-02-20,Transport,Transport,7600.77
COST000612,2026-02-20,Transport,Water,5949.18
COST000613,2026-02-21,Administration,Transport,5603.18
COST000614,2026-02-21,Administration,Other,1977.11
COST000615,2026-02-21,Hostel,Water,6598.7
COST000616,2026-02-21,Hostel,Other,4013.04
COST000617,2026-02-21,Canteen,Other,2880.7
COST000618,2026-02-21,Canteen,Water,6564.16
COST000619,2026-02-21,Academic,Food,15113.58
COST000620,2026-02-21,Academic,Cleaning,2803.5
COST000621,2026-02-21,Maintenance,Water,4267.98
COST000622,2026-02-21,Maintenance,Transport,5009.52
COST000623,2026-02-21,Transport,Internet,2329.27
COST000624,2026-02-21,Transport,Other,2335.3
COST000625,2026-02-22,Administration,Electricity,13761.67
COST000626,2026-02-22,Administration,Transport,6897.2
COST000627,2026-02-22,Hostel,Transport,5910.08
COST000628,2026-02-22,Hostel,Internet,2301.29
COST000629,2026-02-22,Canteen,Cleaning,3666.72
COST000630,2026-02-22,Canteen,Other,2456.82
COST000631,2026-02-22,Academic,Other,3171.15
COST000632,2026-02-22,Academic,Water,5107.6
COST000633,2026-02-22,Maintenance,Food,15316.64
COST000634,2026-02-22,Maintenance,Electricity,16434.77
COST000635,2026-02-22,Transport,Food,14566.8
COST000636,2026-02-22,Transport,Other,2507.08
COST000637,2026-02-23,Administration,Internet,2123.16
COST000638,2026-02-23,Administration,Maintenance,7615.44
COST000639,2026-02-23,Hostel,Water,6665.31
COST000640,2026-02-23,Hostel,Internet,2456.72
COST000641,2026-02-23,Canteen,Food,10712.41
COST000642,2026-02-23,Canteen,Transport,7364.03
COST000643,2026-02-23,Academic,Food,13275.61
COST000644,2026-02-23,Academic,Transport,4487.37
COST000645,2026-02-23,Maintenance,Food,15319.77
COST000646,2026-02-23,Maintenance,Electricity,16879.44
COST000647,2026-02-23,Transport,Food,14155.95
COST000648,2026-02-23,Transport,Transport,7642.07
COST000649,2026-02-24,Administration,Internet,2124.93
COST000650,2026-02-24,Administration,Other,4025.15
COST000651,2026-02-24,Hostel,Internet,2177.9
COST000652,2026-02-24,Hostel,Maintenance,6067.46
COST000653,2026-02-24,Canteen,Water,6315.68
COST000654,2026-02-24,Canteen,Maintenance,9590.55
COST000655,2026-02-24,Academic,Food,13549.48
COST000656,2026-02-24,Academic,Cleaning,4796.48
COST000657,2026-02-24,Maintenance,Cleaning,4093.34
COST000658,2026-02-24,Maintenance,Water,5334.85
COST000659,2026-02-24,Transport,Water,6419.64
COST000660,2026-02-24,Transport,Food,10686.13
COST000661,2026-02-25,Administration,Maintenance,6918.98
COST000662,2026-02-25,Administration,Cleaning,4339.75
COST000663,2026-02-25,Hostel,Maintenance,6222.25
COST000664,2026-02-25,Hostel,Electricity,11565.76
COST000665,2026-02-25,Canteen,Electricity,10148.83
COST000666,2026-02-25,Canteen,Cleaning,3430.12
COST000667,2026-02-25,Academic,Maintenance,9448.31
COST000668,2026-02-25,Academic,Cleaning,4585.09
COST000669,2026-02-25,Maintenance,Internet,2282.01
COST000670,2026-02-25,Maintenance,Transport,3973.85
COST000671,2026-02-25,Transport,Cleaning,2636.01
COST000672,2026-02-25,Transport,Electricity,18893.83
COST000673,2026-02-26,Administration,Food,9944.57
COST000674,2026-02-26,Administration,Internet,2000.72
COST000675,2026-02-26,Hostel,Internet,3214.43
COST000676,2026-02-26,Hostel,Food,11052.81
COST000677,2026-02-26,Canteen,Transport,8535.07
COST000678,2026-02-26,Canteen,Food,14792.85
COST000679,2026-02-26,Academic,Transport,8574.85
COST000680,2026-02-26,Academic,Internet,1830.81
COST000681,2026-02-26,Maintenance,Transport,9181.25
COST000682,2026-02-26,Maintenance,Cleaning,4505.54
COST000683,2026-02-26,Transport,Food,13528.55
COST000684,2026-02-26,Transport,Water,4810.13
COST000685,2026-02-27,Administration,Water,5306.8
COST000686,2026-02-27,Administration,Food,10776.06
COST000687,2026-02-27,Hostel,Transport,6897.49
COST000688,2026-02-27,Hostel,Maintenance,8451.36
COST000689,2026-02-27,Canteen,Internet,2552.71
COST000690,2026-02-27,Canteen,Food,9682.34
COST000691,2026-02-27,Academic,Internet,2701.2
COST000692,2026-02-27,Academic,Food,13179.34
COST000693,2026-02-27,Maintenance,Water,5195.87
COST000694,2026-02-27,Maintenance,Electricity,16876.28
COST000695,2026-02-27,Transport,Cleaning,5351.71
COST000696,2026-02-27,Transport,Internet,1818.29
COST000697,2026-02-28,Administration,Other,2178.13
COST000698,2026-02-28,Administration,Cleaning,3856.71
COST000699,2026-02-28,Hostel,Maintenance,7154.15
COST000700,2026-02-28,Hostel,Cleaning,3653.79
COST000701,2026-02-28,Canteen,Cleaning,5622.02
COST000702,2026-02-28,Canteen,Internet,1934.46
COST000703,2026-02-28,Academic,Cleaning,4253.67
COST000704,2026-02-28,Academic,Maintenance,10699.77
COST000705,2026-02-28,Maintenance,Food,12219.24
COST000706,2026-02-28,Maintenance,Other,3205.33
COST000707,2026-02-28,Transport,Internet,3027.93
COST000708,2026-02-28,Transport,Electricity,19053.43
COST000709,2026-03-01,Administration,Transport,9038.94
COST000710,2026-03-01,Administration,Food,10486.11
COST000711,2026-03-01,Hostel,Food,15081.83
COST000712,2026-03-01,Hostel,Cleaning,4926.56
COST000713,2026-03-01,Canteen,Cleaning,4499.56
COST000714,2026-03-01,Canteen,Internet,1611.58
COST000715,2026-03-01,Academic,Water,4322.19
COST000716,2026-03-01,Academic,Cleaning,3225.01
COST000717,2026-03-01,Maintenance,Internet,2628.89
COST000718,2026-03-01,Maintenance,Transport,5729.16
COST000719,2026-03-01,Transport,Cleaning,3414.48
COST000720,2026-03-01,Transport,Food,10868.66
COST000721,2026-03-02,Administration,Food,9736.17
COST000722,2026-03-02,Administration,Maintenance,8164.11
COST000723,2026-03-02,Hostel,Electricity,16119.25
COST000724,2026-03-02,Hostel,Internet,2084.6
COST000725,2026-03-02,Canteen,Other,2894.56
COST000726,2026-03-02,Canteen,Food,13902.49
COST000727,2026-03-02,Academic,Electricity,11448.05
COST000728,2026-03-02,Academic,Maintenance,7592.42
COST000729,2026-03-02,Maintenance,Internet,2833.38
COST000730,2026-03-02,Maintenance,Maintenance,8369.75
COST000731,2026-03-02,Transport,Maintenance,8120.16
COST000732,2026-03-02,Transport,Electricity,15376.87
COST000733,2026-03-03,Administration,Maintenance,11198.67
COST000734,2026-03-03,Administration,Transport,7111.55
COST000735,2026-03-03,Hostel,Maintenance,6797.42
COST000736,2026-03-03,Hostel,Cleaning,5478.49
COST000737,2026-03-03,Canteen,Water,5884.64
COST000738,2026-03-03,Canteen,Cleaning,4658.77
COST000739,2026-03-03,Academic,Electricity,21031.08
COST000740,2026-03-03,Academic,Food,11972.71
COST000741,2026-03-03,Maintenance,Other,2757.82
COST000742,2026-03-03,Maintenance,Water,5584.18
COST000743,2026-03-03,Transport,Cleaning,5190.26
COST000744,2026-03-03,Transport,Water,5379.04
COST000745,2026-03-04,Administration,Food,11056.14
COST000746,2026-03-04,Administration,Cleaning,5014.69
COST000747,2026-03-04,Hostel,Food,12002.06
COST000748,2026-03-04,Hostel,Internet,2653.47
COST000749,2026-03-04,Canteen,Food,13539.09
COST000750,2026-03-04,Canteen,Maintenance,6811.14
COST000751,2026-03-04,Academic,Maintenance,6194.81
COST000752,2026-03-04,Academic,Cleaning,5255.39
COST000753,2026-03-04,Maintenance,Food,13076.25
COST000754,2026-03-04,Maintenance,Water,5814.23
COST000755,2026-03-04,Transport,Maintenance,5673.09
COST000756,2026-03-04,Transport,Internet,2640.79
COST000757,2026-03-05,Administration,Transport,6772.43
COST000758,2026-03-05,Administration,Water,3613.78
COST000759,2026-03-05,Hostel,Other,2865.35
COST000760,2026-03-05,Hostel,Food,10818.03
COST000761,2026-03-05,Canteen,Electricity,15525.49
COST000762,2026-03-05,Canteen,Cleaning,4257.97
COST000763,2026-03-05,Academic,Water,4708.48
COST000764,2026-03-05,Academic,Transport,4319.98
COST000765,2026-03-05,Maintenance,Food,14941.33
COST000766,2026-03-05,Maintenance,Water,5373.14
COST000767,2026-03-05,Transport,Other,2697.25
COST000768,2026-03-05,Transport,Cleaning,4891.88
COST000769,2026-03-06,Administration,Electricity,19295.54
COST000770,2026-03-06,Administration,Cleaning,2588.21
COST000771,2026-03-06,Hostel,Cleaning,3652.13
COST000772,2026-03-06,Hostel,Food,10150.41
COST000773,2026-03-06,Canteen,Cleaning,4485.78
COST000774,2026-03-06,Canteen,Internet,3382.12
COST000775,2026-03-06,Academic,Water,4598.39
COST000776,2026-03-06,Academic,Maintenance,11368.11
COST000777,2026-03-06,Maintenance,Cleaning,5734.83
COST000778,2026-03-06,Maintenance,Water,4038.96
COST000779,2026-03-06,Transport,Maintenance,9444.97
COST000780,2026-03-06,Transport,Other,3692.39
COST000781,2026-03-07,Administration,Electricity,22408.29
COST000782,2026-03-07,Administration,Water,5430.26
COST000783,2026-03-07,Hostel,Maintenance,6460.1
COST000784,2026-03-07,Hostel,Transport,6192.21
COST000785,2026-03-07,Canteen,Transport,7044.53
COST000786,2026-03-07,Canteen,Food,11078.66
COST000787,2026-03-07,Academic,Internet,2759.69
COST000788,2026-03-07,Academic,Maintenance,6838.18
COST000789,2026-03-07,Maintenance,Cleaning,4903.82
COST000790,2026-03-07,Maintenance,Maintenance,7375.66
COST000791,2026-03-07,Transport,Other,3580.57
COST000792,2026-03-07,Transport,Transport,5909.58
COST000793,2026-03-08,Administration,Internet,4099.01
COST000794,2026-03-08,Administration,Maintenance,7341.51
COST000795,2026-03-08,Hostel,Internet,2982.4
COST000796,2026-03-08,Hostel,Cleaning,4416.23
COST000797,2026-03-08,Canteen,Electricity,15851.38
COST000798,2026-03-08,Canteen,Transport,6757.01
COST000799,2026-03-08,Academic,Other,3574.97
COST000800,2026-03-08,Academic,Food,11567.26
COST000801,2026-03-08,Maintenance,Cleaning,2673.43
COST000802,2026-03-08,Maintenance,Electricity,16519.77
COST000803,2026-03-08,Transport,Electricity,12555.29
COST000804,2026-03-08,Transport,Other,2943.26
COST000805,2026-03-09,Administration,Food,9990.42
COST000806,2026-03-09,Administration,Cleaning,2495.31
COST000807,2026-03-09,Hostel,Water,6136.61
COST000808,2026-03-09,Hostel,Maintenance,6854.15
COST000809,2026-03-09,Canteen,Transport,6493.69
COST000810,2026-03-09,Canteen,Electricity,20433.47
COST000811,2026-03-09,Academic,Water,6536.49
COST000812,2026-03-09,Academic,Transport,10020.94
COST000813,2026-03-09,Maintenance,Maintenance,10342.55
COST000814,2026-03-09,Maintenance,Transport,5878.05
COST000815,2026-03-09,Transport,Cleaning,4106.73
COST000816,2026-03-09,Transport,Other,2349.43
COST000817,2026-03-10,Administration,Cleaning,5081.79
COST000818,2026-03-10,Administration,Other,4725.99
COST000819,2026-03-10,Hostel,Maintenance,10659.62
COST000820,2026-03-10,Hostel,Internet,2056.04
COST000821,2026-03-10,Canteen,Food,11073.92
COST000822,2026-03-10,Canteen,Transport,7187.37
COST000823,2026-03-10,Academic,Cleaning,5133.47
COST000824,2026-03-10,Academic,Internet,2894.36
COST000825,2026-03-10,Maintenance,Other,4155.64
COST000826,2026-03-10,Maintenance,Cleaning,5501.29
COST000827,2026-03-10,Transport,Food,15411.3
COST000828,2026-03-10,Transport,Internet,2626.75
COST000829,2026-03-11,Administration,Cleaning,4559.32
COST000830,2026-03-11,Administration,Other,3108.73
COST000831,2026-03-11,Hostel,Electricity,13987.75
COST000832,2026-03-11,Hostel,Food,10798.18
COST000833,2026-03-11,Canteen,Electricity,18134.72
COST000834,2026-03-11,Canteen,Transport,8142.02
COST000835,2026-03-11,Academic,Cleaning,4214.99
COST000836,2026-03-11,Academic,Internet,2493.07
COST000837,2026-03-11,Maintenance,Food,16094.95
COST000838,2026-03-11,Maintenance,Cleaning,4746.88
COST000839,2026-03-11,Transport,Internet,2626.97
COST000840,2026-03-11,Transport,Electricity,21624.82
COST000841,2026-03-12,Administration,Electricity,12022.44
COST000842,2026-03-12,Administration,Cleaning,4058.63
COST000843,2026-03-12,Hostel,Electricity,20346.51
COST000844,2026-03-12,Hostel,Maintenance,5419.93
COST000845,2026-03-12,Canteen,Internet,2324.95
COST000846,2026-03-12,Canteen,Water,5425.51
COST000847,2026-03-12,Academic,Internet,2758.36
COST000848,2026-03-12,Academic,Food,10352.92
COST000849,2026-03-12,Maintenance,Food,13664.69
COST000850,2026-03-12,Maintenance,Maintenance,5702.99
COST000851,2026-03-12,Transport,Maintenance,6125.05
COST000852,2026-03-12,Transport,Other,2955.25
COST000853,2026-03-13,Administration,Transport,6714.24
COST000854,2026-03-13,Administration,Cleaning,2598.25
COST000855,2026-03-13,Hostel,Internet,2453.31
COST000856,2026-03-13,Hostel,Maintenance,6746.12
COST000857,2026-03-13,Canteen,Other,3135.45
COST000858,2026-03-13,Canteen,Transport,8329.8
COST000859,2026-03-13,Academic,Internet,2876.84
COST000860,2026-03-13,Academic,Electricity,15590.1
COST000861,2026-03-13,Maintenance,Transport,7381.77
COST000862,2026-03-13,Maintenance,Water,5465.85
COST000863,2026-03-13,Transport,Water,4402.76
COST000864,2026-03-13,Transport,Cleaning,4249.98
COST000865,2026-03-14,Administration,Maintenance,8980.51
COST000866,2026-03-14,Administration,Transport,7374.4
COST000867,2026-03-14,Hostel,Internet,2713.47
COST000868,2026-03-14,Hostel,Electricity,14587.17
COST000869,2026-03-14,Canteen,Internet,2916.51
COST000870,2026-03-14,Canteen,Transport,7379.08
COST000871,2026-03-14,Academic,Electricity,12893.58
COST000872,2026-03-14,Academic,Maintenance,9519.81
COST000873,2026-03-14,Maintenance,Transport,6208.84
COST000874,2026-03-14,Maintenance,Food,10816.62
COST000875,2026-03-14,Transport,Electricity,15884.83
COST000876,2026-03-14,Transport,Water,4527.92
COST000877,2026-03-15,Administration,Cleaning,4466.07
COST000878,2026-03-15,Administration,Electricity,12707.34
COST000879,2026-03-15,Hostel,Transport,7453.89
COST000880,2026-03-15,Hostel,Maintenance,8453.63
COST000881,2026-03-15,Canteen,Electricity,10212.03
COST000882,2026-03-15,Canteen,Food,11753.32
COST000883,2026-03-15,Academic,Maintenance,7962.64
COST000884,2026-03-15,Academic,Transport,5656.55
COST000885,2026-03-15,Maintenance,Internet,2687.76
COST000886,2026-03-15,Maintenance,Electricity,15247.06
COST000887,2026-03-15,Transport,Maintenance,5365.29
COST000888,2026-03-15,Transport,Cleaning,4108.69
COST000889,2026-03-16,Administration,Electricity,14924.42
COST000890,2026-03-16,Administration,Other,2316.29
COST000891,2026-03-16,Hostel,Food,15286.52
COST000892,2026-03-16,Hostel,Maintenance,8949.71
COST000893,2026-03-16,Canteen,Electricity,10064.13
COST000894,2026-03-16,Canteen,Internet,2101.71
COST000895,2026-03-16,Academic,Transport,4295.56
COST000896,2026-03-16,Academic,Food,11000.06
COST000897,2026-03-16,Maintenance,Maintenance,6458.19
COST000898,2026-03-16,Maintenance,Cleaning,2897.32
COST000899,2026-03-16,Transport,Cleaning,4343.65
COST000900,2026-03-16,Transport,Transport,6662.48
COST000901,2026-03-17,Administration,Food,12792.8
COST000902,2026-03-17,Administration,Maintenance,9582.71
COST000903,2026-03-17,Hostel,Food,10205.74
COST000904,2026-03-17,Hostel,Water,2564.03
COST000905,2026-03-17,Canteen,Food,13139.98
COST000906,2026-03-17,Canteen,Cleaning,3212.97
COST000907,2026-03-17,Academic,Food,13265.29
COST000908,2026-03-17,Academic,Maintenance,6715.4
COST000909,2026-03-17,Maintenance,Internet,1740.01
COST000910,2026-03-17,Maintenance,Food,13218.53
COST000911,2026-03-17,Transport,Maintenance,7478.99
COST000912,2026-03-17,Transport,Electricity,17415.66
COST000913,2026-03-18,Administration,Electricity,9360.17
COST000914,2026-03-18,Administration,Maintenance,6144.18
COST000915,2026-03-18,Hostel,Water,4458.56
COST000916,2026-03-18,Hostel,Maintenance,6485.01
COST000917,2026-03-18,Canteen,Other,2773.67
COST000918,2026-03-18,Canteen,Maintenance,9615.03
COST000919,2026-03-18,Academic,Internet,2680.78
COST000920,2026-03-18,Academic,Water,4696.1
COST000921,2026-03-18,Maintenance,Maintenance,7117.78
COST000922,2026-03-18,Maintenance,Electricity,7941.1
COST000923,2026-03-18,Transport,Maintenance,9272.98
COST000924,2026-03-18,Transport,Water,3831.82
COST000925,2026-03-19,Administration,Maintenance,7267.85
COST000926,2026-03-19,Administration,Other,4084.5
COST000927,2026-03-19,Hostel,Water,5129.04
COST000928,2026-03-19,Hostel,Electricity,17268.91
COST000929,2026-03-19,Canteen,Water,3921.16
COST000930,2026-03-19,Canteen,Electricity,15575.6
COST000931,2026-03-19,Academic,Food,10173.86
COST000932,2026-03-19,Academic,Cleaning,4681.15
COST000933,2026-03-19,Maintenance,Electricity,16560.81
COST000934,2026-03-19,Maintenance,Maintenance,9099.02
COST000935,2026-03-19,Transport,Maintenance,5059.26
COST000936,2026-03-19,Transport,Food,11842.48
COST000937,2026-03-20,Administration,Maintenance,7541.82
COST000938,2026-03-20,Administration,Food,13412.42
COST000939,2026-03-20,Hostel,Water,4901.5
COST000940,2026-03-20,Hostel,Cleaning,4012.97
COST000941,2026-03-20,Canteen,Other,2673.28
COST000942,2026-03-20,Canteen,Water,4780.36
COST000943,2026-03-20,Academic,Other,3693.15
COST000944,2026-03-20,Academic,Food,11592.13
COST000945,2026-03-20,Maintenance,Water,3919.29
COST000946,2026-03-20,Maintenance,Maintenance,7425.36
COST000947,2026-03-20,Transport,Electricity,14116.96
COST000948,2026-03-20,Transport,Other,2617.61
COST000949,2026-03-21,Administration,Food,16304.13
COST000950,2026-03-21,Administration,Water,4421.93
COST000951,2026-03-21,Hostel,Food,10326.76
COST000952,2026-03-21,Hostel,Transport,8639.39
COST000953,2026-03-21,Canteen,Internet,4091.32
COST000954,2026-03-21,Canteen,Transport,6278.17
COST000955,2026-03-21,Academic,Internet,2724.87
COST000956,2026-03-21,Academic,Water,4361.28
COST000957,2026-03-21,Maintenance,Transport,8846.42
COST000958,2026-03-21,Maintenance,Electricity,13592.78
COST000959,2026-03-21,Transport,Maintenance,10923.07
COST000960,2026-03-21,Transport,Transport,9722.21
COST000961,2026-03-22,Administration,Water,4659.7
COST000962,2026-03-22,Administration,Electricity,10441.32
COST000963,2026-03-22,Hostel,Food,10119.04
COST000964,2026-03-22,Hostel,Water,6538.6
COST000965,2026-03-22,Canteen,Electricity,7507.15
COST000966,2026-03-22,Canteen,Transport,6821.04
COST000967,2026-03-22,Academic,Water,5463.56
COST000968,2026-03-22,Academic,Transport,5848.11
COST000969,2026-03-22,Maintenance,Food,14024.04
COST000970,2026-03-22,Maintenance,Maintenance,7828.43
COST000971,2026-03-22,Transport,Food,12490.88
COST000972,2026-03-22,Transport,Other,2847.51
COST000973,2026-03-23,Administration,Maintenance,5586.05
COST000974,2026-03-23,Administration,Internet,2472.49
COST000975,2026-03-23,Hostel,Cleaning,5174.94
COST000976,2026-03-23,Hostel,Food,11333.86
COST000977,2026-03-23,Canteen,Food,9739.86
COST000978,2026-03-23,Canteen,Other,2308.98
COST000979,2026-03-23,Academic,Transport,6994.27
COST000980,2026-03-23,Academic,Food,9784.92
COST000981,2026-03-23,Maintenance,Internet,1760.35
COST000982,2026-03-23,Maintenance,Transport,6935.36
COST000983,2026-03-23,Transport,Food,14549.17
COST000984,2026-03-23,Transport,Electricity,14591.19
COST000985,2026-03-24,Administration,Other,2848.15
COST000986,2026-03-24,Administration,Food,11138.42
COST000987,2026-03-24,Hostel,Water,4411.74
COST000988,2026-03-24,Hostel,Cleaning,4234.05
COST000989,2026-03-24,Canteen,Maintenance,4692.6
COST000990,2026-03-24,Canteen,Water,7191.31
COST000991,2026-03-24,Academic,Food,8492.01
COST000992,2026-03-24,Academic,Maintenance,7040.4
COST000993,2026-03-24,Maintenance,Maintenance,8927.38
COST000994,2026-03-24,Maintenance,Transport,6793.26
COST000995,2026-03-24,Transport,Cleaning,5790.79
COST000996,2026-03-24,Transport,Electricity,10014.86
COST000997,2026-03-25,Administration,Maintenance,7795.61
COST000998,2026-03-25,Administration,Internet,3266.37
COST000999,2026-03-25,Hostel,Other,2479.24
COST001000,2026-03-25,Hostel,Electricity,14899.67
COST001001,2026-03-25,Canteen,Other,3203.44
COST001002,2026-03-25,Canteen,Water,5364.62
COST001003,2026-03-25,Academic,Electricity,16824.72
COST001004,2026-03-25,Academic,Food,12001.57
COST001005,2026-03-25,Maintenance,Transport,5828.26
COST001006,2026-03-25,Maintenance,Food,8050.01
COST001007,2026-03-25,Transport,Maintenance,8335.42
COST001008,2026-03-25,Transport,Transport,8621.6
COST001009,2026-03-26,Administration,Cleaning,3026.13
COST001010,2026-03-26,Administration,Other,2816.13
COST001011,2026-03-26,Hostel,Food,14743.97
COST001012,2026-03-26,Hostel,Electricity,18434.05
COST001013,2026-03-26,Canteen,Cleaning,3917.16
COST001014,2026-03-26,Canteen,Maintenance,7745.22
COST001015,2026-03-26,Academic,Food,10438.83
COST001016,2026-03-26,Academic,Other,3559.46
COST001017,2026-03-26,Maintenance,Electricity,12341.74
COST001018,2026-03-26,Maintenance,Other,3935.23
COST001019,2026-03-26,Transport,Maintenance,7314.28
COST001020,2026-03-26,Transport,Other,3286.61
COST001021,2026-03-27,Administration,Cleaning,4115.46
COST001022,2026-03-27,Administration,Other,2384.1
COST001023,2026-03-27,Hostel,Water,6117.42
COST001024,2026-03-27,Hostel,Other,3214.39
COST001025,2026-03-27,Canteen,Water,5027.94
COST001026,2026-03-27,Canteen,Food,16520.22
COST001027,2026-03-27,Academic,Water,5754.34
COST001028,2026-03-27,Academic,Internet,2942.38
COST001029,2026-03-27,Maintenance,Other,2850.1
COST001030,2026-03-27,Maintenance,Electricity,13084.01
COST001031,2026-03-27,Transport,Food,5610.96
COST001032,2026-03-27,Transport,Other,3874.72
COST001033,2026-03-28,Administration,Other,2593.21
COST001034,2026-03-28,Administration,Cleaning,4630.33
COST001035,2026-03-28,Hostel,Food,6316.86
COST001036,2026-03-28,Hostel,Transport,6339.0
COST001037,2026-03-28,Canteen,Maintenance,9729.44
COST001038,2026-03-28,Canteen,Cleaning,3808.22
COST001039,2026-03-28,Academic,Food,11978.22
COST001040,2026-03-28,Academic,Maintenance,4320.7
COST001041,2026-03-28,Maintenance,Cleaning,2820.66
COST001042,2026-03-28,Maintenance,Internet,2245.81
COST001043,2026-03-28,Transport,Transport,8716.92
COST001044,2026-03-28,Transport,Maintenance,7844.39
COST001045,2026-03-29,Administration,Maintenance,8379.86
COST001046,2026-03-29,Administration,Water,3723.95
COST001047,2026-03-29,Hostel,Cleaning,3729.58
COST001048,2026-03-29,Hostel,Food,13445.8
COST001049,2026-03-29,Canteen,Other,2238.39
COST001050,2026-03-29,Canteen,Electricity,17098.03
COST001051,2026-03-29,Academic,Water,5133.05
COST001052,2026-03-29,Academic,Other,2868.4
COST001053,2026-03-29,Maintenance,Maintenance,8294.48
COST001054,2026-03-29,Maintenance,Internet,2694.23
COST001055,2026-03-29,Transport,Cleaning,4939.81
COST001056,2026-03-29,Transport,Other,3171.62
COST001057,2026-03-30,Administration,Other,2712.88
COST001058,2026-03-30,Administration,Internet,2496.93
COST001059,2026-03-30,Hostel,Other,3879.3
COST001060,2026-03-30,Hostel,Electricity,17993.55
COST001061,2026-03-30,Canteen,Internet,2996.42
COST001062,2026-03-30,Canteen,Cleaning,3061.93
COST001063,2026-03-30,Academic,Maintenance,11383.41
COST001064,2026-03-30,Academic,Food,10303.44
COST001065,2026-03-30,Maintenance,Food,10019.98
COST001066,2026-03-30,Maintenance,Internet,2722.62
COST001067,2026-03-30,Transport,Water,4157.78
COST001068,2026-03-30,Transport,Internet,2762.91
COST001069,2026-03-31,Administration,Food,9601.18
COST001070,2026-03-31,Administration,Electricity,12220.2
COST001071,2026-03-31,Hostel,Other,1783.41
COST001072,2026-03-31,Hostel,Electricity,11483.04
COST001073,2026-03-31,Canteen,Water,3580.25
COST001074,2026-03-31,Canteen,Food,9573.23
COST001075,2026-03-31,Academic,Electricity,12167.45
COST001076,2026-03-31,Academic,Food,12744.95
