student_id,student_name,department,year,section,gender,hostel_status
STU0497,Student_0497,CSE,3,D,Male,Day Scholar
STU0498,Student_0498,EEE,1,D,Female,Day Scholar
STU0499,Student_0499,AIML,4,B,Male,Hostel
STU0500,Student_0500,CIVIL,4,C,Male,Hostel
STU0501,Student_0501,IT,4,A,Male,Hostel
STU0502,Student_0502,CIVIL,4,B,Female,Hostel
STU0503,Student_0503,ECE,1,D,Female,Hostel
STU0504,Student_0504,EEE,3,D,Female,Hostel
STU0505,Student_0505,MECH,3,A,Female,Day Scholar
STU0506,Student_0506,CSE,3,D,Female,Day Scholar
STU0507,Student_0507,MECH,3,C,Female,Hostel
STU0508,Student_0508,EEE,2,B,Male,Day Scholar
STU0509,Student_0509,EEE,3,D,Female,Day Scholar
STU0510,Student_0510,EEE,2,D,Female,Hostel
STU0511,Student_0511,MECH,2,A,Male,Hostel
STU0512,Student_0512,IT,4,C,Female,Day Scholar
STU0513,Student_0513,EEE,2,D,Female,Hostel
STU0514,Student_0514,CIVIL,1,A,Male,Day Scholar
STU0515,Student_0515,MECH,2,D,Male,Hostel
STU0516,Student_0516,EEE,4,A,Male,Day Scholar
STU0517,Student_0517,CIVIL,2,A,Female,Day Scholar
STU0518,Student_0518,IT,1,C,Male,Day Scholar
STU0519,Student_0519,ECE,1,D,Female,Day Scholar
STU0520,Student_0520,IT,1,C,Female,Hostel
STU0521,Student_0521,EEE,4,A,Female,Hostel
STU0522,Student_0522,MECH,4,B,Female,Day Scholar
STU0523,Student_0523,AIML,3,D,Male,Day Scholar
STU0524,Student_0524,EEE,4,B,Male,Hostel
STU0525,Student_0525,AIML,1,D,Female,Hostel
STU0526,Student_0526,CIVIL,1,C,Male,Day Scholar
STU0527,Student_0527,ECE,4,C,Female,Day Scholar
STU0528,Student_0528,CSE,2,C,Female,Day Scholar
STU0529,Student_0529,IT,4,C,Female,Day Scholar
STU0530,Student_0530,ECE,4,C,Male,Day Scholar
STU0531,Student_0531,EEE,1,B,Female,Hostel
STU0532,Student_0532,AIML,3,C,Female,Day Scholar
STU0533,Student_0533,IT,1,A,Male,Hostel
STU0534,Student_0534,AIML,3,A,Male,Hostel
STU0535,Student_0535,MECH,1,B,Male,Hostel
STU0536,Student_0536,AIML,4,D,Male,Day Scholar
STU0537,Student_0537,MECH,1,A,Female,Hostel
STU0538,Student_0538,CIVIL,1,D,Male,Hostel
STU0539,Student_0539,IT,1,B,Female,Hostel
STU0540,Student_0540,IT,4,D,Male,Hostel
STU0541,Student_0541,CSE,4,D,Male,Day Scholar
STU0542,Student_0542,EEE,4,D,Male,Day Scholar
STU0543,Student_0543,MECH,4,D,Male,Hostel
STU0544,Student_0544,CSE,3,B,Male,Hostel
STU0545,Student_0545,AIML,3,A,Male,Day Scholar
STU0546,Student_0546,AIML,2,C,Female,Day Scholar
STU0547,Student_0547,CSE,4,D,Male,Day Scholar
STU0548,Student_0548,IT,3,A,Male,Hostel
STU0549,Student_0549,AIML,1,A,Male,Day Scholar
STU0550,Student_0550,CIVIL,4,B,Male,Hostel
STU0551,Student_0551,CIVIL,2,A,Female,Hostel
STU0552,Student_0552,CSE,2,B,Male,Day Scholar
STU0553,Student_0553,MECH,2,D,Male,Hostel
STU0554,Student_0554,MECH,1,D,Male,Day Scholar
STU0555,Student_0555,CSE,3,C,Male,Hostel
STU0556,Student_0556,MECH,1,C,Female,Day Scholar
STU0557,Student_0557,IT,4,C,Male,Hostel
STU0558,Student_0558,IT,2,A,Female,Hostel
STU0559,Student_0559,MECH,1,D,Male,Day Scholar
STU0560,Student_0560,CIVIL,1,B,Female,Day Scholar
STU0561,Student_0561,MECH,3,C,Female,Day Scholar
STU0562,Student_0562,IT,3,B,Male,Day Scholar
STU0563,Student_0563,ECE,2,B,Male,Hostel
STU0564,Student_0564,EEE,1,C,Female,Day Scholar
STU0565,Student_0565,AIML,1,D,Female,Day Scholar
STU0566,Student_0566,ECE,3,C,Male,Hostel
STU0567,Student_0567,MECH,1,B,Female,Day Scholar
STU0568,Student_0568,CIVIL,1,C,Female,Day Scholar
STU0569,Student_0569,CSE,1,B,Female,Hostel
STU0570,Student_0570,MECH,3,B,Male,Day Scholar
STU0571,Student_0571,CIVIL,2,C,Female,Day Scholar
STU0572,Student_0572,EEE,4,A,Female,Day Scholar
STU0573,Student_0573,MECH,2,C,Female,Day Scholar
STU0574,Student_0574,IT,4,A,Male,Day Scholar
STU0575,Student_0575,CSE,1,B,Male,Day Scholar
STU0576,Student_0576,CIVIL,2,B,Female,Hostel
STU0577,Student_0577,CIVIL,4,A,Male,Day Scholar
STU0578,Student_0578,CIVIL,3,B,Female,Hostel
STU0579,Student_0579,EEE,3,A,Male,Hostel
STU0580,Student_0580,MECH,2,A,Male,Hostel
STU0581,Student_0581,EEE,2,B,Female,Hostel
STU0582,Student_0582,AIML,1,D,Male,Day Scholar
STU0583,Student_0583,AIML,2,A,Male,Day Scholar
STU0584,Student_0584,MECH,1,C,Male,Day Scholar
STU0585,Student_0585,IT,1,C,Female,Hostel
STU0586,Student_0586,EEE,3,B,Male,Day Scholar
STU0587,Student_0587,CSE,3,D,Male,Day Scholar
STU0588,Student_0588,CIVIL,4,B,Female,Day Scholar
STU0589,Student_0589,CIVIL,3,D,Male,Hostel
STU0590,Student_0590,MECH,3,A,Male,Hostel
STU0591,Student_0591,IT,2,A,Male,Day Scholar
STU0592,Student_0592,AIML,3,A,Male,Hostel
STU0593,Student_0593,AIML,4,A,Male,Hostel
STU0594,Student_0594,CIVIL,2,C,Female,Day Scholar
STU0595,Student_0595,MECH,4,C,Female,Hostel
STU0596,Student_0596,EEE,3,B,Male,Hostel
STU0597,Student_0597,AIML,4,D,Male,Day Scholar
STU0598,Student_0598,EEE,2,A,Male,Hostel
STU0599,Student_0599,IT,1,A,Female,Hostel
STU0600,Student_0600,AIML,4,D,Female,Hostel
STU0601,Student_0601,AIML,4,D,Male,Hostel
STU0602,Student_0602,ECE,2,B,Male,Hostel
STU0603,Student_0603,AIML,2,D,Female,Hostel
STU0604,Student_0604,CSE,4,A,Male,Hostel
STU0605,Student_0605,MECH,3,A,Female,Hostel
STU0606,Student_0606,MECH,4,A,Female,Day Scholar
STU0607,Student_0607,EEE,2,A,Male,Day Scholar
STU0608,Student_0608,IT,1,A,Female,Day Scholar
STU0609,Student_0609,AIML,1,B,Male,Day Scholar
STU0610,Student_0610,CSE,3,A,Male,Hostel
STU0611,Student_0611,EEE,4,B,Male,Day Scholar
STU0612,Student_0612,ECE,1,A,Male,Day Scholar
STU0613,Student_0613,EEE,4,C,Male,Hostel
STU0614,Student_0614,EEE,2,C,Male,Hostel
STU0615,Student_0615,AIML,1,C,Female,Hostel
STU0616,Student_0616,ECE,3,C,Female,Hostel
STU0617,Student_0617,EEE,2,B,Female,Hostel
STU0618,Student_0618,CSE,3,B,Female,Day Scholar
STU0619,Student_0619,CSE,2,D,Male,Hostel
STU0620,Student_0620,MECH,1,A,Female,Day Scholar
STU0621,Student_0621,ECE,3,C,Female,Day Scholar
STU0622,Student_0622,ECE,3,B,Female,Hostel
STU0623,Student_0623,MECH,2,A,Male,Day Scholar
STU0624,Student_0624,EEE,3,A,Female,Day Scholar
STU0625,Student_0625,ECE,2,B,Male,Hostel
STU0626,Student_0626,CSE,2,C,Female,Day Scholar
STU0627,Student_0627,CSE,2,D,Male,Day Scholar
STU0628,Student_0628,AIML,2,A,Male,Day Scholar
STU0629,Student_0629,ECE,1,D,Female,Hostel
STU0630,Student_0630,EEE,2,C,Male,Hostel
STU0631,Student_0631,MECH,4,C,Male,Hostel
STU0632,Student_0632,MECH,3,D,Female,Day Scholar
STU0633,Student_0633,EEE,4,C,Female,Hostel
STU0634,Student_0634,IT,1,A,Female,Day Scholar
STU0635,Student_0635,CIVIL,4,D,Male,Hostel
STU0636,Student_0636,AIML,3,C,Male,Day Scholar
STU0637,Student_0637,MECH,4,D,Male,Hostel
STU0638,Student_0638,ECE,1,A,Female,Hostel
STU0639,Student_0639,AIML,2,C,Male,Day Scholar
STU0640,Student_0640,ECE,4,A,Male,Hostel
STU0641,Student_0641,IT,1,C,Male,Day Scholar
STU0642,Student_0642,CSE,1,B,Male,Hostel
STU0643,Student_0643,AIML,3,C,Male,Hostel
STU0644,Student_0644,MECH,3,D,Male,Day Scholar
STU0645,Student_0645,AIML,4,C,Male,Day Scholar
STU0646,Student_0646,AIML,2,A,Female,Day Scholar
STU0647,Student_0647,AIML,1,A,Female,Hostel
STU0648,Student_0648,CIVIL,4,C,Female,Day Scholar
STU0649,Student_0649,AIML,1,D,Male,Hostel
STU0650,Student_0650,ECE,1,B,Male,Day Scholar
STU0651,Student_0651,CSE,2,D,Female,Day Scholar
STU0652,Student_0652,IT,2,B,Male,Day Scholar
STU0653,Student_0653,EEE,4,A,Female,Day Scholar
STU0654,Student_0654,AIML,2,D,Male,Day Scholar
STU0655,Student_0655,MECH,2,B,Male,Day Scholar
STU0656,Student_0656,AIML,4,C,Female,Hostel
STU0657,Student_0657,MECH,2,A,Female,Day Scholar
STU0658,Student_0658,ECE,3,C,Female,Hostel
STU0659,Student_0659,MECH,1,A,Female,Day Scholar
STU0660,Student_0660,EEE,1,D,Female,Day Scholar
STU0661,Student_0661,CSE,1,D,Male,Day Scholar
STU0662,Student_0662,MECH,1,A,Male,Hostel
STU0663,Student_0663,MECH,4,A,Male,Hostel
STU0664,Student_0664,CSE,1,A,Female,Day Scholar
STU0665,Student_0665,EEE,1,D,Female,Hostel
STU0666,Student_0666,AIML,1,B,Female,Day Scholar
STU0667,Student_0667,MECH,1,C,Female,Day Scholar
STU0668,Student_0668,CSE,3,C,Female,Hostel
STU0669,Student_0669,ECE,1,D,Female,Hostel
STU0670,Student_0670,CSE,3,C,Male,Hostel
STU0671,Student_0671,ECE,4,A,Male,Hostel
STU0672,Student_0672,EEE,2,B,Male,Day Scholar
STU0673,Student_0673,AIML,1,C,Male,Hostel
STU0674,Student_0674,CSE,2,B,Male,Hostel
STU0675,Student_0675,IT,2,A,Female,Day Scholar
STU0676,Student_0676,IT,4,C,Female,Hostel
STU0677,Student_0677,CIVIL,2,D,Female,Hostel
STU0678,Student_0678,MECH,3,B,Female,Hostel
STU0679,Student_0679,EEE,2,A,Female,Hostel
STU0680,Student_0680,CSE,2,B,Female,Day Scholar
STU0681,Student_0681,IT,2,C,Male,Day Scholar
STU0682,Student_0682,MECH,1,C,Female,Hostel
STU0683,Student_0683,IT,1,D,Female,Hostel
STU0684,Student_0684,CSE,3,A,Female,Day Scholar
STU0685,Student_0685,ECE,3,A,Female,Hostel
STU0686,Student_0686,CSE,1,D,Male,Hostel
STU0687,Student_0687,CIVIL,3,D,Male,Hostel
STU0688,Student_0688,CSE,1,A,Female,Hostel
STU0689,Student_0689,CSE,4,B,Male,Hostel
STU0690,Student_0690,CIVIL,2,B,Male,Hostel
STU0691,Student_0691,EEE,2,D,Female,Hostel
STU0692,Student_0692,CSE,3,B,Female,Hostel
STU0693,Student_0693,CIVIL,1,A,Female,Hostel
STU0694,Student_0694,MECH,1,C,Female,Day Scholar
STU0695,Student_0695,ECE,3,C,Female,Day Scholar
STU0696,Student_0696,ECE,1,B,Male,Day Scholar
STU0697,Student_0697,CSE,4,D,Female,Hostel
STU0698,Student_0698,EEE,2,D,Female,Hostel
STU0699,Student_0699,EEE,3,D,Female,Day Scholar
STU0700,Student_0700,MECH,3,D,Male,Hostel
STU0701,Student_0701,CSE,1,D,Female,Day Scholar
STU0702,Student_0702,ECE,3,B,Female,Hostel
STU0703,Student_0703,EEE,4,C,Female,Day Scholar
STU0704,Student_0704,CSE,1,C,Male,Day Scholar
STU0705,Student_0705,IT,1,B,Female,Day Scholar
STU0706,Student_0706,EEE,1,D,Female,Hostel
STU0707,Student_0707,CIVIL,1,B,Female,Day Scholar
STU0708,Student_0708,IT,4,C,Male,Hostel
STU0709,Student_0709,EEE,1,A,Female,Hostel
STU0710,Student_0710,ECE,3,B,Female,Hostel
STU0711,Student_0711,AIML,4,D,Female,Hostel
STU0712,Student_0712,IT,2,C,Male,Hostel
STU0713,Student_0713,MECH,2,C,Female,Hostel
STU0714,Student_0714,MECH,3,C,Female,Hostel
STU0715,Student_0715,ECE,3,C,Female,Day Scholar
STU0716,Student_0716,EEE,4,D,Male,Day Scholar
STU0717,Student_0717,CSE,2,A,Male,Day Scholar
STU0718,Student_0718,EEE,2,C,Female,Hostel
STU0719,Student_0719,ECE,2,B,Male,Hostel
STU0720,Student_0720,MECH,2,A,Male,Hostel
STU0721,Student_0721,EEE,2,C,Male,Hostel
STU0722,Student_0722,MECH,1,A,Female,Day Scholar
STU0723,Student_0723,IT,3,B,Female,Hostel
STU0724,Student_0724,CSE,1,C,Male,Day Scholar
STU0725,Student_0725,IT,2,B,Male,Hostel
STU0726,Student_0726,MECH,4,D,Male,Day Scholar
STU0727,Student_0727,MECH,4,C,Female,Hostel
STU0728,Student_0728,AIML,2,C,Female,Day Scholar
STU0729,Student_0729,AIML,2,C,Male,Hostel
STU0730,Student_0730,IT,4,C,Male,Day Scholar
STU0731,Student_0731,CIVIL,1,D,Male,Hostel
STU0732,Student_0732,IT,1,C,Male,Day Scholar
STU0733,Student_0733,AIML,2,A,Female,Day Scholar
STU0734,Student_0734,MECH,1,C,Male,Hostel
STU0735,Student_0735,ECE,4,D,Female,Day Scholar
STU0736,Student_0736,IT,1,C,Male,Hostel
STU0737,Student_0737,MECH,2,A,Male,Hostel
STU0738,Student_0738,ECE,4,D,Male,Hostel
STU0739,Student_0739,ECE,1,D,Male,Day Scholar
STU0740,Student_0740,AIML,3,A,Male,Day Scholar
STU0741,Student_0741,IT,4,A,Female,Hostel
STU0742,Student_0742,EEE,4,A,Male,Hostel
STU0743,Student_0743,CSE,3,A,Male,Day Scholar
STU0744,Student_0744,AIML,3,A,Male,Day Scholar
STU0745,Student_0745,AIML,4,D,Female,Day Scholar
STU0746,Student_0746,EEE,3,D,Female,Hostel
STU0747,Student_0747,CSE,2,C,Female,Hostel
STU0748,Student_0748,MECH,2,C,Female,Hostel
STU0749,Student_0749,CIVIL,2,B,Male,Hostel
STU0750,Student_0750,IT,4,C,Male,Hostel
STU0751,Student_0751,CIVIL,3,C,Male,Day Scholar
STU0752,Student_0752,MECH,3,A,Female,Hostel
STU0753,Student_0753,AIML,1,A,Male,Day Scholar
STU0754,Student_0754,CSE,1,C,Male,Day Scholar
STU0755,Student_0755,AIML,3,B,Female,Hostel
STU0756,Student_0756,ECE,3,A,Female,Day Scholar
STU0757,Student_0757,AIML,3,C,Female,Hostel
STU0758,Student_0758,AIML,4,C,Male,Day Scholar
STU0759,Student_0759,MECH,3,D,Male,Hostel
STU0760,Student_0760,MECH,1,B,Female,Hostel
STU0761,Student_0761,MECH,4,D,Male,Day Scholar
STU0762,Student_0762,CIVIL,3,B,Female,Hostel
STU0763,Student_0763,ECE,1,A,Female,Day Scholar
STU0764,Student_0764,MECH,4,B,Male,Hostel
STU0765,Student_0765,CSE,3,C,Female,Hostel
STU0766,Student_0766,CIVIL,3,C,Female,Hostel
STU0767,Student_0767,EEE,3,B,Female,Day Scholar
STU0768,Student_0768,CSE,4,B,Male,Day Scholar
STU0769,Student_0769,IT,1,B,Female,Hostel
STU0770,Student_0770,IT,1,D,Female,Day Scholar
STU0771,Student_0771,CSE,2,B,Female,Hostel
STU0772,Student_0772,MECH,3,A,Female,Day Scholar
STU0773,Student_0773,EEE,2,D,Female,Day Scholar
STU0774,Student_0774,EEE,2,D,Female,Hostel
STU0775,Student_0775,CIVIL,1,B,Female,Hostel
STU0776,Student_0776,EEE,4,A,Male,Hostel
STU0777,Student_0777,IT,4,D,Male,Hostel
STU0778,Student_0778,ECE,1,C,Female,Hostel
STU0779,Student_0779,MECH,4,D,Male,Day Scholar
STU0780,Student_0780,EEE,2,B,Male,Day Scholar
STU0781,Student_0781,CIVIL,3,A,Female,Hostel
STU0782,Student_0782,IT,1,B,Male,Hostel
STU0783,Student_0783,ECE,3,C,Female,Hostel
STU0784,Student_0784,AIML,4,C,Female,Day Scholar
STU0785,Student_0785,AIML,3,C,Female,Hostel
STU0786,Student_0786,ECE,4,B,Female,Hostel
STU0787,Student_0787,IT,4,D,Female,Day Scholar
STU0788,Student_0788,CIVIL,2,B,Male,Day Scholar
STU0789,Student_0789,ECE,4,A,Female,Day Scholar
STU0790,Student_0790,MECH,2,D,Male,Day Scholar
STU0791,Student_0791,MECH,2,C,Female,Hostel
STU0792,Student_0792,AIML,2,B,Female,Day Scholar
STU0793,Student_0793,EEE,1,C,Female,Day Scholar
STU0794,Student_0794,CIVIL,1,C,Male,Hostel
STU0795,Student_0795,AIML,4,A,Female,Hostel
STU0796,Student_0796,EEE,2,D,Female,Hostel
STU0797,Student_0797,EEE,1,A,Female,Day Scholar
STU0798,Student_0798,MECH,2,A,Female,Hostel
STU0799,Student_0799,IT,3,A,Male,Day Scholar
STU0800,Student_0800,CSE,3,C,Female,Day Scholar
STU0801,Student_0801,IT,3,A,Male,Day Scholar
STU0802,Student_0802,CSE,4,A,Female,Hostel
STU0803,Student_0803,ECE,2,D,Male,Day Scholar
STU0804,Student_0804,MECH,3,D,Male,Hostel
STU0805,Student_0805,EEE,1,A,Female,Hostel
STU0806,Student_0806,CIVIL,3,D,Female,Hostel
STU0807,Student_0807,CSE,3,D,Male,Day Scholar
STU0808,Student_0808,IT,3,A,Female,Day Scholar
STU0809,Student_0809,EEE,4,C,Female,Day Scholar
STU0810,Student_0810,CSE,1,A,Female,Hostel
STU0811,Student_0811,CSE,2,D,Male,Day Scholar
STU0812,Student_0812,CSE,1,C,Female,Day Scholar
STU0813,Student_0813,CIVIL,2,B,Female,Day Scholar
STU0814,Student_0814,MECH,4,C,Female,Day Scholar
STU0815,Student_0815,CIVIL,4,D,Male,Day Scholar
STU0816,Student_0816,AIML,4,C,Female,Hostel
STU0817,Student_0817,EEE,4,A,Male,Hostel
STU0818,Student_0818,MECH,2,B,Female,Hostel
STU0819,Student_0819,MECH,3,B,Male,Hostel
STU0820,Student_0820,MECH,2,B,Female,Day Scholar
STU0821,Student_0821,IT,1,D,Female,Hostel
STU0822,Student_0822,MECH,4,D,Male,Day Scholar
STU0823,Student_0823,CIVIL,4,B,Male,Hostel
STU0824,Student_0824,MECH,1,C,Male,Hostel
STU0825,Student_0825,ECE,2,B,Female,Hostel
STU0826,Student_0826,EEE,3,C,Female,Day Scholar
STU0827,Student_0827,MECH,3,C,Female,Day Scholar
STU0828,Student_0828,EEE,1,D,Female,Hostel
STU0829,Student_0829,ECE,3,C,Male,Day Scholar
STU0830,Student_0830,ECE,2,B,Female,Hostel
STU0831,Student_0831,EEE,2,D,Female,Hostel
STU0832,Student_0832,CSE,1,A,Female,Hostel
STU0833,Student_0833,AIML,2,A,Female,Day Scholar
STU0834,Student_0834,IT,4,D,Female,Hostel
STU0835,Student_0835,CSE,1,B,Female,Hostel
STU0836,Student_0836,CSE,2,A,Female,Hostel
STU0837,Student_0837,CIVIL,1,A,Male,Day Scholar
STU0838,Student_0838,IT,3,C,Female,Hostel
STU0839,Student_0839,IT,2,C,Female,Day Scholar
STU0840,Student_0840,CSE,4,B,Female,Hostel
STU0841,Student_0841,MECH,2,D,Female,Day Scholar
STU0842,Student_0842,CIVIL,1,B,Male,Hostel
STU0843,Student_0843,CIVIL,1,D,Male,Hostel
STU0844,Student_0844,ECE,2,A,Male,Day Scholar
STU0845,Student_0845,IT,4,C,Male,Day Scholar
STU0846,Student_0846,CSE,4,B,Male,Hostel
STU0847,Student_0847,ECE,4,B,Male,Day Scholar
STU0848,Student_0848,EEE,1,D,Female,Hostel
STU0849,Student_0849,AIML,2,D,Male,Hostel
STU0850,Student_0850,CIVIL,3,B,Male,Hostel
STU0851,Student_0851,EEE,1,D,Female,Day Scholar
STU0852,Student_0852,EEE,4,B,Male,Hostel
STU0853,Student_0853,MECH,2,B,Female,Day Scholar
STU0854,Student_0854,AIML,4,B,Female,Hostel
STU0855,Student_0855,EEE,3,A,Male,Day Scholar
STU0856,Student_0856,EEE,4,D,Female,Day Scholar
STU0857,Student_0857,AIML,4,C,Male,Hostel
STU0858,Student_0858,AIML,3,C,Male,Day Scholar
STU0859,Student_0859,EEE,2,D,Female,Hostel
STU0860,Student_0860,AIML,1,B,Female,Hostel
STU0861,Student_0861,EEE,2,C,Male,Hostel
STU0862,Student_0862,EEE,3,C,Female,Hostel
STU0863,Student_0863,MECH,4,D,Female,Hostel
STU0864,Student_0864,CSE,2,C,Male,Day Scholar
STU0865,Student_0865,EEE,1,B,Male,Hostel
STU0866,Student_0866,ECE,3,D,Female,Day Scholar
STU0867,Student_0867,CIVIL,2,B,Male,Day Scholar
STU0868,Student_0868,IT,1,C,Male,Hostel
STU0869,Student_0869,CSE,3,C,Male,Day Scholar
STU0870,Student_0870,CSE,1,B,Male,Hostel
STU0871,Student_0871,CSE,3,A,Male,Day Scholar
STU0872,Student_0872,MECH,4,C,Male,Day Scholar
STU0873,Student_0873,EEE,2,A,Male,Day Scholar
STU0874,Student_0874,MECH,1,C,Female,Hostel
STU0875,Student_0875,EEE,3,A,Male,Day Scholar
STU0876,Student_0876,MECH,1,A,Female,Hostel
STU0877,Student_0877,MECH,1,A,Female,Day Scholar
STU0878,Student_0878,CIVIL,2,B,Female,Day Scholar
STU0879,Student_0879,ECE,4,A,Male,Day Scholar
STU0880,Student_0880,MECH,1,A,Male,Day Scholar
STU0881,Student_0881,CIVIL,3,A,Female,Hostel
STU0882,Student_0882,AIML,3,C,Male,Hostel
STU0883,Student_0883,ECE,4,A,Female,Day Scholar
STU0884,Student_0884,MECH,3,C,Male,Day Scholar
STU0885,Student_0885,IT,4,A,Male,Hostel
STU0886,Student_0886,CSE,3,A,Female,Hostel
STU0887,Student_0887,AIML,2,B,Female,Hostel
STU0888,Student_0888,AIML,1,C,Female,Hostel
STU0889,Student_0889,CIVIL,2,A,Male,Day Scholar
STU0890,Student_0890,AIML,1,C,Female,Day Scholar
STU0891,Student_0891,ECE,1,C,Male,Hostel
STU0892,Student_0892,MECH,1,D,Male,Hostel
STU0893,Student_0893,MECH,2,B,Male,Hostel
STU0894,Student_0894,IT,1,B,Female,Hostel
STU0895,Student_0895,CSE,2,B,Female,Hostel
STU0896,Student_0896,CIVIL,4,D,Female,Hostel
STU0897,Student_0897,CSE,3,D,Male,Day Scholar
STU0898,Student_0898,AIML,3,B,Male,Day Scholar
STU0899,Student_0899,IT,1,D,Female,Day Scholar
STU0900,Student_0900,CSE,2,D,Male,Hostel
STU0901,Student_0901,ECE,3,D,Male,Hostel
STU0902,Student_0902,MECH,2,B,Female,Hostel
STU0903,Student_0903,AIML,2,B,Female,Day Scholar
STU0904,Student_0904,IT,1,B,Female,Hostel
STU0905,Student_0905,CSE,3,D,Male,Hostel
STU0906,Student_0906,CIVIL,1,B,Male,Day Scholar
STU0907,Student_0907,ECE,1,D,Male,Hostel
STU0908,Student_0908,ECE,3,A,Male,Day Scholar
STU0909,Student_0909,CSE,3,D,Male,Day Scholar
STU0910,Student_0910,MECH,4,C,Female,Hostel
STU0911,Student_0911,CSE,4,B,Male,Day Scholar
STU0912,Student_0912,AIML,2,B,Male,Hostel
STU0913,Student_0913,CSE,3,C,Male,Day Scholar
STU0914,Student_0914,ECE,4,D,Female,Hostel
STU0915,Student_0915,IT,2,A,Female,Day Scholar
STU0916,Student_0916,CSE,2,C,Female,Hostel
STU0917,Student_0917,MECH,2,C,Male,Day Scholar
STU0918,Student_0918,IT,4,D,Female,Day Scholar
STU0919,Student_0919,CIVIL,3,B,Female,Day Scholar
STU0920,Student_0920,EEE,1,D,Female,Hostel
STU0921,Student_0921,CSE,2,C,Male,Hostel
STU0922,Student_0922,MECH,4,C,Female,Day Scholar
STU0923,Student_0923,IT,4,B,Male,Hostel
STU0924,Student_0924,MECH,1,B,Male,Day Scholar
STU0925,Student_0925,CIVIL,1,B,Female,Hostel
STU0926,Student_0926,ECE,4,D,Male,Day Scholar
STU0927,Student_0927,MECH,3,B,Female,Hostel
STU0928,Student_0928,IT,1,C,Male,Day Scholar
STU0929,Student_0929,MECH,4,C,Female,Day Scholar
STU0930,Student_0930,MECH,1,A,Female,Day Scholar
STU0931,Student_0931,MECH,3,D,Female,Day Scholar
STU0932,Student_0932,AIML,2,A,Male,Hostel
STU0933,Student_0933,AIML,1,C,Female,Day Scholar
STU0934,Student_0934,ECE,3,A,Male,Hostel
STU0935,Student_0935,CSE,4,C,Female,Hostel
STU0936,Student_0936,MECH,1,A,Male,Day Scholar
STU0937,Student_0937,CIVIL,1,B,Male,Hostel
STU0938,Student_0938,CSE,4,A,Female,Hostel
STU0939,Student_0939,CIVIL,2,B,Female,Hostel
STU0940,Student_0940,CSE,4,B,Female,Day Scholar
STU0941,Student_0941,ECE,1,D,Female,Hostel
STU0942,Student_0942,MECH,4,B,Female,Hostel
STU0943,Student_0943,MECH,3,B,Male,Day Scholar
STU0944,Student_0944,EEE,4,A,Female,Day Scholar
STU0945,Student_0945,CIVIL,1,C,Female,Hostel
STU0946,Student_0946,CSE,4,D,Male,Day Scholar
STU0947,Student_0947,CSE,2,B,Female,Hostel
STU0948,Student_0948,AIML,4,D,Female,Hostel
STU0949,Student_0949,EEE,2,A,Male,Hostel
STU0950,Student_0950,IT,3,B,Female,Day Scholar
STU0951,Student_0951,IT,2,A,Female,Hostel
STU0952,Student_0952,AIML,4,D,Female,Day Scholar
STU0953,Student_0953,AIML,1,A,Male,Day Scholar
STU0954,Student_0954,AIML,2,D,Female,Hostel
STU0955,Student_0955,CIVIL,3,A,Male,Day Scholar
STU0956,Student_0956,CIVIL,2,D,Female,Day Scholar
STU0957,Student_0957,ECE,2,C,Male,Day Scholar
STU0958,Student_0958,ECE,2,A,Female,Day Scholar
STU0959,Student_0959,AIML,3,A,Male,Day Scholar
STU0960,Student_0960,EEE,4,C,Male,Hostel
STU0961,Student_0961,CSE,2,C,Male,Day Scholar
STU0962,Student_0962,CIVIL,2,A,Male,Hostel
STU0963,Student_0963,EEE,1,C,Male,Hostel
STU0964,Student_0964,MECH,3,B,Male,Hostel
STU0965,Student_0965,CIVIL,2,D,Female,Hostel
STU0966,Student_0966,CIVIL,3,D,Female,Hostel
STU0967,Student_0967,ECE,2,D,Male,Hostel
STU0968,Student_0968,CSE,4,B,Male,Day Scholar
STU0969,Student_0969,CSE,4,C,Male,Day Scholar
STU0970,Student_0970,IT,2,C,Male,Day Scholar
STU0971,Student_0971,IT,4,A,Female,Hostel
STU0972,Student_0972,IT,2,C,Male,Day Scholar
STU0973,Student_0973,IT,4,A,Female,Day Scholar
STU0974,Student_0974,MECH,1,B,Female,Day Scholar
STU0975,Student_0975,MECH,1,D,Male,Hostel
STU0976,Student_0976,CIVIL,1,D,Male,Day Scholar
STU0977,Student_0977,AIML,3,D,Female,Hostel
STU0978,Student_0978,ECE,3,C,Female,Day Scholar
STU0979,Student_0979,ECE,1,A,Male,Hostel
STU0980,Student_0980,IT,3,A,Male,Hostel
STU0981,Student_0981,CIVIL,4,B,Male,Hostel
STU0982,Student_0982,EEE,2,C,Female,Day Scholar
STU0983,Student_0983,AIML,2,B,Female,Day Scholar
STU0984,Student_0984,CIVIL,2,A,Male,Hostel
STU0985,Student_0985,AIML,1,A,Female,Day Scholar
STU0986,Student_0986,AIML,3,D,Female,Hostel
STU0987,Student_0987,AIML,4,C,Male,Hostel
STU0988,Student_0988,CIVIL,4,A,Male,Day Scholar
STU0989,Student_0989,IT,1,D,Female,Day Scholar
STU0990,Student_0990,ECE,4,C,Female,Day Scholar
STU0991,Student_0991,ECE,4,B,Male,Hostel
STU0992,Student_0992,IT,4,C,Male,Hostel
STU0993,Student_0993,AIML,4,C,Male,Day Scholar
STU0994,Student_0994,EEE,3,A,Male,Hostel
