food_id,date,meal_type,food_item,quantity_prepared,quantity_sold,quantity_wasted,cost_per_unit,total_cost
FOOD000848,2026-02-22,Dinner,Dosa,70,53,11,34.5,2415.02
FOOD000849,2026-02-23,Breakfast,Vegetable Curry,197,173,21,67.93,13383.05
FOOD000850,2026-02-23,Breakfast,Chicken Curry,240,190,43,15.07,3617.65
FOOD000851,2026-02-23,Breakfast,Sambar,80,71,3,66.06,5284.95
FOOD000852,2026-02-23,Breakfast,Biryani,199,181,12,51.69,10285.65
FOOD000853,2026-02-23,Lunch,Rice,164,149,8,17.14,2810.89
FOOD000854,2026-02-23,Lunch,Curd Rice,51,42,8,45.02,2295.9
FOOD000855,2026-02-23,Lunch,Chicken Curry,149,116,29,45.42,6768.1
FOOD000856,2026-02-23,Lunch,Biryani,206,176,30,59.18,12191.29
FOOD000857,2026-02-23,Snacks,Dal,93,70,17,72.84,6773.66
FOOD000858,2026-02-23,Snacks,Dosa,148,131,12,27.89,4127.04
FOOD000859,2026-02-23,Snacks,Sambar,212,180,26,75.11,15923.0
FOOD000860,2026-02-23,Snacks,Curd Rice,202,158,37,24.32,4912.51
FOOD000861,2026-02-23,Dinner,Rice,148,117,28,27.81,4115.48
FOOD000862,2026-02-23,Dinner,Sambar,161,126,29,46.71,7520.29
FOOD000863,2026-02-23,Dinner,Idli,150,121,27,29.72,4458.1
FOOD000864,2026-02-23,Dinner,Dosa,152,138,10,62.35,9477.57
FOOD000865,2026-02-24,Breakfast,Chicken Curry,73,54,14,47.04,3433.97
FOOD000866,2026-02-24,Breakfast,Sambar,147,136,8,47.94,7047.68
FOOD000867,2026-02-24,Breakfast,Dosa,182,147,32,51.26,9328.87
FOOD000868,2026-02-24,Breakfast,Idli,187,146,35,63.82,11934.37
FOOD000869,2026-02-24,Lunch,Chicken Curry,51,42,4,76.96,3925.12
FOOD000870,2026-02-24,Lunch,Dosa,182,168,11,54.43,9906.25
FOOD000871,2026-02-24,Lunch,Sambar,140,127,13,21.8,3052.51
FOOD000872,2026-02-24,Lunch,Curd Rice,226,186,34,41.45,9368.41
FOOD000873,2026-02-24,Snacks,Dal,60,47,7,69.44,4166.17
FOOD000874,2026-02-24,Snacks,Chapati,172,159,12,51.83,8915.3
FOOD000875,2026-02-24,Snacks,Biryani,74,65,4,76.77,5680.63
FOOD000876,2026-02-24,Snacks,Dosa,138,122,11,16.81,2319.09
FOOD000877,2026-02-24,Dinner,Chapati,225,197,21,74.53,16769.91
FOOD000878,2026-02-24,Dinner,Rice,223,189,31,48.64,10845.67
FOOD000879,2026-02-24,Dinner,Noodles,169,156,7,30.81,5206.63
FOOD000880,2026-02-24,Dinner,Biryani,249,232,13,53.93,13427.84
FOOD000881,2026-02-25,Breakfast,Vegetable Curry,206,187,17,46.13,9502.03
FOOD000882,2026-02-25,Breakfast,Noodles,86,74,9,63.27,5441.5
FOOD000883,2026-02-25,Breakfast,Dal,240,198,40,25.31,6073.89
FOOD000884,2026-02-25,Breakfast,Idli,160,134,26,68.25,10919.96
FOOD000885,2026-02-25,Lunch,Fried Rice,196,176,19,68.05,13337.0
FOOD000886,2026-02-25,Lunch,Sambar,157,149,8,41.86,6572.15
FOOD000887,2026-02-25,Lunch,Noodles,145,129,9,42.32,6135.68
FOOD000888,2026-02-25,Lunch,Chapati,109,95,9,39.13,4264.92
FOOD000889,2026-02-25,Snacks,Biryani,59,48,4,40.27,2375.72
FOOD000890,2026-02-25,Snacks,Curd Rice,106,86,18,54.14,5738.7
FOOD000891,2026-02-25,Snacks,Rice,175,152,17,21.33,3733.14
FOOD000892,2026-02-25,Snacks,Noodles,209,178,31,78.87,16483.64
FOOD000893,2026-02-25,Dinner,Chicken Curry,192,154,33,23.58,4526.69
FOOD000894,2026-02-25,Dinner,Dosa,224,193,29,18.1,4053.54
FOOD000895,2026-02-25,Dinner,Curd Rice,103,85,18,40.6,4182.31
FOOD000896,2026-02-25,Dinner,Biryani,78,68,6,75.57,5894.15
FOOD000897,2026-02-26,Breakfast,Noodles,165,143,22,34.99,5773.16
FOOD000898,2026-02-26,Breakfast,Fried Rice,118,91,20,24.96,2944.82
FOOD000899,2026-02-26,Breakfast,Biryani,140,121,12,72.26,10115.98
FOOD000900,2026-02-26,Breakfast,Dal,106,88,16,60.55,6418.17
FOOD000901,2026-02-26,Lunch,Rice,77,64,8,72.21,5560.45
FOOD000902,2026-02-26,Lunch,Dosa,138,123,13,71.14,9817.15
FOOD000903,2026-02-26,Lunch,Chicken Curry,210,184,19,48.23,10129.34
FOOD000904,2026-02-26,Lunch,Dal,211,169,36,19.18,4047.43
FOOD000905,2026-02-26,Snacks,Vegetable Curry,57,45,9,49.77,2836.92
FOOD000906,2026-02-26,Snacks,Sambar,137,130,6,63.72,8729.92
FOOD000907,2026-02-26,Snacks,Dal,184,168,12,53.21,9790.97
FOOD000908,2026-02-26,Snacks,Idli,243,198,41,33.37,8109.7
FOOD000909,2026-02-26,Dinner,Noodles,69,57,6,61.32,4230.85
FOOD000910,2026-02-26,Dinner,Rice,141,127,9,76.46,10781.3
FOOD000911,2026-02-26,Dinner,Idli,195,176,16,38.29,7467.15
FOOD000912,2026-02-26,Dinner,Vegetable Curry,239,215,21,60.47,14451.34
FOOD000913,2026-02-27,Breakfast,Noodles,222,199,20,50.54,11220.49
FOOD000914,2026-02-27,Breakfast,Fried Rice,187,159,26,77.73,14535.92
FOOD000915,2026-02-27,Breakfast,Dosa,127,116,11,28.15,3575.53
FOOD000916,2026-02-27,Breakfast,Curd Rice,86,75,8,52.92,4551.38
FOOD000917,2026-02-27,Lunch,Vegetable Curry,89,82,7,38.31,3409.91
FOOD000918,2026-02-27,Lunch,Chicken Curry,200,169,24,42.69,8538.69
FOOD000919,2026-02-27,Lunch,Dal,69,55,9,17.01,1173.75
FOOD000920,2026-02-27,Lunch,Chapati,169,146,20,64.25,10858.71
FOOD000921,2026-02-27,Snacks,Sambar,207,160,41,65.4,13538.52
FOOD000922,2026-02-27,Snacks,Dosa,115,94,19,45.11,5187.79
FOOD000923,2026-02-27,Snacks,Fried Rice,208,193,10,31.3,6510.64
FOOD000924,2026-02-27,Snacks,Curd Rice,82,68,8,59.7,4895.47
FOOD000925,2026-02-27,Dinner,Curd Rice,126,110,16,41.29,5202.05
FOOD000926,2026-02-27,Dinner,Dal,238,213,20,26.09,6209.7
FOOD000927,2026-02-27,Dinner,Chicken Curry,59,48,4,68.16,4021.2
FOOD000928,2026-02-27,Dinner,Sambar,204,175,28,16.56,3377.41
FOOD000929,2026-02-28,Breakfast,Biryani,98,92,4,42.27,4142.53
FOOD000930,2026-02-28,Breakfast,Chicken Curry,213,175,37,33.8,7199.24
FOOD000931,2026-02-28,Breakfast,Noodles,128,102,19,39.47,5052.44
FOOD000932,2026-02-28,Breakfast,Dal,218,176,39,23.15,5047.36
FOOD000933,2026-02-28,Lunch,Fried Rice,138,112,26,63.7,8790.76
FOOD000934,2026-02-28,Lunch,Chapati,206,167,34,42.39,8732.28
FOOD000935,2026-02-28,Lunch,Chicken Curry,139,116,20,19.44,2702.52
FOOD000936,2026-02-28,Lunch,Rice,203,184,16,30.37,6165.73
FOOD000937,2026-02-28,Snacks,Chicken Curry,83,67,10,77.78,6455.44
FOOD000938,2026-02-28,Snacks,Dal,157,141,16,67.1,10534.65
FOOD000939,2026-02-28,Snacks,Biryani,163,149,13,26.88,4381.04
FOOD000940,2026-02-28,Snacks,Chapati,249,205,38,23.04,5736.81
FOOD000941,2026-02-28,Dinner,Biryani,242,194,43,39.85,9643.26
FOOD000942,2026-02-28,Dinner,Rice,84,72,11,66.65,5598.47
FOOD000943,2026-02-28,Dinner,Fried Rice,67,51,10,76.86,5149.86
FOOD000944,2026-02-28,Dinner,Idli,116,95,19,34.42,3992.29
FOOD000945,2026-03-01,Breakfast,Dosa,238,206,25,78.22,18616.43
FOOD000946,2026-03-01,Breakfast,Vegetable Curry,71,57,13,59.75,4242.6
FOOD000947,2026-03-01,Breakfast,Dal,202,172,26,46.27,9345.6
FOOD000948,2026-03-01,Breakfast,Fried Rice,117,102,14,36.33,4250.32
FOOD000949,2026-03-01,Lunch,Sambar,229,183,43,18.08,4139.97
FOOD000950,2026-03-01,Lunch,Rice,229,198,27,15.4,3526.58
FOOD000951,2026-03-01,Lunch,Noodles,116,95,19,78.19,9069.64
FOOD000952,2026-03-01,Lunch,Chicken Curry,249,224,20,47.01,11706.62
FOOD000953,2026-03-01,Snacks,Vegetable Curry,157,134,20,28.45,4466.49
FOOD000954,2026-03-01,Snacks,Chicken Curry,185,148,36,44.99,8322.95
FOOD000955,2026-03-01,Snacks,Idli,145,119,25,75.88,11002.69
FOOD000956,2026-03-01,Snacks,Dal,232,196,36,16.9,3919.91
FOOD000957,2026-03-01,Dinner,Chicken Curry,97,84,10,36.51,3541.21
FOOD000958,2026-03-01,Dinner,Vegetable Curry,83,68,8,45.46,3772.84
FOOD000959,2026-03-01,Dinner,Rice,157,140,17,77.97,12242.01
FOOD000960,2026-03-01,Dinner,Curd Rice,246,218,25,76.1,18719.53
FOOD000961,2026-03-02,Breakfast,Dal,106,87,16,55.85,5920.4
FOOD000962,2026-03-02,Breakfast,Fried Rice,243,218,22,73.1,17764.29
FOOD000963,2026-03-02,Breakfast,Sambar,77,67,9,76.29,5874.5
FOOD000964,2026-03-02,Breakfast,Chicken Curry,102,92,9,68.23,6959.85
FOOD000965,2026-03-02,Lunch,Noodles,114,94,15,27.03,3081.63
FOOD000966,2026-03-02,Lunch,Idli,79,69,4,79.31,6265.56
FOOD000967,2026-03-02,Lunch,Fried Rice,123,111,5,63.25,7779.98
FOOD000968,2026-03-02,Lunch,Rice,126,115,8,54.11,6817.4
FOOD000969,2026-03-02,Snacks,Fried Rice,126,95,24,21.64,2727.15
FOOD000970,2026-03-02,Snacks,Chicken Curry,186,151,35,21.94,4080.41
FOOD000971,2026-03-02,Snacks,Vegetable Curry,121,97,17,77.88,9423.32
FOOD000972,2026-03-02,Snacks,Idli,149,122,21,75.96,11318.73
FOOD000973,2026-03-02,Dinner,Chapati,248,198,43,58.75,14570.95
FOOD000974,2026-03-02,Dinner,Biryani,246,223,17,37.69,9271.78
FOOD000975,2026-03-02,Dinner,Idli,104,92,9,72.62,7552.57
FOOD000976,2026-03-02,Dinner,Dosa,72,57,9,30.06,2164.18
FOOD000977,2026-03-03,Breakfast,Fried Rice,68,59,5,16.76,1139.41
FOOD000978,2026-03-03,Breakfast,Dosa,60,47,11,37.0,2219.8
FOOD000979,2026-03-03,Breakfast,Vegetable Curry,242,217,19,41.8,10114.46
FOOD000980,2026-03-03,Breakfast,Chapati,156,136,19,18.75,2925.36
FOOD000981,2026-03-03,Lunch,Biryani,130,117,9,66.15,8599.08
FOOD000982,2026-03-03,Lunch,Vegetable Curry,242,229,10,44.05,10658.93
FOOD000983,2026-03-03,Lunch,Curd Rice,51,41,8,79.29,4043.63
FOOD000984,2026-03-03,Lunch,Idli,73,62,11,34.76,2537.21
FOOD000985,2026-03-03,Snacks,Chicken Curry,167,147,17,32.51,5428.99
FOOD000986,2026-03-03,Snacks,Rice,118,97,18,64.77,7642.74
FOOD000987,2026-03-03,Snacks,Curd Rice,141,113,26,71.06,10019.42
FOOD000988,2026-03-03,Snacks,Idli,93,78,13,31.45,2924.59
FOOD000989,2026-03-03,Dinner,Dosa,197,180,10,34.44,6784.63
FOOD000990,2026-03-03,Dinner,Curd Rice,170,139,24,49.66,8441.54
FOOD000991,2026-03-03,Dinner,Dal,211,172,39,37.75,7964.4
FOOD000992,2026-03-03,Dinner,Biryani,72,59,9,33.06,2380.08
FOOD000993,2026-03-04,Breakfast,Dal,244,197,40,70.92,17304.76
FOOD000994,2026-03-04,Breakfast,Fried Rice,82,71,4,32.57,2670.71
FOOD000995,2026-03-04,Breakfast,Sambar,77,74,3,69.85,5378.13
FOOD000996,2026-03-04,Breakfast,Rice,103,86,15,16.75,1725.22
FOOD000997,2026-03-04,Lunch,Rice,74,63,5,51.29,3795.21
FOOD000998,2026-03-04,Lunch,Dal,78,62,12,35.06,2734.95
FOOD000999,2026-03-04,Lunch,Biryani,51,45,5,78.73,4015.06
FOOD001000,2026-03-04,Lunch,Noodles,142,121,15,17.76,2522.47
FOOD001001,2026-03-04,Snacks,Dal,111,91,20,15.99,1775.11
FOOD001002,2026-03-04,Snacks,Rice,188,156,28,48.11,9043.85
FOOD001003,2026-03-04,Snacks,Sambar,234,207,22,38.5,9009.68
FOOD001004,2026-03-04,Snacks,Chapati,162,144,13,76.28,12357.97
FOOD001005,2026-03-04,Dinner,Chapati,227,187,33,30.23,6862.53
FOOD001006,2026-03-04,Dinner,Vegetable Curry,128,115,9,24.29,3109.53
FOOD001007,2026-03-04,Dinner,Idli,166,137,27,22.57,3746.99
FOOD001008,2026-03-04,Dinner,Rice,79,66,11,35.43,2799.27
FOOD001009,2026-03-05,Breakfast,Curd Rice,88,72,16,55.3,4866.27
FOOD001010,2026-03-05,Breakfast,Chapati,106,88,16,52.0,5511.57
FOOD001011,2026-03-05,Breakfast,Noodles,113,89,20,47.88,5410.74
FOOD001012,2026-03-05,Breakfast,Dosa,98,82,11,54.57,5347.64
FOOD001013,2026-03-05,Lunch,Idli,189,159,29,36.64,6924.16
FOOD001014,2026-03-05,Lunch,Dosa,155,146,6,50.83,7877.88
FOOD001015,2026-03-05,Lunch,Noodles,95,80,9,40.45,3842.47
FOOD001016,2026-03-05,Lunch,Vegetable Curry,144,119,18,52.49,7558.58
FOOD001017,2026-03-05,Snacks,Rice,75,64,7,56.71,4253.2
FOOD001018,2026-03-05,Snacks,Idli,242,194,43,24.5,5929.89
FOOD001019,2026-03-05,Snacks,Biryani,159,127,27,54.07,8596.62
FOOD001020,2026-03-05,Snacks,Curd Rice,166,155,8,30.02,4982.97
FOOD001021,2026-03-05,Dinner,Noodles,148,117,29,29.3,4335.95
FOOD001022,2026-03-05,Dinner,Rice,185,154,24,24.78,4583.49
FOOD001023,2026-03-05,Dinner,Vegetable Curry,218,187,24,63.78,13903.18
FOOD001024,2026-03-05,Dinner,Chicken Curry,108,90,15,28.07,3031.48
FOOD001025,2026-03-06,Breakfast,Rice,246,212,27,65.62,16141.66
FOOD001026,2026-03-06,Breakfast,Biryani,55,51,4,69.16,3804.05
FOOD001027,2026-03-06,Breakfast,Noodles,197,173,18,46.58,9176.26
FOOD001028,2026-03-06,Breakfast,Sambar,97,82,14,55.97,5428.83
FOOD001029,2026-03-06,Lunch,Chicken Curry,111,94,16,76.18,8456.18
FOOD001030,2026-03-06,Lunch,Dosa,75,67,6,54.41,4080.78
FOOD001031,2026-03-06,Lunch,Noodles,69,56,12,45.41,3133.53
FOOD001032,2026-03-06,Lunch,Idli,239,210,23,57.77,13806.43
FOOD001033,2026-03-06,Snacks,Dal,140,131,9,18.64,2610.04
FOOD001034,2026-03-06,Snacks,Dosa,54,47,3,30.46,1644.99
FOOD001035,2026-03-06,Snacks,Sambar,235,218,14,42.77,10049.95
FOOD001036,2026-03-06,Snacks,Rice,151,130,19,60.13,9079.09
FOOD001037,2026-03-06,Dinner,Dal,140,116,24,73.59,10302.81
FOOD001038,2026-03-06,Dinner,Dosa,140,117,21,76.57,10719.89
FOOD001039,2026-03-06,Dinner,Chicken Curry,147,124,16,29.53,4341.2
FOOD001040,2026-03-06,Dinner,Fried Rice,70,59,4,30.72,2150.3
FOOD001041,2026-03-07,Breakfast,Chapati,155,136,14,67.47,10457.36
FOOD001042,2026-03-07,Breakfast,Sambar,235,187,43,59.14,13897.22
FOOD001043,2026-03-07,Breakfast,Chicken Curry,132,124,8,55.6,7338.96
FOOD001044,2026-03-07,Breakfast,Curd Rice,172,157,15,33.79,5811.87
FOOD001045,2026-03-07,Lunch,Rice,174,143,30,21.64,3766.19
FOOD001046,2026-03-07,Lunch,Dosa,230,198,26,56.97,13102.36
FOOD001047,2026-03-07,Lunch,Sambar,75,68,4,40.22,3016.38
FOOD001048,2026-03-07,Lunch,Curd Rice,207,190,10,24.36,5042.98
FOOD001049,2026-03-07,Snacks,Curd Rice,120,103,12,67.98,8157.33
FOOD001050,2026-03-07,Snacks,Noodles,212,176,29,51.92,11006.64
FOOD001051,2026-03-07,Snacks,Dal,86,71,8,57.56,4950.04
FOOD001052,2026-03-07,Snacks,Vegetable Curry,234,184,45,52.61,12311.5
FOOD001053,2026-03-07,Dinner,Chapati,128,108,17,53.18,6806.7
FOOD001054,2026-03-07,Dinner,Biryani,111,100,5,45.08,5004.28
FOOD001055,2026-03-07,Dinner,Noodles,90,73,12,38.69,3482.28
FOOD001056,2026-03-07,Dinner,Idli,239,226,12,64.63,15447.66
FOOD001057,2026-03-08,Breakfast,Rice,113,99,11,26.52,2997.29
FOOD001058,2026-03-08,Breakfast,Noodles,96,82,11,23.37,2243.11
FOOD001059,2026-03-08,Breakfast,Sambar,222,194,25,79.96,17751.6
FOOD001060,2026-03-08,Breakfast,Chicken Curry,102,89,7,66.99,6833.16
FOOD001061,2026-03-08,Lunch,Chapati,144,131,13,56.69,8163.68
FOOD001062,2026-03-08,Lunch,Rice,130,112,11,32.28,4196.04
FOOD001063,2026-03-08,Lunch,Chicken Curry,124,107,16,53.29,6607.85
FOOD001064,2026-03-08,Lunch,Biryani,189,173,13,38.07,7194.76
FOOD001065,2026-03-08,Snacks,Vegetable Curry,192,179,12,34.28,6581.29
FOOD001066,2026-03-08,Snacks,Curd Rice,96,86,8,27.36,2626.29
FOOD001067,2026-03-08,Snacks,Dal,88,65,16,51.04,4491.59
FOOD001068,2026-03-08,Snacks,Rice,203,164,36,55.5,11265.65
FOOD001069,2026-03-08,Dinner,Chapati,75,64,6,61.18,4588.51
FOOD001070,2026-03-08,Dinner,Idli,50,40,5,20.93,1046.29
FOOD001071,2026-03-08,Dinner,Vegetable Curry,152,134,16,32.68,4967.69
FOOD001072,2026-03-08,Dinner,Fried Rice,225,184,39,73.54,16545.65
FOOD001073,2026-03-09,Breakfast,Fried Rice,68,62,3,18.34,1247.15
FOOD001074,2026-03-09,Breakfast,Biryani,91,80,8,52.12,4743.33
FOOD001075,2026-03-09,Breakfast,Dosa,116,90,20,15.81,1833.92
FOOD001076,2026-03-09,Breakfast,Dal,55,45,9,59.05,3247.91
FOOD001077,2026-03-09,Lunch,Dal,219,207,11,47.86,10481.61
FOOD001078,2026-03-09,Lunch,Chicken Curry,58,48,3,28.54,1655.46
FOOD001079,2026-03-09,Lunch,Curd Rice,116,99,13,28.33,3286.04
FOOD001080,2026-03-09,Lunch,Chapati,199,164,31,58.16,11573.74
FOOD001081,2026-03-09,Snacks,Idli,53,48,4,56.42,2990.14
FOOD001082,2026-03-09,Snacks,Dal,159,126,29,58.46,9295.64
FOOD001083,2026-03-09,Snacks,Chicken Curry,109,96,10,25.76,2807.73
FOOD001084,2026-03-09,Snacks,Rice,99,88,4,70.04,6934.12
FOOD001085,2026-03-09,Dinner,Curd Rice,100,87,11,20.76,2075.92
FOOD001086,2026-03-09,Dinner,Chapati,51,36,8,63.3,3228.45
FOOD001087,2026-03-09,Dinner,Sambar,155,142,8,16.96,2629.28
FOOD001088,2026-03-09,Dinner,Dal,102,83,16,27.09,2763.68
FOOD001089,2026-03-10,Breakfast,Rice,143,114,27,25.88,3700.49
FOOD001090,2026-03-10,Breakfast,Curd Rice,190,150,35,46.09,8756.41
FOOD001091,2026-03-10,Breakfast,Fried Rice,186,170,13,68.19,12682.51
FOOD001092,2026-03-10,Breakfast,Sambar,202,194,8,67.98,13731.39
FOOD001093,2026-03-10,Lunch,Sambar,190,162,25,75.83,14407.29
FOOD001094,2026-03-10,Lunch,Dosa,220,194,19,58.71,12915.29
FOOD001095,2026-03-10,Lunch,Idli,68,54,12,27.72,1885.28
FOOD001096,2026-03-10,Lunch,Dal,117,89,22,38.79,4537.95
FOOD001097,2026-03-10,Snacks,Curd Rice,139,126,11,36.14,5023.26
FOOD001098,2026-03-10,Snacks,Vegetable Curry,88,84,4,51.47,4529.63
FOOD001099,2026-03-10,Snacks,Biryani,219,184,34,66.7,14606.68
FOOD001100,2026-03-10,Snacks,Rice,65,53,5,48.26,3136.77
FOOD001101,2026-03-10,Dinner,Chapati,119,104,12,64.88,7720.49
FOOD001102,2026-03-10,Dinner,Dal,86,79,3,44.72,3846.3
FOOD001103,2026-03-10,Dinner,Curd Rice,212,172,35,62.3,13206.76
FOOD001104,2026-03-10,Dinner,Dosa,190,167,22,62.42,11859.61
FOOD001105,2026-03-11,Breakfast,Rice,110,89,16,17.75,1952.49
FOOD001106,2026-03-11,Breakfast,Dosa,100,77,19,67.1,6710.39
FOOD001107,2026-03-11,Breakfast,Fried Rice,64,61,3,50.63,3240.0
FOOD001108,2026-03-11,Breakfast,Sambar,176,164,11,32.93,5795.77
FOOD001109,2026-03-11,Lunch,Vegetable Curry,237,200,30,48.86,11579.12
FOOD001110,2026-03-11,Lunch,Dal,149,137,12,18.42,2744.87
FOOD001111,2026-03-11,Lunch,Dosa,51,41,3,79.06,4032.26
FOOD001112,2026-03-11,Lunch,Chapati,240,190,46,50.87,12207.79
FOOD001113,2026-03-11,Snacks,Chapati,221,184,30,36.46,8056.65
FOOD001114,2026-03-11,Snacks,Biryani,194,177,14,57.5,11154.78
FOOD001115,2026-03-11,Snacks,Vegetable Curry,218,202,9,46.05,10038.46
FOOD001116,2026-03-11,Snacks,Fried Rice,242,200,36,54.61,13215.58
FOOD001117,2026-03-11,Dinner,Dal,74,65,8,76.4,5653.71
FOOD001118,2026-03-11,Dinner,Rice,72,64,5,52.7,3794.3
FOOD001119,2026-03-11,Dinner,Curd Rice,236,187,42,57.99,13686.46
FOOD001120,2026-03-11,Dinner,Sambar,143,130,12,69.5,9938.86
FOOD001121,2026-03-12,Breakfast,Dosa,178,153,19,58.5,10412.65
FOOD001122,2026-03-12,Breakfast,Chicken Curry,192,172,17,41.28,7926.36
FOOD001123,2026-03-12,Breakfast,Idli,97,79,11,64.86,6291.86
FOOD001124,2026-03-12,Breakfast,Curd Rice,155,137,16,54.1,8385.02
FOOD001125,2026-03-12,Lunch,Chicken Curry,112,99,10,64.09,7177.93
FOOD001126,2026-03-12,Lunch,Biryani,124,109,13,35.17,4361.15
FOOD001127,2026-03-12,Lunch,Dosa,215,177,37,69.62,14969.04
FOOD001128,2026-03-12,Lunch,Noodles,201,179,19,48.21,9689.88
FOOD001129,2026-03-12,Snacks,Curd Rice,140,123,10,37.5,5250.55
FOOD001130,2026-03-12,Snacks,Rice,151,128,19,36.52,5513.91
FOOD001131,2026-03-12,Snacks,Idli,132,108,22,34.01,4489.88
FOOD001132,2026-03-12,Snacks,Vegetable Curry,132,116,13,34.5,4553.64
FOOD001133,2026-03-12,Dinner,Vegetable Curry,76,59,12,18.02,1369.88
FOOD001134,2026-03-12,Dinner,Chapati,125,114,5,48.06,6007.5
FOOD001135,2026-03-12,Dinner,Idli,88,83,3,47.87,4212.87
FOOD001136,2026-03-12,Dinner,Chicken Curry,204,163,37,38.46,7846.74
FOOD001137,2026-03-13,Breakfast,Fried Rice,130,105,20,37.56,4883.45
FOOD001138,2026-03-13,Breakfast,Noodles,178,156,22,19.61,3490.86
FOOD001139,2026-03-13,Breakfast,Biryani,114,96,14,77.52,8837.25
FOOD001140,2026-03-13,Breakfast,Dal,55,44,10,41.21,2266.48
FOOD001141,2026-03-13,Lunch,Chicken Curry,98,84,14,74.87,7337.0
FOOD001142,2026-03-13,Lunch,Noodles,61,46,9,19.47,1187.42
FOOD001143,2026-03-13,Lunch,Vegetable Curry,109,92,14,49.25,5367.92
FOOD001144,2026-03-13,Lunch,Curd Rice,156,129,23,57.48,8966.19
FOOD001145,2026-03-13,Snacks,Biryani,118,103,13,20.16,2378.97
FOOD001146,2026-03-13,Snacks,Dosa,124,100,20,49.58,6148.49
FOOD001147,2026-03-13,Snacks,Idli,73,64,5,46.24,3375.21
FOOD001148,2026-03-13,Snacks,Vegetable Curry,247,221,25,75.76,18712.15
FOOD001149,2026-03-13,Dinner,Dosa,128,100,21,27.07,3464.6
FOOD001150,2026-03-13,Dinner,Fried Rice,221,202,14,43.68,9653.93
FOOD001151,2026-03-13,Dinner,Rice,235,188,42,56.17,13201.05
FOOD001152,2026-03-13,Dinner,Biryani,144,111,26,58.4,8409.94
FOOD001153,2026-03-14,Breakfast,Dal,158,133,25,20.18,3187.81
FOOD001154,2026-03-14,Breakfast,Biryani,138,128,6,53.32,7357.88
FOOD001155,2026-03-14,Breakfast,Curd Rice,127,104,20,53.77,6828.7
FOOD001156,2026-03-14,Breakfast,Chapati,242,201,41,45.65,11048.0
FOOD001157,2026-03-14,Lunch,Sambar,174,147,26,74.67,12992.68
FOOD001158,2026-03-14,Lunch,Dal,200,174,24,58.82,11763.37
FOOD001159,2026-03-14,Lunch,Chapati,176,161,10,48.01,8449.97
FOOD001160,2026-03-14,Lunch,Idli,188,168,19,32.0,6016.33
FOOD001161,2026-03-14,Snacks,Chapati,61,52,6,55.43,3381.43
FOOD001162,2026-03-14,Snacks,Sambar,239,209,26,72.58,17346.16
FOOD001163,2026-03-14,Snacks,Idli,81,71,5,78.47,6356.46
FOOD001164,2026-03-14,Snacks,Fried Rice,120,96,23,27.85,3341.44
FOOD001165,2026-03-14,Dinner,Dal,207,182,18,62.5,12937.76
FOOD001166,2026-03-14,Dinner,Idli,62,50,11,43.02,2667.02
FOOD001167,2026-03-14,Dinner,Curd Rice,86,71,8,73.66,6334.89
FOOD001168,2026-03-14,Dinner,Noodles,170,137,27,46.97,7985.04
FOOD001169,2026-03-15,Breakfast,Noodles,96,74,18,55.1,5289.2
FOOD001170,2026-03-15,Breakfast,Chicken Curry,118,100,14,58.65,6920.33
FOOD001171,2026-03-15,Breakfast,Chapati,140,119,18,77.2,10808.01
FOOD001172,2026-03-15,Breakfast,Dosa,129,109,20,48.15,6211.96
FOOD001173,2026-03-15,Lunch,Biryani,87,67,15,24.66,2145.7
FOOD001174,2026-03-15,Lunch,Vegetable Curry,200,161,34,15.79,3158.25
FOOD001175,2026-03-15,Lunch,Rice,244,228,13,19.63,4790.5
FOOD001176,2026-03-15,Lunch,Noodles,77,65,8,74.7,5752.0
FOOD001177,2026-03-15,Snacks,Chicken Curry,97,88,5,22.88,2219.48
FOOD001178,2026-03-15,Snacks,Vegetable Curry,132,120,10,23.26,3070.07
FOOD001179,2026-03-15,Snacks,Biryani,157,126,27,50.88,7987.74
FOOD001180,2026-03-15,Snacks,Sambar,168,142,23,28.56,4798.74
FOOD001181,2026-03-15,Dinner,Idli,70,54,10,38.37,2685.76
FOOD001182,2026-03-15,Dinner,Noodles,70,66,2,43.77,3064.2
FOOD001183,2026-03-15,Dinner,Dal,236,217,19,71.24,16812.94
FOOD001184,2026-03-15,Dinner,Sambar,206,164,40,28.57,5885.69
FOOD001185,2026-03-16,Breakfast,Chicken Curry,71,56,13,29.99,2129.14
FOOD001186,2026-03-16,Breakfast,Idli,51,40,4,24.18,1233.08
FOOD001187,2026-03-16,Breakfast,Dosa,100,94,5,70.15,7015.47
FOOD001188,2026-03-16,Breakfast,Biryani,110,92,14,56.72,6238.79
FOOD001189,2026-03-16,Lunch,Rice,81,65,14,40.67,3294.39
FOOD001190,2026-03-16,Lunch,Chapati,109,95,9,43.31,4720.75
FOOD001191,2026-03-16,Lunch,Biryani,132,124,6,67.32,8885.93
FOOD001192,2026-03-16,Lunch,Vegetable Curry,82,65,13,77.59,6362.42
FOOD001193,2026-03-16,Snacks,Dal,111,91,19,16.92,1878.14
FOOD001194,2026-03-16,Snacks,Chapati,177,145,30,37.64,6661.59
FOOD001195,2026-03-16,Snacks,Rice,76,66,4,58.19,4422.14
FOOD001196,2026-03-16,Snacks,Biryani,238,199,34,17.82,4241.48
FOOD001197,2026-03-16,Dinner,Dosa,161,147,7,34.18,5502.24
