attendance_id,student_id,date,subject,status
ATT019071,STU0382,2026-01-07,Structures,Present
ATT019072,STU0382,2026-03-08,Structures,Absent
ATT019073,STU0382,2026-06-24,Concrete,Present
ATT019074,STU0382,2026-06-23,Concrete,Present
ATT019075,STU0382,2026-07-14,Geotechnical,Present
ATT019076,STU0382,2026-05-08,Concrete,Present
ATT019077,STU0382,2026-07-12,Surveying,Present
ATT019078,STU0382,2026-05-24,Surveying,Present
ATT019079,STU0382,2026-06-01,Concrete,Present
ATT019080,STU0382,2026-01-13,Surveying,Present
ATT019081,STU0382,2026-07-21,Geotechnical,Present
ATT019082,STU0382,2026-03-25,Structures,Present
ATT019083,STU0382,2026-04-08,Structures,Present
ATT019084,STU0382,2026-01-20,Structures,Present
ATT019085,STU0382,2026-02-21,Surveying,Present
ATT019086,STU0382,2026-08-22,Geotechnical,Present
ATT019087,STU0382,2026-04-12,Structures,Present
ATT019088,STU0382,2026-08-07,Structures,Present
ATT019089,STU0382,2026-08-24,Surveying,Present
ATT019090,STU0382,2026-05-07,Geotechnical,Absent
ATT019091,STU0382,2026-03-20,Surveying,Present
ATT019092,STU0382,2026-02-18,Structures,Absent
ATT019093,STU0382,2026-02-22,Structures,Present
ATT019094,STU0382,2026-05-12,Surveying,Present
ATT019095,STU0382,2026-07-27,Geotechnical,Present
ATT019096,STU0382,2026-02-01,Structures,Absent
ATT019097,STU0382,2026-07-22,Concrete,Present
ATT019098,STU0382,2026-07-03,Geotechnical,Present
ATT019099,STU0382,2026-04-21,Structures,Present
ATT019100,STU0382,2026-01-11,Surveying,Present
ATT019101,STU0383,2026-02-01,Web Development,Present
ATT019102,STU0383,2026-07-06,DBMS,Present
ATT019103,STU0383,2026-04-11,Python,Absent
ATT019104,STU0383,2026-02-03,Web Development,Present
ATT019105,STU0383,2026-08-21,DBMS,Present
ATT019106,STU0383,2026-04-26,Web Development,Present
ATT019107,STU0383,2026-05-09,Python,Present
ATT019108,STU0383,2026-06-20,Networks,Present
ATT019109,STU0383,2026-07-04,Networks,Present
ATT019110,STU0383,2026-08-30,Python,Present
ATT019111,STU0383,2026-06-02,Web Development,Absent
ATT019112,STU0383,2026-02-25,Networks,Present
ATT019113,STU0383,2026-07-15,DBMS,Present
ATT019114,STU0383,2026-05-28,Python,Present
ATT019115,STU0383,2026-05-21,Web Development,Present
ATT019116,STU0383,2026-03-29,DBMS,Present
ATT019117,STU0383,2026-03-23,DBMS,Present
ATT019118,STU0383,2026-04-30,Web Development,Present
ATT019119,STU0383,2026-05-26,DBMS,Present
ATT019120,STU0383,2026-01-21,DBMS,Present
ATT019121,STU0383,2026-04-12,DBMS,Present
ATT019122,STU0383,2026-06-14,DBMS,Present
ATT019123,STU0383,2026-08-09,Python,Present
ATT019124,STU0383,2026-05-23,Python,Present
ATT019125,STU0383,2026-03-27,DBMS,Present
ATT019126,STU0383,2026-06-15,Python,Present
ATT019127,STU0383,2026-07-28,Python,Present
ATT019128,STU0383,2026-06-21,Python,Present
ATT019129,STU0383,2026-06-09,Web Development,Present
ATT019130,STU0383,2026-05-06,Python,Absent
ATT019131,STU0383,2026-03-21,Python,Present
ATT019132,STU0383,2026-04-13,Networks,Present
ATT019133,STU0383,2026-02-24,Web Development,Present
ATT019134,STU0383,2026-03-04,DBMS,Absent
ATT019135,STU0383,2026-06-26,Networks,Absent
ATT019136,STU0383,2026-07-30,Python,Present
ATT019137,STU0383,2026-02-04,Web Development,Present
ATT019138,STU0383,2026-02-07,Networks,Present
ATT019139,STU0383,2026-08-20,Python,Present
ATT019140,STU0383,2026-07-13,Web Development,Present
ATT019141,STU0383,2026-03-15,DBMS,Present
ATT019142,STU0383,2026-03-12,Web Development,Present
ATT019143,STU0383,2026-01-03,Python,Present
ATT019144,STU0383,2026-06-01,Networks,Present
ATT019145,STU0383,2026-05-24,Networks,Present
ATT019146,STU0383,2026-01-29,Python,Present
ATT019147,STU0383,2026-04-25,Networks,Present
ATT019148,STU0383,2026-01-25,Python,Present
ATT019149,STU0383,2026-04-27,Web Development,Absent
ATT019150,STU0383,2026-05-19,Networks,Present
ATT019151,STU0384,2026-07-05,Geotechnical,Present
ATT019152,STU0384,2026-01-08,Structures,Present
ATT019153,STU0384,2026-03-12,Surveying,Present
ATT019154,STU0384,2026-06-12,Concrete,Absent
ATT019155,STU0384,2026-06-18,Structures,Present
ATT019156,STU0384,2026-08-06,Geotechnical,Present
ATT019157,STU0384,2026-06-16,Surveying,Present
ATT019158,STU0384,2026-07-17,Structures,Present
ATT019159,STU0384,2026-07-30,Concrete,Absent
ATT019160,STU0384,2026-05-24,Geotechnical,Present
ATT019161,STU0384,2026-02-21,Surveying,Absent
ATT019162,STU0384,2026-07-27,Surveying,Absent
ATT019163,STU0384,2026-05-13,Geotechnical,Present
ATT019164,STU0384,2026-06-11,Concrete,Present
ATT019165,STU0384,2026-05-18,Geotechnical,Present
ATT019166,STU0384,2026-03-11,Structures,Present
ATT019167,STU0384,2026-03-05,Surveying,Present
ATT019168,STU0384,2026-08-22,Structures,Present
ATT019169,STU0384,2026-06-10,Structures,Present
ATT019170,STU0384,2026-03-31,Geotechnical,Present
ATT019171,STU0384,2026-04-27,Structures,Present
ATT019172,STU0384,2026-05-09,Surveying,Present
ATT019173,STU0384,2026-02-25,Surveying,Absent
ATT019174,STU0384,2026-02-24,Concrete,Present
ATT019175,STU0384,2026-04-13,Geotechnical,Present
ATT019176,STU0384,2026-04-07,Concrete,Present
ATT019177,STU0384,2026-05-19,Surveying,Present
ATT019178,STU0384,2026-01-28,Structures,Present
ATT019179,STU0384,2026-02-23,Geotechnical,Present
ATT019180,STU0384,2026-02-11,Concrete,Present
ATT019181,STU0384,2026-04-06,Concrete,Present
ATT019182,STU0384,2026-01-22,Surveying,Absent
ATT019183,STU0384,2026-07-20,Geotechnical,Present
ATT019184,STU0384,2026-07-26,Surveying,Present
ATT019185,STU0384,2026-02-02,Structures,Present
ATT019186,STU0384,2026-01-12,Structures,Present
ATT019187,STU0384,2026-04-23,Concrete,Present
ATT019188,STU0384,2026-08-02,Surveying,Present
ATT019189,STU0384,2026-07-31,Structures,Absent
ATT019190,STU0384,2026-06-06,Structures,Absent
ATT019191,STU0384,2026-05-03,Surveying,Present
ATT019192,STU0384,2026-07-28,Geotechnical,Present
ATT019193,STU0384,2026-07-14,Surveying,Present
ATT019194,STU0384,2026-01-24,Concrete,Present
ATT019195,STU0384,2026-05-07,Geotechnical,Present
ATT019196,STU0384,2026-06-04,Concrete,Present
ATT019197,STU0384,2026-06-13,Surveying,Present
ATT019198,STU0384,2026-04-30,Concrete,Present
ATT019199,STU0384,2026-08-12,Concrete,Absent
ATT019200,STU0384,2026-03-17,Structures,Present
ATT019201,STU0385,2026-05-05,Surveying,Present
ATT019202,STU0385,2026-07-19,Geotechnical,Present
ATT019203,STU0385,2026-01-02,Structures,Present
ATT019204,STU0385,2026-07-09,Surveying,Present
ATT019205,STU0385,2026-02-16,Surveying,Present
ATT019206,STU0385,2026-01-15,Concrete,Absent
ATT019207,STU0385,2026-08-21,Geotechnical,Present
ATT019208,STU0385,2026-05-19,Concrete,Present
ATT019209,STU0385,2026-05-09,Geotechnical,Present
ATT019210,STU0385,2026-08-09,Structures,Present
ATT019211,STU0385,2026-05-11,Structures,Present
ATT019212,STU0385,2026-06-25,Geotechnical,Present
ATT019213,STU0385,2026-02-26,Geotechnical,Present
ATT019214,STU0385,2026-07-30,Surveying,Present
ATT019215,STU0385,2026-07-31,Surveying,Present
ATT019216,STU0385,2026-05-21,Surveying,Present
ATT019217,STU0385,2026-03-02,Geotechnical,Present
ATT019218,STU0385,2026-02-04,Surveying,Absent
ATT019219,STU0385,2026-04-24,Structures,Present
ATT019220,STU0385,2026-03-09,Concrete,Present
ATT019221,STU0385,2026-07-20,Concrete,Present
ATT019222,STU0385,2026-04-06,Structures,Absent
ATT019223,STU0385,2026-03-30,Structures,Present
ATT019224,STU0385,2026-06-29,Structures,Present
ATT019225,STU0385,2026-05-12,Structures,Present
ATT019226,STU0385,2026-02-14,Surveying,Present
ATT019227,STU0385,2026-03-11,Structures,Absent
ATT019228,STU0385,2026-06-26,Structures,Present
ATT019229,STU0385,2026-01-18,Geotechnical,Present
ATT019230,STU0385,2026-02-06,Surveying,Present
ATT019231,STU0385,2026-07-24,Surveying,Present
ATT019232,STU0385,2026-05-01,Surveying,Present
ATT019233,STU0385,2026-01-20,Structures,Present
ATT019234,STU0385,2026-02-20,Structures,Present
ATT019235,STU0385,2026-04-25,Geotechnical,Absent
ATT019236,STU0385,2026-01-14,Structures,Present
ATT019237,STU0385,2026-02-12,Structures,Present
ATT019238,STU0385,2026-08-20,Structures,Present
ATT019239,STU0385,2026-04-28,Concrete,Present
ATT019240,STU0385,2026-07-07,Geotechnical,Absent
ATT019241,STU0385,2026-08-30,Structures,Present
ATT019242,STU0385,2026-04-17,Concrete,Present
ATT019243,STU0385,2026-08-15,Structures,Present
ATT019244,STU0385,2026-01-26,Surveying,Present
ATT019245,STU0385,2026-03-15,Geotechnical,Present
ATT019246,STU0385,2026-01-28,Structures,Present
ATT019247,STU0385,2026-04-13,Surveying,Present
ATT019248,STU0385,2026-04-08,Concrete,Present
ATT019249,STU0385,2026-04-27,Geotechnical,Present
ATT019250,STU0385,2026-08-16,Structures,Present
ATT019251,STU0386,2026-07-29,Concrete,Present
ATT019252,STU0386,2026-02-24,Surveying,Present
ATT019253,STU0386,2026-08-07,Concrete,Present
ATT019254,STU0386,2026-06-15,Structures,Absent
ATT019255,STU0386,2026-01-21,Surveying,Present
ATT019256,STU0386,2026-06-01,Geotechnical,Absent
ATT019257,STU0386,2026-05-06,Surveying,Absent
ATT019258,STU0386,2026-02-04,Geotechnical,Absent
ATT019259,STU0386,2026-08-27,Concrete,Absent
ATT019260,STU0386,2026-04-16,Structures,Absent
ATT019261,STU0386,2026-08-28,Structures,Present
ATT019262,STU0386,2026-01-05,Surveying,Present
ATT019263,STU0386,2026-02-22,Structures,Present
ATT019264,STU0386,2026-01-10,Concrete,Present
ATT019265,STU0386,2026-06-14,Geotechnical,Absent
ATT019266,STU0386,2026-04-20,Geotechnical,Present
ATT019267,STU0386,2026-02-02,Structures,Present
ATT019268,STU0386,2026-02-08,Surveying,Present
ATT019269,STU0386,2026-02-28,Concrete,Present
ATT019270,STU0386,2026-05-18,Surveying,Present
ATT019271,STU0386,2026-02-21,Geotechnical,Absent
ATT019272,STU0386,2026-07-13,Surveying,Present
ATT019273,STU0386,2026-01-09,Surveying,Present
ATT019274,STU0386,2026-08-25,Structures,Absent
ATT019275,STU0386,2026-04-03,Structures,Present
ATT019276,STU0386,2026-01-20,Surveying,Present
ATT019277,STU0386,2026-05-24,Structures,Present
ATT019278,STU0386,2026-08-17,Structures,Present
ATT019279,STU0386,2026-01-27,Geotechnical,Present
ATT019280,STU0386,2026-03-14,Structures,Present
ATT019281,STU0386,2026-03-20,Geotechnical,Present
ATT019282,STU0386,2026-06-16,Surveying,Present
ATT019283,STU0386,2026-06-23,Structures,Present
ATT019284,STU0386,2026-07-23,Geotechnical,Present
ATT019285,STU0386,2026-04-10,Concrete,Present
ATT019286,STU0386,2026-07-02,Structures,Present
ATT019287,STU0386,2026-08-24,Concrete,Present
ATT019288,STU0386,2026-08-05,Surveying,Present
ATT019289,STU0386,2026-01-18,Structures,Absent
ATT019290,STU0386,2026-02-17,Concrete,Present
ATT019291,STU0386,2026-07-22,Concrete,Present
ATT019292,STU0386,2026-07-09,Surveying,Present
ATT019293,STU0386,2026-03-01,Concrete,Present
ATT019294,STU0386,2026-02-13,Geotechnical,Present
ATT019295,STU0386,2026-04-06,Geotechnical,Present
ATT019296,STU0386,2026-01-15,Geotechnical,Present
ATT019297,STU0386,2026-06-11,Surveying,Present
ATT019298,STU0386,2026-04-12,Surveying,Present
ATT019299,STU0386,2026-05-07,Structures,Absent
ATT019300,STU0386,2026-05-15,Structures,Absent
ATT019301,STU0387,2026-01-30,Surveying,Present
ATT019302,STU0387,2026-08-03,Surveying,Present
ATT019303,STU0387,2026-01-13,Surveying,Absent
ATT019304,STU0387,2026-06-19,Structures,Present
ATT019305,STU0387,2026-03-26,Concrete,Present
ATT019306,STU0387,2026-02-14,Surveying,Present
ATT019307,STU0387,2026-06-01,Concrete,Present
ATT019308,STU0387,2026-05-06,Surveying,Present
ATT019309,STU0387,2026-08-11,Geotechnical,Present
ATT019310,STU0387,2026-05-18,Geotechnical,Present
ATT019311,STU0387,2026-06-11,Geotechnical,Present
ATT019312,STU0387,2026-05-13,Geotechnical,Present
ATT019313,STU0387,2026-04-04,Geotechnical,Present
ATT019314,STU0387,2026-04-19,Structures,Present
ATT019315,STU0387,2026-03-01,Geotechnical,Present
ATT019316,STU0387,2026-03-07,Geotechnical,Present
ATT019317,STU0387,2026-08-12,Geotechnical,Present
ATT019318,STU0387,2026-06-29,Structures,Present
ATT019319,STU0387,2026-03-23,Geotechnical,Present
ATT019320,STU0387,2026-05-30,Surveying,Present
ATT019321,STU0387,2026-07-27,Geotechnical,Present
ATT019322,STU0387,2026-05-10,Surveying,Present
ATT019323,STU0387,2026-04-12,Surveying,Present
ATT019324,STU0387,2026-01-16,Concrete,Absent
ATT019325,STU0387,2026-08-09,Geotechnical,Present
ATT019326,STU0387,2026-04-13,Geotechnical,Present
ATT019327,STU0387,2026-05-19,Structures,Absent
ATT019328,STU0387,2026-06-13,Structures,Present
ATT019329,STU0387,2026-02-16,Surveying,Present
ATT019330,STU0387,2026-03-21,Concrete,Present
ATT019331,STU0387,2026-08-17,Surveying,Present
ATT019332,STU0387,2026-04-27,Surveying,Present
ATT019333,STU0387,2026-02-25,Surveying,Present
ATT019334,STU0387,2026-03-27,Concrete,Present
ATT019335,STU0387,2026-08-26,Geotechnical,Absent
ATT019336,STU0387,2026-05-09,Structures,Absent
ATT019337,STU0387,2026-03-29,Geotechnical,Present
ATT019338,STU0387,2026-05-25,Concrete,Present
ATT019339,STU0387,2026-02-05,Geotechnical,Present
ATT019340,STU0387,2026-04-06,Surveying,Present
ATT019341,STU0387,2026-03-11,Structures,Present
ATT019342,STU0387,2026-06-16,Surveying,Absent
ATT019343,STU0387,2026-06-25,Surveying,Present
ATT019344,STU0387,2026-06-28,Surveying,Present
ATT019345,STU0387,2026-06-22,Structures,Absent
ATT019346,STU0387,2026-05-24,Concrete,Absent
ATT019347,STU0387,2026-01-10,Structures,Absent
ATT019348,STU0387,2026-04-16,Structures,Present
ATT019349,STU0387,2026-07-15,Structures,Present
ATT019350,STU0387,2026-07-02,Geotechnical,Present
ATT019351,STU0388,2026-02-19,Geotechnical,Present
ATT019352,STU0388,2026-08-17,Surveying,Present
ATT019353,STU0388,2026-08-13,Surveying,Present
ATT019354,STU0388,2026-08-06,Geotechnical,Present
ATT019355,STU0388,2026-01-10,Surveying,Absent
ATT019356,STU0388,2026-02-26,Geotechnical,Absent
ATT019357,STU0388,2026-06-27,Surveying,Absent
ATT019358,STU0388,2026-08-16,Surveying,Present
ATT019359,STU0388,2026-08-05,Structures,Absent
ATT019360,STU0388,2026-03-01,Structures,Present
ATT019361,STU0388,2026-05-22,Concrete,Absent
ATT019362,STU0388,2026-07-23,Structures,Present
ATT019363,STU0388,2026-08-28,Geotechnical,Absent
ATT019364,STU0388,2026-04-10,Structures,Present
ATT019365,STU0388,2026-03-30,Surveying,Present
ATT019366,STU0388,2026-05-14,Concrete,Present
ATT019367,STU0388,2026-08-09,Structures,Absent
ATT019368,STU0388,2026-08-27,Geotechnical,Present
ATT019369,STU0388,2026-08-21,Concrete,Absent
ATT019370,STU0388,2026-08-02,Structures,Present
ATT019371,STU0388,2026-06-14,Geotechnical,Present
ATT019372,STU0388,2026-06-24,Surveying,Present
ATT019373,STU0388,2026-03-16,Structures,Present
ATT019374,STU0388,2026-08-01,Structures,Present
ATT019375,STU0388,2026-01-12,Geotechnical,Present
ATT019376,STU0388,2026-03-21,Structures,Present
ATT019377,STU0388,2026-05-12,Concrete,Present
ATT019378,STU0388,2026-07-06,Surveying,Present
ATT019379,STU0388,2026-04-05,Geotechnical,Present
ATT019380,STU0388,2026-01-30,Structures,Present
ATT019381,STU0388,2026-07-25,Concrete,Present
ATT019382,STU0388,2026-07-02,Geotechnical,Present
ATT019383,STU0388,2026-06-11,Geotechnical,Present
ATT019384,STU0388,2026-07-04,Concrete,Present
ATT019385,STU0388,2026-04-26,Concrete,Absent
ATT019386,STU0388,2026-03-19,Concrete,Absent
ATT019387,STU0388,2026-06-07,Concrete,Present
ATT019388,STU0388,2026-05-04,Surveying,Present
ATT019389,STU0388,2026-01-18,Geotechnical,Present
ATT019390,STU0388,2026-01-11,Structures,Present
ATT019391,STU0388,2026-07-27,Concrete,Present
ATT019392,STU0388,2026-08-04,Concrete,Present
ATT019393,STU0388,2026-02-15,Concrete,Present
ATT019394,STU0388,2026-06-20,Structures,Present
ATT019395,STU0388,2026-05-27,Geotechnical,Present
ATT019396,STU0388,2026-04-17,Surveying,Present
ATT019397,STU0388,2026-01-13,Structures,Present
ATT019398,STU0388,2026-03-03,Surveying,Present
ATT019399,STU0388,2026-06-09,Surveying,Absent
ATT019400,STU0388,2026-03-23,Structures,Present
ATT019401,STU0389,2026-03-18,CAD,Present
ATT019402,STU0389,2026-08-03,Thermodynamics,Absent
ATT019403,STU0389,2026-02-07,CAD,Present
ATT019404,STU0389,2026-01-19,Manufacturing,Present
ATT019405,STU0389,2026-06-02,Mechanics,Present
ATT019406,STU0389,2026-02-03,Mechanics,Present
ATT019407,STU0389,2026-01-04,Thermodynamics,Present
ATT019408,STU0389,2026-01-09,CAD,Present
ATT019409,STU0389,2026-02-12,CAD,Present
ATT019410,STU0389,2026-04-04,Mechanics,Present
ATT019411,STU0389,2026-01-16,Manufacturing,Present
ATT019412,STU0389,2026-04-27,CAD,Present
ATT019413,STU0389,2026-03-12,CAD,Present
ATT019414,STU0389,2026-06-13,Thermodynamics,Present
ATT019415,STU0389,2026-01-28,Thermodynamics,Present
ATT019416,STU0389,2026-03-09,Mechanics,Present
ATT019417,STU0389,2026-04-24,Manufacturing,Present
ATT019418,STU0389,2026-02-09,Thermodynamics,Absent
ATT019419,STU0389,2026-04-03,Mechanics,Present
ATT019420,STU0389,2026-01-03,Mechanics,Present
ATT019421,STU0389,2026-03-29,Manufacturing,Absent
ATT019422,STU0389,2026-04-10,Manufacturing,Absent
ATT019423,STU0389,2026-07-27,Mechanics,Present
ATT019424,STU0389,2026-02-11,Manufacturing,Present
ATT019425,STU0389,2026-06-12,Manufacturing,Present
ATT019426,STU0389,2026-04-16,CAD,Present
ATT019427,STU0389,2026-02-27,Mechanics,Present
ATT019428,STU0389,2026-01-21,Manufacturing,Absent
ATT019429,STU0389,2026-04-15,CAD,Absent
ATT019430,STU0389,2026-01-18,Manufacturing,Present
ATT019431,STU0389,2026-04-02,Manufacturing,Present
ATT019432,STU0389,2026-06-05,Manufacturing,Present
ATT019433,STU0389,2026-02-10,CAD,Absent
ATT019434,STU0389,2026-07-12,Manufacturing,Present
ATT019435,STU0389,2026-08-11,Manufacturing,Absent
ATT019436,STU0389,2026-03-01,CAD,Present
ATT019437,STU0389,2026-08-07,CAD,Present
ATT019438,STU0389,2026-02-28,CAD,Present
ATT019439,STU0389,2026-07-29,Mechanics,Present
ATT019440,STU0389,2026-04-18,CAD,Absent
ATT019441,STU0389,2026-01-22,Manufacturing,Absent
ATT019442,STU0389,2026-05-10,Manufacturing,Present
ATT019443,STU0389,2026-06-06,Mechanics,Present
ATT019444,STU0389,2026-07-30,Thermodynamics,Present
ATT019445,STU0389,2026-04-01,Manufacturing,Present
ATT019446,STU0389,2026-07-02,Thermodynamics,Absent
ATT019447,STU0389,2026-05-11,Manufacturing,Absent
ATT019448,STU0389,2026-05-15,Mechanics,Present
ATT019449,STU0389,2026-04-19,Thermodynamics,Absent
ATT019450,STU0389,2026-06-25,Manufacturing,Present
ATT019451,STU0390,2026-06-10,Signals,Present
ATT019452,STU0390,2026-06-17,Digital Electronics,Present
ATT019453,STU0390,2026-01-30,Digital Electronics,Present
ATT019454,STU0390,2026-02-26,Networks,Present
ATT019455,STU0390,2026-04-30,Digital Electronics,Present
ATT019456,STU0390,2026-03-07,Digital Electronics,Present
ATT019457,STU0390,2026-08-04,Networks,Present
ATT019458,STU0390,2026-05-03,Networks,Present
ATT019459,STU0390,2026-03-31,Digital Electronics,Present
ATT019460,STU0390,2026-08-16,Digital Electronics,Present
ATT019461,STU0390,2026-08-19,Signals,Present
ATT019462,STU0390,2026-08-08,Digital Electronics,Present
ATT019463,STU0390,2026-02-06,Digital Electronics,Present
ATT019464,STU0390,2026-06-25,Microprocessors,Present
ATT019465,STU0390,2026-02-25,Networks,Present
ATT019466,STU0390,2026-06-27,Signals,Present
ATT019467,STU0390,2026-05-31,Networks,Present
ATT019468,STU0390,2026-06-11,Signals,Present
ATT019469,STU0390,2026-01-25,Microprocessors,Present
ATT019470,STU0390,2026-01-11,Signals,Present
ATT019471,STU0390,2026-03-04,Microprocessors,Present
ATT019472,STU0390,2026-05-10,Networks,Present
ATT019473,STU0390,2026-07-12,Digital Electronics,Present
ATT019474,STU0390,2026-08-20,Signals,Present
ATT019475,STU0390,2026-06-28,Digital Electronics,Present
ATT019476,STU0390,2026-05-04,Digital Electronics,Present
ATT019477,STU0390,2026-04-20,Networks,Present
ATT019478,STU0390,2026-05-13,Networks,Present
ATT019479,STU0390,2026-03-26,Digital Electronics,Absent
ATT019480,STU0390,2026-04-15,Networks,Absent
ATT019481,STU0390,2026-02-03,Signals,Absent
ATT019482,STU0390,2026-01-04,Networks,Present
ATT019483,STU0390,2026-02-16,Microprocessors,Absent
ATT019484,STU0390,2026-05-17,Signals,Absent
ATT019485,STU0390,2026-06-16,Networks,Present
ATT019486,STU0390,2026-03-15,Digital Electronics,Present
ATT019487,STU0390,2026-03-25,Networks,Present
ATT019488,STU0390,2026-06-26,Networks,Absent
ATT019489,STU0390,2026-08-11,Networks,Present
ATT019490,STU0390,2026-04-06,Microprocessors,Present
ATT019491,STU0390,2026-04-21,Signals,Present
ATT019492,STU0390,2026-04-18,Microprocessors,Present
ATT019493,STU0390,2026-05-11,Networks,Present
ATT019494,STU0390,2026-01-16,Microprocessors,Present
ATT019495,STU0390,2026-08-09,Digital Electronics,Present
ATT019496,STU0390,2026-02-07,Signals,Present
ATT019497,STU0390,2026-06-29,Signals,Present
ATT019498,STU0390,2026-05-28,Microprocessors,Present
ATT019499,STU0390,2026-08-27,Microprocessors,Present
ATT019500,STU0390,2026-03-13,Signals,Present
ATT019501,STU0391,2026-04-08,Surveying,Present
ATT019502,STU0391,2026-07-19,Surveying,Present
ATT019503,STU0391,2026-04-13,Surveying,Present
ATT019504,STU0391,2026-04-18,Structures,Present
ATT019505,STU0391,2026-08-16,Geotechnical,Present
ATT019506,STU0391,2026-03-23,Concrete,Present
ATT019507,STU0391,2026-07-24,Geotechnical,Absent
ATT019508,STU0391,2026-04-21,Concrete,Present
ATT019509,STU0391,2026-08-21,Geotechnical,Present
ATT019510,STU0391,2026-04-22,Geotechnical,Absent
ATT019511,STU0391,2026-05-04,Geotechnical,Present
ATT019512,STU0391,2026-07-20,Surveying,Absent
ATT019513,STU0391,2026-06-05,Surveying,Absent
ATT019514,STU0391,2026-06-06,Geotechnical,Present
ATT019515,STU0391,2026-05-22,Structures,Present
ATT019516,STU0391,2026-01-19,Concrete,Present
ATT019517,STU0391,2026-02-16,Structures,Present
ATT019518,STU0391,2026-05-06,Concrete,Present
ATT019519,STU0391,2026-05-15,Structures,Present
ATT019520,STU0391,2026-01-30,Structures,Absent
ATT019521,STU0391,2026-08-15,Structures,Present
ATT019522,STU0391,2026-07-10,Concrete,Present
ATT019523,STU0391,2026-06-28,Structures,Absent
ATT019524,STU0391,2026-08-13,Geotechnical,Present
ATT019525,STU0391,2026-01-06,Geotechnical,Present
ATT019526,STU0391,2026-05-16,Surveying,Present
ATT019527,STU0391,2026-06-29,Concrete,Present
ATT019528,STU0391,2026-08-02,Geotechnical,Absent
ATT019529,STU0391,2026-03-11,Concrete,Present
ATT019530,STU0391,2026-05-28,Concrete,Present
ATT019531,STU0391,2026-03-08,Surveying,Present
ATT019532,STU0391,2026-07-04,Geotechnical,Absent
ATT019533,STU0391,2026-08-11,Geotechnical,Absent
ATT019534,STU0391,2026-02-02,Surveying,Present
ATT019535,STU0391,2026-05-01,Concrete,Present
ATT019536,STU0391,2026-02-07,Surveying,Present
ATT019537,STU0391,2026-03-26,Surveying,Present
ATT019538,STU0391,2026-07-16,Surveying,Present
ATT019539,STU0391,2026-05-09,Geotechnical,Present
ATT019540,STU0391,2026-03-20,Geotechnical,Present
ATT019541,STU0391,2026-06-07,Structures,Absent
ATT019542,STU0391,2026-06-22,Concrete,Absent
ATT019543,STU0391,2026-07-15,Structures,Present
ATT019544,STU0391,2026-03-31,Concrete,Absent
ATT019545,STU0391,2026-04-15,Structures,Present
ATT019546,STU0391,2026-04-10,Structures,Present
ATT019547,STU0391,2026-05-20,Surveying,Present
ATT019548,STU0391,2026-07-11,Surveying,Present
ATT019549,STU0391,2026-07-12,Geotechnical,Present
ATT019550,STU0391,2026-05-19,Geotechnical,Present
ATT019551,STU0392,2026-02-01,Signals,Present
ATT019552,STU0392,2026-02-09,Digital Electronics,Present
ATT019553,STU0392,2026-03-01,Microprocessors,Absent
ATT019554,STU0392,2026-01-15,Digital Electronics,Present
ATT019555,STU0392,2026-07-20,Microprocessors,Present
ATT019556,STU0392,2026-06-10,Signals,Present
ATT019557,STU0392,2026-02-02,Networks,Present
ATT019558,STU0392,2026-03-18,Signals,Present
ATT019559,STU0392,2026-03-30,Microprocessors,Present
ATT019560,STU0392,2026-05-23,Digital Electronics,Present
ATT019561,STU0392,2026-08-28,Digital Electronics,Present
ATT019562,STU0392,2026-01-05,Networks,Present
ATT019563,STU0392,2026-07-16,Signals,Present
ATT019564,STU0392,2026-07-08,Signals,Present
ATT019565,STU0392,2026-07-21,Signals,Present
ATT019566,STU0392,2026-02-18,Networks,Absent
ATT019567,STU0392,2026-01-16,Signals,Present
ATT019568,STU0392,2026-07-19,Networks,Present
ATT019569,STU0392,2026-08-29,Microprocessors,Absent
ATT019570,STU0392,2026-03-16,Microprocessors,Present
ATT019571,STU0392,2026-04-08,Microprocessors,Present
ATT019572,STU0392,2026-05-16,Networks,Present
ATT019573,STU0392,2026-01-17,Microprocessors,Absent
ATT019574,STU0392,2026-04-10,Signals,Present
ATT019575,STU0392,2026-04-04,Signals,Present
ATT019576,STU0392,2026-05-27,Digital Electronics,Absent
ATT019577,STU0392,2026-01-30,Microprocessors,Present
ATT019578,STU0392,2026-04-26,Digital Electronics,Absent
ATT019579,STU0392,2026-05-29,Signals,Present
ATT019580,STU0392,2026-06-24,Microprocessors,Present
ATT019581,STU0392,2026-08-14,Digital Electronics,Present
ATT019582,STU0392,2026-08-19,Microprocessors,Present
ATT019583,STU0392,2026-04-24,Networks,Present
ATT019584,STU0392,2026-08-09,Signals,Present
ATT019585,STU0392,2026-02-23,Signals,Present
ATT019586,STU0392,2026-04-19,Signals,Absent
ATT019587,STU0392,2026-02-22,Microprocessors,Absent
ATT019588,STU0392,2026-04-28,Signals,Present
ATT019589,STU0392,2026-05-09,Signals,Present
ATT019590,STU0392,2026-06-07,Signals,Present
ATT019591,STU0392,2026-08-06,Signals,Present
ATT019592,STU0392,2026-07-01,Signals,Present
ATT019593,STU0392,2026-07-02,Digital Electronics,Present
ATT019594,STU0392,2026-08-30,Microprocessors,Present
ATT019595,STU0392,2026-06-02,Signals,Present
ATT019596,STU0392,2026-06-15,Networks,Absent
ATT019597,STU0392,2026-02-27,Microprocessors,Present
ATT019598,STU0392,2026-04-23,Signals,Absent
