energy_id,date,building,meter_id,units_consumed_kwh,electricity_cost,peak_hour_units,cost_per_kwh
ENG000303,2026-02-13,Hostel A,MTR-02,1236.54,10651.26,491.54,8.613760978213403
ENG000304,2026-02-13,Hostel B,MTR-03,1193.16,8431.7,482.84,7.066696838646955
ENG000305,2026-02-13,Library,MTR-04,622.18,4986.52,283.75,8.014593847439649
ENG000306,2026-02-13,Canteen,MTR-05,463.86,3344.59,179.93,7.210343638166688
ENG000307,2026-02-13,Computer Lab,MTR-06,1436.33,11153.68,659.62,7.765402101188446
ENG000308,2026-02-13,Admin Block,MTR-07,414.66,2919.57,185.26,7.040876862972073
ENG000309,2026-02-14,Academic Block,MTR-01,971.71,7632.24,345.97,7.854442168959874
ENG000310,2026-02-14,Hostel A,MTR-02,1172.9,10204.09,422.41,8.699880637735527
ENG000311,2026-02-14,Hostel B,MTR-03,935.14,8015.2,448.16,8.571123040400368
ENG000312,2026-02-14,Library,MTR-04,597.45,4525.95,282.09,7.575445643986944
ENG000313,2026-02-14,Canteen,MTR-05,466.28,3813.24,228.26,8.178004632409712
ENG000314,2026-02-14,Computer Lab,MTR-06,1229.23,10557.74,625.35,8.588905249627816
ENG000315,2026-02-14,Admin Block,MTR-07,330.51,2566.65,132.96,7.765725696650631
ENG000316,2026-02-15,Academic Block,MTR-01,823.3,5871.09,391.92,7.1311672537349695
ENG000317,2026-02-15,Hostel A,MTR-02,1039.79,8367.52,537.71,8.04731724675175
ENG000318,2026-02-15,Hostel B,MTR-03,1170.37,9067.77,514.78,7.747780616386272
ENG000319,2026-02-15,Library,MTR-04,662.46,5435.84,259.04,8.20553693807928
ENG000320,2026-02-15,Canteen,MTR-05,419.32,3416.29,149.05,8.147214537823142
ENG000321,2026-02-15,Computer Lab,MTR-06,1128.88,9353.28,609.89,8.28545106654383
ENG000322,2026-02-15,Admin Block,MTR-07,427.58,3547.38,169.17,8.2964123672763
ENG000323,2026-02-16,Academic Block,MTR-01,1112.11,8293.23,562.32,7.457202974525901
ENG000324,2026-02-16,Hostel A,MTR-02,961.73,7583.59,494.75,7.885362835723124
ENG000325,2026-02-16,Hostel B,MTR-03,908.02,8123.61,426.16,8.946509988766767
ENG000326,2026-02-16,Library,MTR-04,708.48,5577.49,342.11,7.872473464317976
ENG000327,2026-02-16,Canteen,MTR-05,438.48,3205.74,202.2,7.31102900930487
ENG000328,2026-02-16,Computer Lab,MTR-06,1232.56,10223.88,538.07,8.294833517232426
ENG000329,2026-02-16,Admin Block,MTR-07,431.77,3293.62,153.3,7.628181670796952
ENG000330,2026-02-17,Academic Block,MTR-01,1007.05,8091.43,359.73,8.034784767389901
ENG000331,2026-02-17,Hostel A,MTR-02,922.92,7750.86,477.12,8.39819269275777
ENG000332,2026-02-17,Hostel B,MTR-03,1181.05,9273.63,618.73,7.852021506286778
ENG000333,2026-02-17,Library,MTR-04,581.06,5052.35,229.1,8.695057309055866
ENG000334,2026-02-17,Canteen,MTR-05,502.61,4187.23,205.8,8.330972324466284
ENG000335,2026-02-17,Computer Lab,MTR-06,1433.18,10709.77,751.92,7.4727319666755045
ENG000336,2026-02-17,Admin Block,MTR-07,360.36,2673.14,182.76,7.4179709179709175
ENG000337,2026-02-18,Academic Block,MTR-01,888.34,6971.99,470.3,7.848335096922349
ENG000338,2026-02-18,Hostel A,MTR-02,711.16,5018.49,343.38,7.056766409809326
ENG000339,2026-02-18,Hostel B,MTR-03,1121.01,9950.75,577.87,8.876593429139794
ENG000340,2026-02-18,Library,MTR-04,592.04,4564.55,264.54,7.7098675765151015
ENG000341,2026-02-18,Canteen,MTR-05,527.31,4058.61,253.69,7.696819707572397
ENG000342,2026-02-18,Computer Lab,MTR-06,1098.02,8396.94,442.66,7.647347042858965
ENG000343,2026-02-18,Admin Block,MTR-07,393.5,3328.53,179.35,8.458780177890725
ENG000344,2026-02-19,Academic Block,MTR-01,983.56,7197.13,436.32,7.317428524950182
ENG000345,2026-02-19,Hostel A,MTR-02,996.66,7997.37,440.04,8.024170730238998
ENG000346,2026-02-19,Hostel B,MTR-03,1021.49,7807.11,425.49,7.642864834702248
ENG000347,2026-02-19,Library,MTR-04,553.57,4904.38,289.65,8.859548024640063
ENG000348,2026-02-19,Canteen,MTR-05,394.55,3228.57,207.86,8.18291724749715
ENG000349,2026-02-19,Computer Lab,MTR-06,1449.55,12987.71,763.68,8.959822013728399
ENG000350,2026-02-19,Admin Block,MTR-07,449.37,3545.89,179.3,7.890802679306584
ENG000351,2026-02-20,Academic Block,MTR-01,1174.04,9396.44,587.57,8.00350925011073
ENG000352,2026-02-20,Hostel A,MTR-02,930.26,7282.33,378.78,7.82827381592243
ENG000353,2026-02-20,Hostel B,MTR-03,985.3,7397.44,474.01,7.507804729524003
ENG000354,2026-02-20,Library,MTR-04,610.34,5363.69,277.84,8.788036176557327
ENG000355,2026-02-20,Canteen,MTR-05,407.86,3046.86,176.66,7.4703574756043745
ENG000356,2026-02-20,Computer Lab,MTR-06,1513.49,12910.04,776.22,8.52998037648085
ENG000357,2026-02-20,Admin Block,MTR-07,476.76,4262.45,202.25,8.940452219145902
ENG000358,2026-02-21,Academic Block,MTR-01,1206.33,8781.03,490.51,7.279127601899979
ENG000359,2026-02-21,Hostel A,MTR-02,1117.98,8731.74,553.11,7.810282831535448
ENG000360,2026-02-21,Hostel B,MTR-03,1031.85,7279.5,556.07,7.0548044773949705
ENG000361,2026-02-21,Library,MTR-04,638.75,5473.15,295.26,8.568532289628179
ENG000362,2026-02-21,Canteen,MTR-05,364.68,3192.78,197.55,8.755018098058573
ENG000363,2026-02-21,Computer Lab,MTR-06,1235.07,8829.32,540.47,7.148841766053746
ENG000364,2026-02-21,Admin Block,MTR-07,415.69,3300.99,194.18,7.940989679809473
ENG000365,2026-02-22,Academic Block,MTR-01,1072.59,8021.55,377.13,7.478673118339721
ENG000366,2026-02-22,Hostel A,MTR-02,1232.56,9859.7,588.68,7.9993671707665355
ENG000367,2026-02-22,Hostel B,MTR-03,1163.95,10417.3,423.54,8.949954894969714
ENG000368,2026-02-22,Library,MTR-04,596.04,4599.53,300.35,7.716814307764579
ENG000369,2026-02-22,Canteen,MTR-05,475.23,3566.2,211.29,7.50415588241483
ENG000370,2026-02-22,Computer Lab,MTR-06,1402.93,12209.76,658.71,8.703042917323032
ENG000371,2026-02-22,Admin Block,MTR-07,416.87,2974.1,202.6,7.134358433084654
ENG000372,2026-02-23,Academic Block,MTR-01,902.11,7486.89,472.68,8.299309396858476
ENG000373,2026-02-23,Hostel A,MTR-02,1000.61,7591.62,519.41,7.586991934919698
ENG000374,2026-02-23,Hostel B,MTR-03,866.44,7493.28,345.32,8.648354184940676
ENG000375,2026-02-23,Library,MTR-04,684.45,6114.0,344.34,8.93271970195047
ENG000376,2026-02-23,Canteen,MTR-05,438.87,3816.37,218.53,8.695900836238522
ENG000377,2026-02-23,Computer Lab,MTR-06,1080.32,8624.38,385.15,7.983171652843602
ENG000378,2026-02-23,Admin Block,MTR-07,332.27,2513.16,172.41,7.563607909230445
ENG000379,2026-02-24,Academic Block,MTR-01,1063.83,8663.59,583.87,8.143772971245406
ENG000380,2026-02-24,Hostel A,MTR-02,940.81,7831.15,332.0,8.32383796940934
ENG000381,2026-02-24,Hostel B,MTR-03,1028.52,9015.55,483.73,8.765556333372224
ENG000382,2026-02-24,Library,MTR-04,683.78,6096.29,274.83,8.915572260083653
ENG000383,2026-02-24,Canteen,MTR-05,474.8,3493.3,218.8,7.357413647851727
ENG000384,2026-02-24,Computer Lab,MTR-06,1272.64,10224.47,557.16,8.034063050037716
ENG000385,2026-02-24,Admin Block,MTR-07,315.99,2539.27,139.52,8.035918858191714
ENG000386,2026-02-25,Academic Block,MTR-01,877.73,6955.29,442.15,7.924179417360691
ENG000387,2026-02-25,Hostel A,MTR-02,1145.42,10055.31,429.88,8.778709992841053
ENG000388,2026-02-25,Hostel B,MTR-03,1043.06,9331.42,543.51,8.946196767204189
ENG000389,2026-02-25,Library,MTR-04,547.43,4847.32,220.68,8.854684617211333
ENG000390,2026-02-25,Canteen,MTR-05,375.22,3172.35,164.12,8.454639944565853
ENG000391,2026-02-25,Computer Lab,MTR-06,1473.58,10454.2,784.47,7.094423105633899
ENG000392,2026-02-25,Admin Block,MTR-07,398.7,3434.65,159.58,8.614622523200401
ENG000393,2026-02-26,Academic Block,MTR-01,1183.66,8916.71,571.61,7.533168308466957
ENG000394,2026-02-26,Hostel A,MTR-02,1192.06,8404.92,470.54,7.050752478902069
ENG000395,2026-02-26,Hostel B,MTR-03,1175.0,9965.1,499.06,8.480936170212766
ENG000396,2026-02-26,Library,MTR-04,706.77,5243.73,335.96,7.419287745659832
ENG000397,2026-02-26,Canteen,MTR-05,502.6,3621.03,274.86,7.204596100278551
ENG000398,2026-02-26,Computer Lab,MTR-06,1334.08,11402.03,479.56,8.546736327656513
ENG000399,2026-02-26,Admin Block,MTR-07,336.11,2852.07,140.53,8.485525571985361
ENG000400,2026-02-27,Academic Block,MTR-01,944.51,8303.53,416.44,8.791362717176103
ENG000401,2026-02-27,Hostel A,MTR-02,1359.98,11134.15,656.92,8.186995396991131
ENG000402,2026-02-27,Hostel B,MTR-03,1099.8,8355.54,478.59,7.59732678668849
ENG000403,2026-02-27,Library,MTR-04,734.79,6394.37,360.88,8.702309503395528
ENG000404,2026-02-27,Canteen,MTR-05,446.84,3415.73,184.43,7.644190314206428
ENG000405,2026-02-27,Computer Lab,MTR-06,1049.32,9378.75,512.94,8.937931231654787
ENG000406,2026-02-27,Admin Block,MTR-07,436.06,3163.44,163.48,7.254597991102142
ENG000407,2026-02-28,Academic Block,MTR-01,893.63,7741.07,490.37,8.66250013987892
ENG000408,2026-02-28,Hostel A,MTR-02,1166.05,8331.12,538.18,7.144736503580465
ENG000409,2026-02-28,Hostel B,MTR-03,976.36,8308.56,364.06,8.509730017616452
ENG000410,2026-02-28,Library,MTR-04,621.34,4682.21,231.51,7.535664853381401
ENG000411,2026-02-28,Canteen,MTR-05,451.99,3901.25,184.19,8.631275028208588
ENG000412,2026-02-28,Computer Lab,MTR-06,1268.09,10984.66,572.09,8.662366235834996
ENG000413,2026-02-28,Admin Block,MTR-07,461.93,3717.01,172.34,8.04669538674691
ENG000414,2026-03-01,Academic Block,MTR-01,819.07,6656.75,326.91,8.127205244972957
ENG000415,2026-03-01,Hostel A,MTR-02,1084.79,9631.92,396.46,8.879064150665107
ENG000416,2026-03-01,Hostel B,MTR-03,1175.26,9092.13,545.08,7.736271122985552
ENG000417,2026-03-01,Library,MTR-04,563.11,4566.74,277.47,8.109854202553674
ENG000418,2026-03-01,Canteen,MTR-05,400.17,3266.97,189.22,8.163955318989428
ENG000419,2026-03-01,Computer Lab,MTR-06,1190.01,10094.65,424.59,8.482827875396005
ENG000420,2026-03-01,Admin Block,MTR-07,454.92,3500.86,207.8,7.695550866086345
ENG000421,2026-03-02,Academic Block,MTR-01,866.39,6686.18,369.73,7.717286672283845
ENG000422,2026-03-02,Hostel A,MTR-02,1217.61,10335.93,528.16,8.488703279375171
ENG000423,2026-03-02,Hostel B,MTR-03,1040.81,8834.0,507.61,8.487620218867997
ENG000424,2026-03-02,Library,MTR-04,671.88,5416.36,359.09,8.061499077216169
ENG000425,2026-03-02,Canteen,MTR-05,437.96,3672.94,177.88,8.386473650561696
ENG000426,2026-03-02,Computer Lab,MTR-06,1219.16,9216.53,522.85,7.559737852291742
ENG000427,2026-03-02,Admin Block,MTR-07,429.67,3217.97,184.06,7.489398840970977
ENG000428,2026-03-03,Academic Block,MTR-01,1099.18,8287.19,557.05,7.539429392820102
ENG000429,2026-03-03,Hostel A,MTR-02,953.18,7706.51,339.34,8.085052141253488
ENG000430,2026-03-03,Hostel B,MTR-03,772.04,5470.5,385.49,7.085772757888193
ENG000431,2026-03-03,Library,MTR-04,605.4,4879.46,221.73,8.059894284770401
ENG000432,2026-03-03,Canteen,MTR-05,447.04,3726.42,169.07,8.335764137437366
ENG000433,2026-03-03,Computer Lab,MTR-06,1249.54,10444.54,443.73,8.358708004545674
ENG000434,2026-03-03,Admin Block,MTR-07,363.44,2633.65,169.66,7.24645058331499
ENG000435,2026-03-04,Academic Block,MTR-01,857.5,6809.16,310.3,7.940711370262391
ENG000436,2026-03-04,Hostel A,MTR-02,1254.49,9359.71,523.51,7.460968202217633
ENG000437,2026-03-04,Hostel B,MTR-03,1059.7,8774.21,451.86,8.2798999716901
ENG000438,2026-03-04,Library,MTR-04,600.64,4622.0,227.17,7.695125199786895
ENG000439,2026-03-04,Canteen,MTR-05,371.56,3148.76,133.75,8.474432124017655
ENG000440,2026-03-04,Computer Lab,MTR-06,1034.85,8960.67,548.77,8.658907087983767
ENG000441,2026-03-04,Admin Block,MTR-07,363.7,3005.82,156.51,8.264558702227111
ENG000442,2026-03-05,Academic Block,MTR-01,964.24,8058.16,445.84,8.3570065543848
ENG000443,2026-03-05,Hostel A,MTR-02,1092.49,9792.87,386.97,8.963807449038436
ENG000444,2026-03-05,Hostel B,MTR-03,922.63,7004.11,330.09,7.591461365877979
ENG000445,2026-03-05,Library,MTR-04,836.08,6567.67,399.44,7.855312888718783
ENG000446,2026-03-05,Canteen,MTR-05,361.09,2877.42,140.64,7.9687058628042875
ENG000447,2026-03-05,Computer Lab,MTR-06,1475.23,12986.58,641.94,8.80308833198891
ENG000448,2026-03-05,Admin Block,MTR-07,464.83,3347.5,195.94,7.201557558677366
ENG000449,2026-03-06,Academic Block,MTR-01,1178.75,10210.52,526.58,8.66215906680806
ENG000450,2026-03-06,Hostel A,MTR-02,1303.86,10658.87,620.95,8.174857730124401
ENG000451,2026-03-06,Hostel B,MTR-03,832.71,6134.48,387.36,7.366886431050425
ENG000452,2026-03-06,Library,MTR-04,669.46,5875.23,275.77,8.776073253069637
ENG000453,2026-03-06,Canteen,MTR-05,452.9,3353.91,186.51,7.405409582689336
ENG000454,2026-03-06,Computer Lab,MTR-06,1368.14,11377.79,682.67,8.316246875319777
ENG000455,2026-03-06,Admin Block,MTR-07,384.07,2974.56,198.57,7.744838180540006
ENG000456,2026-03-07,Academic Block,MTR-01,780.68,5481.23,303.27,7.02109699236563
ENG000457,2026-03-07,Hostel A,MTR-02,1135.4,8665.79,422.61,7.632367447595561
ENG000458,2026-03-07,Hostel B,MTR-03,1173.76,10436.72,544.3,8.891698473282442
ENG000459,2026-03-07,Library,MTR-04,601.74,5393.91,313.4,8.963854821019044
ENG000460,2026-03-07,Canteen,MTR-05,422.65,3679.72,227.66,8.706305453685083
ENG000461,2026-03-07,Computer Lab,MTR-06,1202.34,10294.59,658.98,8.562128848744948
ENG000462,2026-03-07,Admin Block,MTR-07,436.95,3066.41,191.15,7.017759469046801
ENG000463,2026-03-08,Academic Block,MTR-01,1061.57,8610.78,381.19,8.11136335804516
ENG000464,2026-03-08,Hostel A,MTR-02,1162.23,8207.99,594.2,7.062276829887371
ENG000465,2026-03-08,Hostel B,MTR-03,1068.45,8229.58,409.66,7.702353877111704
ENG000466,2026-03-08,Library,MTR-04,531.26,4400.56,234.32,8.283251138802093
ENG000467,2026-03-08,Canteen,MTR-05,471.25,3617.17,254.35,7.675692307692308
ENG000468,2026-03-08,Computer Lab,MTR-06,1436.25,12923.61,696.1,8.998161879895562
ENG000469,2026-03-08,Admin Block,MTR-07,356.24,2972.59,156.21,8.344346507972153
ENG000470,2026-03-09,Academic Block,MTR-01,897.85,6730.25,385.18,7.4959625772679175
ENG000471,2026-03-09,Hostel A,MTR-02,952.34,7984.92,450.27,8.384526534640989
ENG000472,2026-03-09,Hostel B,MTR-03,1087.32,8251.89,589.2,7.589200971195233
ENG000473,2026-03-09,Library,MTR-04,760.48,5948.02,287.04,7.821402272249106
ENG000474,2026-03-09,Canteen,MTR-05,430.82,3826.57,212.29,8.882062114107981
ENG000475,2026-03-09,Computer Lab,MTR-06,1149.88,10223.82,434.69,8.891206038891013
ENG000476,2026-03-09,Admin Block,MTR-07,339.16,2571.41,119.23,7.581701851633446
ENG000477,2026-03-10,Academic Block,MTR-01,1018.23,8573.55,416.58,8.420052443946847
ENG000478,2026-03-10,Hostel A,MTR-02,1076.79,8163.01,392.62,7.580874636651529
ENG000479,2026-03-10,Hostel B,MTR-03,1053.03,9188.51,431.38,8.725781791591883
ENG000480,2026-03-10,Library,MTR-04,704.4,5104.68,287.6,7.246848381601364
ENG000481,2026-03-10,Canteen,MTR-05,465.12,3336.43,244.27,7.173267113863089
ENG000482,2026-03-10,Computer Lab,MTR-06,1052.74,7896.15,482.19,7.500569941296046
ENG000483,2026-03-10,Admin Block,MTR-07,367.63,3190.74,144.23,8.679215515599923
ENG000484,2026-03-11,Academic Block,MTR-01,1094.17,9118.01,522.63,8.333266311450688
ENG000485,2026-03-11,Hostel A,MTR-02,1382.12,10740.81,640.59,7.771257199085463
ENG000486,2026-03-11,Hostel B,MTR-03,1139.95,9838.72,540.97,8.630834685731829
ENG000487,2026-03-11,Library,MTR-04,704.04,5262.36,366.48,7.474518493267428
ENG000488,2026-03-11,Canteen,MTR-05,458.42,3616.14,199.85,7.88826840015706
ENG000489,2026-03-11,Computer Lab,MTR-06,1362.2,11117.33,545.54,8.161305241521069
ENG000490,2026-03-11,Admin Block,MTR-07,397.88,2791.19,155.51,7.01515532321303
ENG000491,2026-03-12,Academic Block,MTR-01,929.97,7967.6,412.19,8.567588201769949
ENG000492,2026-03-12,Hostel A,MTR-02,953.64,8297.21,352.9,8.700568348643094
ENG000493,2026-03-12,Hostel B,MTR-03,1014.96,7285.38,467.24,7.177997162449752
ENG000494,2026-03-12,Library,MTR-04,801.77,7171.94,393.99,8.945133891265575
ENG000495,2026-03-12,Canteen,MTR-05,495.32,4120.02,206.84,8.317895501897764
ENG000496,2026-03-12,Computer Lab,MTR-06,1165.84,8292.28,458.42,7.112708433404242
ENG000497,2026-03-12,Admin Block,MTR-07,400.96,3287.5,216.68,8.199072226656027
ENG000498,2026-03-13,Academic Block,MTR-01,745.2,6168.24,332.51,8.277294685990338
ENG000499,2026-03-13,Hostel A,MTR-02,1145.8,8509.56,545.43,7.426741141560481
ENG000500,2026-03-13,Hostel B,MTR-03,1053.16,8077.79,425.79,7.670050134832313
ENG000501,2026-03-13,Library,MTR-04,626.12,4948.05,321.14,7.9027183287548715
ENG000502,2026-03-13,Canteen,MTR-05,409.84,3296.71,168.41,8.043895178606286
ENG000503,2026-03-13,Computer Lab,MTR-06,1281.5,10292.64,681.16,8.031712836519702
ENG000504,2026-03-13,Admin Block,MTR-07,378.81,2663.75,186.31,7.0318893376626805
ENG000505,2026-03-14,Academic Block,MTR-01,894.97,6685.97,327.73,7.4706079533392185
ENG000506,2026-03-14,Hostel A,MTR-02,1033.25,9035.3,373.12,8.74454391483184
ENG000507,2026-03-14,Hostel B,MTR-03,1187.61,10430.18,555.15,8.782495937218448
ENG000508,2026-03-14,Library,MTR-04,632.39,5554.51,318.51,8.783361533231076
ENG000509,2026-03-14,Canteen,MTR-05,465.92,4171.08,248.16,8.952352335164834
ENG000510,2026-03-14,Computer Lab,MTR-06,1352.48,10484.66,719.15,7.7521737844552225
ENG000511,2026-03-14,Admin Block,MTR-07,461.07,4096.08,178.66,8.883857114971697
ENG000512,2026-03-15,Academic Block,MTR-01,791.88,5800.08,343.54,7.324443097439006
ENG000513,2026-03-15,Hostel A,MTR-02,1049.44,8067.76,488.51,7.687681048940387
ENG000514,2026-03-15,Hostel B,MTR-03,1068.36,9369.88,476.98,8.770339585907372
ENG000515,2026-03-15,Library,MTR-04,647.53,4921.14,265.04,7.5998640989606665
ENG000516,2026-03-15,Canteen,MTR-05,410.8,3358.64,199.93,8.17585199610516
ENG000517,2026-03-15,Computer Lab,MTR-06,1241.65,9630.12,470.06,7.75590544839528
ENG000518,2026-03-15,Admin Block,MTR-07,334.09,2522.44,131.99,7.5501810889281336
ENG000519,2026-03-16,Academic Block,MTR-01,999.28,7337.76,392.78,7.343046993835562
ENG000520,2026-03-16,Hostel A,MTR-02,974.52,6868.41,411.91,7.047992858022411
ENG000521,2026-03-16,Hostel B,MTR-03,1248.25,10080.4,577.0,8.075625876226717
ENG000522,2026-03-16,Library,MTR-04,668.5,5063.56,247.64,7.5745100972326105
ENG000523,2026-03-16,Canteen,MTR-05,466.86,3520.13,201.5,7.54001199503063
ENG000524,2026-03-16,Computer Lab,MTR-06,1286.02,10245.27,523.43,7.966649041227975
ENG000525,2026-03-16,Admin Block,MTR-07,399.12,3411.01,146.62,8.54632691922229
ENG000526,2026-03-17,Academic Block,MTR-01,917.77,8159.86,329.59,8.890963967006984
ENG000527,2026-03-17,Hostel A,MTR-02,1184.03,9309.02,458.64,7.862148763122557
ENG000528,2026-03-17,Hostel B,MTR-03,1020.64,8203.69,435.95,8.037790014108795
ENG000529,2026-03-17,Library,MTR-04,507.31,3690.98,278.85,7.275590861603359
ENG000530,2026-03-17,Canteen,MTR-05,531.61,4630.2,199.14,8.70976843926939
ENG000531,2026-03-17,Computer Lab,MTR-06,1361.83,10509.3,681.17,7.717042508976891
ENG000532,2026-03-17,Admin Block,MTR-07,441.16,3296.93,181.93,7.473320337292591
ENG000533,2026-03-18,Academic Block,MTR-01,978.49,7271.55,464.31,7.43139940111805
ENG000534,2026-03-18,Hostel A,MTR-02,1181.09,9737.58,505.91,8.244570693173255
ENG000535,2026-03-18,Hostel B,MTR-03,1012.71,8649.22,413.31,8.54066810834296
ENG000536,2026-03-18,Library,MTR-04,565.9,4042.03,292.28,7.142657713376923
ENG000537,2026-03-18,Canteen,MTR-05,387.9,2903.53,174.12,7.485253931425626
ENG000538,2026-03-18,Computer Lab,MTR-06,1244.39,8887.86,620.99,7.142342834641872
ENG000539,2026-03-18,Admin Block,MTR-07,376.21,2728.38,145.94,7.252279312086335
ENG000540,2026-03-19,Academic Block,MTR-01,1131.07,8902.21,498.42,7.870609246112088
ENG000541,2026-03-19,Hostel A,MTR-02,1129.3,9749.49,538.76,8.63321526609404
ENG000542,2026-03-19,Hostel B,MTR-03,1189.36,8700.77,652.36,7.315505818255197
ENG000543,2026-03-19,Library,MTR-04,555.24,3965.67,222.02,7.142262805273395
ENG000544,2026-03-19,Canteen,MTR-05,403.18,3418.4,157.72,8.47859516841113
ENG000545,2026-03-19,Computer Lab,MTR-06,1288.93,9663.96,701.6,7.4976608504728715
ENG000546,2026-03-19,Admin Block,MTR-07,451.01,3257.43,196.26,7.222522782199951
ENG000547,2026-03-20,Academic Block,MTR-01,1041.69,8034.3,475.29,7.712755234282752
ENG000548,2026-03-20,Hostel A,MTR-02,1088.17,8437.33,463.93,7.753687383405166
ENG000549,2026-03-20,Hostel B,MTR-03,1161.05,9344.0,587.07,8.047887687868739
ENG000550,2026-03-20,Library,MTR-04,796.81,6749.74,332.81,8.470952924787591
ENG000551,2026-03-20,Canteen,MTR-05,438.2,3199.33,160.96,7.301072569602921
ENG000552,2026-03-20,Computer Lab,MTR-06,1213.28,10505.26,602.28,8.658561914809443
ENG000553,2026-03-20,Admin Block,MTR-07,468.81,3387.53,231.53,7.225805763528935
ENG000554,2026-03-21,Academic Block,MTR-01,965.83,7869.25,510.43,8.147655384487953
ENG000555,2026-03-21,Hostel A,MTR-02,1049.7,8320.74,524.82,7.926779079737067
ENG000556,2026-03-21,Hostel B,MTR-03,1052.9,7455.4,385.02,7.080824389780605
ENG000557,2026-03-21,Library,MTR-04,727.94,6133.52,317.9,8.425859274115998
ENG000558,2026-03-21,Canteen,MTR-05,438.42,3252.91,235.91,7.4196204552712
ENG000559,2026-03-21,Computer Lab,MTR-06,1125.12,8964.85,578.21,7.967905645620024
ENG000560,2026-03-21,Admin Block,MTR-07,430.14,3855.19,155.24,8.962640070674665
ENG000561,2026-03-22,Academic Block,MTR-01,923.27,8065.34,463.44,8.735624465216025
ENG000562,2026-03-22,Hostel A,MTR-02,1239.25,11000.58,676.95,8.876804518862215
ENG000563,2026-03-22,Hostel B,MTR-03,957.35,8147.16,341.53,8.510116467331697
ENG000564,2026-03-22,Library,MTR-04,681.14,5245.87,288.04,7.701603194644273
ENG000565,2026-03-22,Canteen,MTR-05,490.27,3741.02,237.64,7.630530116058499
ENG000566,2026-03-22,Computer Lab,MTR-06,1052.73,9269.84,403.22,8.805524683442098
ENG000567,2026-03-22,Admin Block,MTR-07,418.35,3735.97,188.89,8.930249790844986
ENG000568,2026-03-23,Academic Block,MTR-01,958.08,8441.67,494.4,8.811028306613226
ENG000569,2026-03-23,Hostel A,MTR-02,976.16,8170.56,469.02,8.370103261760368
ENG000570,2026-03-23,Hostel B,MTR-03,1157.29,8264.91,620.91,7.141606684582084
ENG000571,2026-03-23,Library,MTR-04,655.83,5064.22,256.24,7.72184864980254
ENG000572,2026-03-23,Canteen,MTR-05,381.78,2806.15,190.29,7.350175493739851
ENG000573,2026-03-23,Computer Lab,MTR-06,918.03,6884.43,351.12,7.499134015228261
ENG000574,2026-03-23,Admin Block,MTR-07,344.04,2955.17,154.44,8.589611673061272
ENG000575,2026-03-24,Academic Block,MTR-01,953.79,7678.48,444.57,8.050493295169796
ENG000576,2026-03-24,Hostel A,MTR-02,1292.56,10915.75,656.96,8.445062511604878
ENG000577,2026-03-24,Hostel B,MTR-03,1147.23,9393.65,586.72,8.188113978888278
ENG000578,2026-03-24,Library,MTR-04,702.05,5444.5,284.47,7.7551456448970875
ENG000579,2026-03-24,Canteen,MTR-05,451.31,4038.45,182.94,8.948283884691232
ENG000580,2026-03-24,Computer Lab,MTR-06,1506.21,11954.63,691.63,7.936894589731843
ENG000581,2026-03-24,Admin Block,MTR-07,415.41,3210.16,211.73,7.727690715197033
ENG000582,2026-03-25,Academic Block,MTR-01,901.22,7664.8,428.66,8.504915558909035
ENG000583,2026-03-25,Hostel A,MTR-02,1059.76,7508.45,539.9,7.085047557937646
ENG000584,2026-03-25,Hostel B,MTR-03,1106.28,9025.14,511.25,8.158097407527931
ENG000585,2026-03-25,Library,MTR-04,638.85,5441.0,266.72,8.516866244032245
ENG000586,2026-03-25,Canteen,MTR-05,329.77,2316.54,133.53,7.02471419474179
ENG000587,2026-03-25,Computer Lab,MTR-06,1216.9,10532.61,519.61,8.655279809351631
ENG000588,2026-03-25,Admin Block,MTR-07,367.05,2727.62,138.48,7.431194660128048
ENG000589,2026-03-26,Academic Block,MTR-01,1027.26,8523.09,542.25,8.296916067986682
ENG000590,2026-03-26,Hostel A,MTR-02,1213.61,9782.58,525.01,8.060727910943385
ENG000591,2026-03-26,Hostel B,MTR-03,984.31,8546.75,376.61,8.682986051142425
ENG000592,2026-03-26,Library,MTR-04,700.34,5149.65,275.36,7.353071365336835
ENG000593,2026-03-26,Canteen,MTR-05,464.71,3594.61,216.28,7.735168169395968
ENG000594,2026-03-26,Computer Lab,MTR-06,1357.9,9825.67,553.08,7.235930480889609
ENG000595,2026-03-26,Admin Block,MTR-07,413.65,3567.31,197.83,8.623981626979331
ENG000596,2026-03-27,Academic Block,MTR-01,1177.66,10031.9,600.08,8.518502793675593
ENG000597,2026-03-27,Hostel A,MTR-02,768.96,6089.63,403.61,7.919306595921764
ENG000598,2026-03-27,Hostel B,MTR-03,968.62,7142.39,420.04,7.3737791910140205
ENG000599,2026-03-27,Library,MTR-04,599.68,4431.27,247.19,7.389391008537888
ENG000600,2026-03-27,Canteen,MTR-05,375.02,2890.22,205.39,7.706842301743907
ENG000601,2026-03-27,Computer Lab,MTR-06,1133.93,9365.15,561.11,8.259019516195885
ENG000602,2026-03-27,Admin Block,MTR-07,392.94,3068.23,205.07,7.8083931389016135
ENG000603,2026-03-28,Academic Block,MTR-01,1021.81,8145.7,533.78,7.971834294046839
ENG000604,2026-03-28,Hostel A,MTR-02,1171.49,8985.27,474.37,7.669950234316981
